embedding_id,asset_ref_title,visual_caption,source_asset_id,embedding_model_version,modality,owner_account_id,capture_date
EMB-10439,Quote Graphic Social Proof - Soft Logo Lockup,"This image depicts a promotional graphic for a holiday sale event, featuring gift imagery, seasonal typography, and a discount badge overlay for email header and social media use. Asset: Quote Graphic Social Proof - Soft Logo Lockup.",BA-007918,clip-vit-large-patch14-v1,image,ACC-4234,2026-01-02
EMB-10440,Promotional Banner - Product-Focused Logo Lockup,"This graphic-design presents a flat-lay photograph of office stationery items including notebooks, pens, and sticky notes arranged on a white surface. Generic business lifestyle imagery for unspecified corporate use. Asset: Promotional Banner - Product-Focused Logo Lockup.",BA-008513,clip-vit-base-patch32-v2,graphic-design,ACC-4312,2025-11-11
EMB-10441,Holiday Gift Display - Saturated Photo,"A document-style graphic-design presenting a menu layout with typography hierarchy, food category icons, and brand color palette. The asset supports point-of-sale and digital menu board deployment. Asset: Holiday Gift Display - Saturated Photo.",BA-003510,clip-vit-large-patch14-v1,graphic-design,ACC-4234,2026-02-28
EMB-10442,Discount Badge Graphic - Vibrant Collateral,"This graphic-design captures an architectural diagram of a commercial building facade, rendered in technical line-art style with dimension annotations and material callouts. Intended for construction project documentation. Reference: Discount Badge Graphic - Vibrant Collateral.",BA-006949,clip-vit-base-patch32-v2,graphic-design,ACC-1690,2025-12-29
EMB-10443,Coffee Shop Signage - Product-Focused Badge,"This graphic-design presents a minimalist black-and-white portrait photograph of an unidentified person in profile view, shot in a studio setting with dramatic side lighting. Generic editorial portrait for unspecified use. Reference: Coffee Shop Signage - Product-Focused Badge.",BA-005139,openai-ada-002-multimodal,graphic-design,ACC-4234,2026-01-19
EMB-10444,Coffee Shop Signage - Product-Focused Logo Lockup,"This logo-vector depicts a customer testimonial quote graphic with a candid customer smiling portrait, overlaid with branded typography and social proof messaging. Designed for Instagram story and promotional banner use. Asset: Coffee Shop Signage - Product-Focused Logo Lockup.",BA-005139,clip-vit-large-patch14-v1,logo-vector,ACC-4234,2026-02-03
EMB-10445,Espresso Bar Setup - Product-Focused Template,"A image featuring a watercolor texture background in soft pastel tones, created as a decorative design element for greeting card and invitation templates. No brand-specific content is present. Title: Espresso Bar Setup - Product-Focused Template.",BA-005139,clip-vit-base-patch32-v2,image,ACC-4534,2026-02-20
EMB-10446,Email Header Graphic - Minimal Logo Lockup,"This graphic-design captures an architectural diagram of a commercial building facade, rendered in technical line-art style with dimension annotations and material callouts. Intended for construction project documentation. Reference: Email Header Graphic - Minimal Logo Lockup.",BA-002074,openai-ada-002-multimodal,graphic-design,ACC-2712,2025-12-18
EMB-10447,Virtual Tour Still - Editorial Banner,"This graphic-design presents an abstract geometric pattern in muted blue and grey tones, generated as a background texture asset for general design library use. The composition features repeating hexagonal shapes with subtle gradient overlays. Asset title: Virtual Tour Still - Editorial Banner.",BA-001192,openai-ada-002-multimodal,graphic-design,ACC-2801,2026-01-29
EMB-10448,Seasonal Campaign Visual - Vibrant Badge,"This graphic-design depicts a data dashboard screenshot with bar charts, pie graphs, and KPI metric cards in a SaaS analytics interface. The visual is used for software product documentation and UI design reference. Title: Seasonal Campaign Visual - Vibrant Badge.",BA-001192,clip-vit-base-patch32-v2,graphic-design,ACC-5212,2026-01-30
EMB-10449,Seasonal Campaign Visual - Artisan Collateral,"This document-visual features culinary imagery of a plated salad bowl captured overhead with natural lighting and artisan styling, suitable for use in campaign visual content and point-of-sale signage across restaurant channels. Asset reference: Seasonal Campaign Visual - Artisan Collateral.",BA-008122,openai-ada-002-multimodal,document-visual,ACC-4534,2025-12-15
EMB-10450,Boutique Storefront - Soft Photo,A graphic-design featuring a time-lapse video still of a busy urban intersection with light trails from passing vehicles captured at night. Generic urban lifestyle content for unspecified editorial use. Reference: Boutique Storefront - Soft Photo.,BA-006454,clip-vit-large-patch14-v1,graphic-design,ACC-4234,2026-02-04
EMB-10451,Promotional Banner - Clean Collateral,"This logo-vector showcases lifestyle imagery from a boutique storefront environment, capturing the ambiance and apparel display in a warm, branded editorial style. Suitable for seasonal campaign and social media use. Referenced asset: Promotional Banner - Clean Collateral.",BA-006975,clip-vit-large-patch14-v1,logo-vector,ACC-3634,2025-12-05
EMB-10452,Summer Sale Window Display - Minimal Collateral,"This image presents a spring fashion flatlay with apparel items arranged in a minimal editorial style, featuring color-coordinated accessories and seasonal campaign visual content framing. Reference: Summer Sale Window Display - Minimal Collateral.",BA-008854,clip-vit-base-patch32-v2,image,ACC-1001,2025-11-25
EMB-10453,Apparel Product Flatlay - Bold Logo Lockup,"A logo-vector video-frame featuring a simplified icon lockup for a coffee brand, rendered in scalable format for use across coffee shop signage, loyalty cards, and digital brand identity applications. Title: Apparel Product Flatlay - Bold Logo Lockup.",BA-008854,clip-vit-large-patch14-v1,video-frame,ACC-4534,2026-02-21
EMB-10454,Property Photo Exterior - Bold Poster,"This image presents a modern kitchen interior property photo with clean lines, natural light, and lifestyle staging. The image serves as a virtual tour still and brand identity collateral for real estate and hospitality marketing. Reference: Property Photo Exterior - Bold Poster.",BA-001974,clip-vit-base-patch32-v2,image,ACC-2712,2026-01-24
EMB-10455,Discount Badge Graphic - Rustic Logo Lockup,"A image depicting a restaurant dining scene with Italian food spread, ambient candlelight, and rustic table styling for use in food photography and seasonal campaign collateral. Title: Discount Badge Graphic - Rustic Logo Lockup.",BA-007951,clip-vit-large-patch14-v1,image,ACC-3134,2025-12-27
EMB-10456,Espresso Bar Setup - Bold Illustration,"A product-focused graphic-design featuring an espresso bar setup with branded cups, equipment, and menu board visible in the background, shot for coffee shop marketing and hospitality brand discovery. Asset: Espresso Bar Setup - Bold Illustration.",BA-002494,clip-vit-large-patch14-v1,graphic-design,ACC-4234,2026-01-18
EMB-10457,Fitness Class Action Shot - Warm Template,"This logo-vector showcases a class schedule poster for a fitness studio, featuring action shots of a fitness class in session with dynamic typography and branded color overlays. Suitable for Instagram story templates and in-studio signage. Asset title: Fitness Class Action Shot - Warm Template.",BA-005167,clip-vit-base-patch32-v2,logo-vector,ACC-5534,2025-11-24
EMB-10458,Quote Graphic Social Proof - Dynamic Graphic,A document-visual featuring a time-lapse video still of a busy urban intersection with light trails from passing vehicles captured at night. Generic urban lifestyle content for unspecified editorial use. Reference: Quote Graphic Social Proof - Dynamic Graphic.,BA-007407,clip-vit-large-patch14-v1,document-visual,ACC-2345,2026-01-21
EMB-10459,Restaurant Dining Scene - Lifestyle Badge,"This logo-vector captures a bird's-eye aerial photograph of a suburban neighborhood taken during daylight hours, showing residential streets and green spaces. Intended for urban planning and real estate overview use. Reference: Restaurant Dining Scene - Lifestyle Badge.",BA-006639,clip-vit-base-patch32-v2,logo-vector,ACC-3134,2025-12-06
EMB-10460,Salad Bowl Overhead - Dynamic Logo Lockup,"A document-style graphic-design presenting a menu layout with typography hierarchy, food category icons, and brand color palette. The asset supports point-of-sale and digital menu board deployment. Asset: Salad Bowl Overhead - Dynamic Logo Lockup.",BA-006639,clip-vit-base-patch32-v2,graphic-design,ACC-4234,2026-01-18
EMB-10461,Coffee Cup Close-Up - Saturated Illustration,This image shows a macro photograph of a circuit board with electronic components highlighted under studio lighting. Intended for technology product documentation and hardware marketing collateral. Asset: Coffee Cup Close-Up - Saturated Illustration.,BA-007198,elastic-elser-v2-visual,image,ACC-2801,2026-01-04
EMB-10462,Brand Identity Collateral - Soft Logo Lockup,"This image captures a video still from a fitness studio workout session, featuring dynamic motion and branded overlay graphics for social media and promotional banner applications. Reference: Brand Identity Collateral - Soft Logo Lockup.",BA-006615,clip-vit-large-patch14-v1,image,ACC-5534,2025-11-19
EMB-10463,Spring Collection Lookbook - Candid Video Still,"This graphic-design captures an architectural diagram of a commercial building facade, rendered in technical line-art style with dimension annotations and material callouts. Intended for construction project documentation. Reference: Spring Collection Lookbook - Candid Video Still.",BA-006615,openai-ada-002-multimodal,graphic-design,ACC-5534,2026-02-04
EMB-10464,Spring Fashion Flatlay - Product-Focused Banner,"A graphic-design logo-vector featuring a spring collection promotional banner with pastel tones, floral motifs, and discount badge elements for e-commerce and email marketing campaigns. Title: Spring Fashion Flatlay - Product-Focused Banner.",BA-006615,clip-vit-large-patch14-v1,logo-vector,ACC-4234,2025-12-13
EMB-10465,Pasta Dish Plated - Vibrant Badge,"This video-frame presents a vintage-style map illustration of a fictional city, rendered with hand-drawn cartographic elements and aged parchment texture. Used as a decorative asset for themed events. Title: Pasta Dish Plated - Vibrant Badge.",BA-003043,google-multimodal-embed-v1,video-frame,ACC-1578,2026-03-03
EMB-10466,Fitness Class Action Shot - Candid Collateral,"This image showcases lifestyle imagery from a boutique storefront environment, capturing the ambiance and apparel display in a warm, branded editorial style. Suitable for seasonal campaign and social media use. Referenced asset: Fitness Class Action Shot - Candid Collateral.",BA-003895,clip-vit-large-patch14-v1,image,ACC-5134,2026-02-13
EMB-10467,Promotional Banner - Candid Illustration,"This image showcases a class schedule poster for a fitness studio, featuring action shots of a fitness class in session with dynamic typography and branded color overlays. Suitable for Instagram story templates and in-studio signage. Asset title: Promotional Banner - Candid Illustration.",BA-001789,google-multimodal-embed-v1,image,ACC-3134,2026-03-05
EMB-10468,Boutique Storefront - Bold Illustration,"This logo-vector presents a spring fashion flatlay with apparel items arranged in a minimal editorial style, featuring color-coordinated accessories and seasonal campaign visual content framing. Reference: Boutique Storefront - Bold Illustration.",BA-005373,openai-ada-002-multimodal,logo-vector,ACC-4234,2026-02-17
EMB-10469,Property Photo Exterior - Soft Logo Lockup,"A technical illustration logo-vector showing a cross-section diagram of an HVAC system installation, with labeled components and airflow direction arrows. Created for engineering documentation purposes. Reference: Property Photo Exterior - Soft Logo Lockup.",BA-006582,google-multimodal-embed-v1,logo-vector,ACC-2712,2026-01-31
EMB-10470,Property Photo Exterior - Product-Focused Poster,"A graphic-design depicting a restaurant dining scene with Italian food spread, ambient candlelight, and rustic table styling for use in food photography and seasonal campaign collateral. Title: Property Photo Exterior - Product-Focused Poster.",BA-002345,clip-vit-base-patch32-v2,graphic-design,ACC-3012,2026-01-17
EMB-10471,Seasonal Campaign Visual - Soft Poster,"A technical illustration image showing a cross-section diagram of an HVAC system installation, with labeled components and airflow direction arrows. Created for engineering documentation purposes. Reference: Seasonal Campaign Visual - Soft Poster.",BA-001091,clip-vit-large-patch14-v1,image,ACC-2712,2026-02-12
EMB-10472,Class Schedule Poster - Clean Collateral,"This document-visual presents a flat-lay photograph of office stationery items including notebooks, pens, and sticky notes arranged on a white surface. Generic business lifestyle imagery for unspecified corporate use. Asset: Class Schedule Poster - Clean Collateral.",BA-005370,google-multimodal-embed-v1,document-visual,ACC-5534,2026-01-03
EMB-10473,Coffee Shop Signage - Artisan Logo Lockup,"This video-frame presents a vintage-style map illustration of a fictional city, rendered with hand-drawn cartographic elements and aged parchment texture. Used as a decorative asset for themed events. Title: Coffee Shop Signage - Artisan Logo Lockup.",BA-005370,clip-vit-base-patch32-v2,video-frame,ACC-4234,2026-01-15
EMB-10474,Menu Board Layout - Warm Graphic,"This graphic-design depicts a data dashboard screenshot with bar charts, pie graphs, and KPI metric cards in a SaaS analytics interface. The visual is used for software product documentation and UI design reference. Title: Menu Board Layout - Warm Graphic.",BA-005370,elastic-elser-v2-visual,graphic-design,ACC-5134,2026-01-21
EMB-10475,Loyalty Card Design - Artisan Photo,"A stock photo depicting a generic open-plan office environment with natural light, collaborative workspaces, and unbranded technology equipment visible throughout. This document-visual serves as a background asset for corporate presentations. Title: Loyalty Card Design - Artisan Photo.",BA-008160,clip-vit-large-patch14-v1,document-visual,ACC-4234,2026-01-10
EMB-10476,Instagram Story Template - Candid Banner,"This image presents a modern kitchen interior property photo with clean lines, natural light, and lifestyle staging. The image serves as a virtual tour still and brand identity collateral for real estate and hospitality marketing. Reference: Instagram Story Template - Candid Banner.",BA-008160,openai-ada-002-multimodal,image,ACC-4534,2025-12-08
EMB-10477,Virtual Tour Still - Bold Graphic,"This graphic-design features culinary imagery of a plated salad bowl captured overhead with natural lighting and artisan styling, suitable for use in campaign visual content and point-of-sale signage across restaurant channels. Asset reference: Virtual Tour Still - Bold Graphic.",BA-005030,clip-vit-base-patch32-v2,graphic-design,ACC-3845,2026-03-03
EMB-10478,Promotional Banner - Saturated Photo,"This graphic-design depicts a data dashboard screenshot with bar charts, pie graphs, and KPI metric cards in a SaaS analytics interface. The visual is used for software product documentation and UI design reference. Title: Promotional Banner - Saturated Photo.",BA-005030,clip-vit-base-patch32-v2,graphic-design,ACC-2634,2026-01-04
EMB-10479,Property Photo Exterior - Warm Logo Lockup,"This image depicts a promotional graphic for a holiday sale event, featuring gift imagery, seasonal typography, and a discount badge overlay for email header and social media use. Asset: Property Photo Exterior - Warm Logo Lockup.",BA-006864,clip-vit-large-patch14-v1,image,ACC-4234,2026-01-29
EMB-10480,Case Study Visual - Rustic Graphic,"A graphic-design image featuring a spring collection promotional banner with pastel tones, floral motifs, and discount badge elements for e-commerce and email marketing campaigns. Title: Case Study Visual - Rustic Graphic.",BA-006864,openai-ada-002-multimodal,image,ACC-1001,2026-02-25
EMB-10481,Discount Badge Graphic - Clean Poster,"This graphic-design depicts a promotional graphic for a holiday sale event, featuring gift imagery, seasonal typography, and a discount badge overlay for email header and social media use. Asset: Discount Badge Graphic - Clean Poster.",BA-006864,google-multimodal-embed-v1,graphic-design,ACC-2712,2026-02-09
EMB-10482,Loyalty Card Design - Editorial Logo Lockup,This graphic-design shows a macro photograph of a circuit board with electronic components highlighted under studio lighting. Intended for technology product documentation and hardware marketing collateral. Asset: Loyalty Card Design - Editorial Logo Lockup.,BA-004643,clip-vit-base-patch32-v2,graphic-design,ACC-4234,2026-01-05
EMB-10483,Case Study Visual - Clean Graphic,"A lifestyle graphic-design capturing a customer testimonial scene in a coffee shop setting, with warm ambient lighting and branded environmental signage visible in the background. Reference: Case Study Visual - Clean Graphic.",BA-002230,clip-vit-large-patch14-v1,graphic-design,ACC-4234,2025-12-24
EMB-10484,Promotional Banner - Candid Collateral,"This logo-vector showcases an Instagram story template design with bold geometric frames, brand color palette, and placeholder text zones for campaign visual content deployment. Title: Promotional Banner - Candid Collateral.",BA-002230,clip-vit-large-patch14-v1,logo-vector,ACC-2567,2026-01-05
EMB-10485,Seasonal Campaign Visual - Soft Poster,"A graphic-design image featuring a spring collection promotional banner with pastel tones, floral motifs, and discount badge elements for e-commerce and email marketing campaigns. Title: Seasonal Campaign Visual - Soft Poster.",BA-002532,openai-ada-002-multimodal,image,ACC-2712,2026-03-10
EMB-10486,Holiday Gift Display - Artisan Banner,A video-frame featuring a time-lapse video still of a busy urban intersection with light trails from passing vehicles captured at night. Generic urban lifestyle content for unspecified editorial use. Reference: Holiday Gift Display - Artisan Banner.,BA-002532,clip-vit-large-patch14-v1,video-frame,ACC-1042,2026-01-27
EMB-10487,Spring Collection Lookbook - Artisan Graphic,A visual identity collateral piece featuring logo lockup variations and color palette swatches rendered as a graphic-design for brand discovery and asset management workflows. The layout supports multi-channel deployment. Title: Spring Collection Lookbook - Artisan Graphic.,BA-007138,clip-vit-large-patch14-v1,graphic-design,ACC-5134,2025-11-25
EMB-10488,Spring Fashion Flatlay - Dynamic Template,"This graphic-design presents a spring fashion flatlay with apparel items arranged in a minimal editorial style, featuring color-coordinated accessories and seasonal campaign visual content framing. Reference: Spring Fashion Flatlay - Dynamic Template.",BA-007138,clip-vit-large-patch14-v1,graphic-design,ACC-5678,2026-01-23
EMB-10489,Coffee Cup Close-Up - Vibrant Badge,"This graphic-design depicts a customer testimonial quote graphic with a candid customer smiling portrait, overlaid with branded typography and social proof messaging. Designed for Instagram story and promotional banner use. Asset: Coffee Cup Close-Up - Vibrant Badge.",BA-002583,clip-vit-base-patch32-v2,graphic-design,ACC-1412,2025-12-23
EMB-10490,Instagram Story Template - Clean Badge,"This document-visual presents an abstract geometric pattern in muted blue and grey tones, generated as a background texture asset for general design library use. The composition features repeating hexagonal shapes with subtle gradient overlays. Asset title: Instagram Story Template - Clean Badge.",BA-003091,clip-vit-large-patch14-v1,document-visual,ACC-4234,2025-12-05
EMB-10491,Promotional Banner - Vibrant Banner,"A lifestyle image capturing a customer testimonial scene in a coffee shop setting, with warm ambient lighting and branded environmental signage visible in the background. Reference: Promotional Banner - Vibrant Banner.",BA-003076,openai-ada-002-multimodal,image,ACC-3012,2026-02-22
EMB-10492,Salad Bowl Overhead - Vibrant Template,"This graphic-design depicts a data dashboard screenshot with bar charts, pie graphs, and KPI metric cards in a SaaS analytics interface. The visual is used for software product documentation and UI design reference. Title: Salad Bowl Overhead - Vibrant Template.",BA-003076,clip-vit-base-patch32-v2,graphic-design,ACC-4812,2025-11-28
EMB-10493,Virtual Tour Still - Clean Poster,"This image presents a flat-lay photograph of office stationery items including notebooks, pens, and sticky notes arranged on a white surface. Generic business lifestyle imagery for unspecified corporate use. Asset: Virtual Tour Still - Clean Poster.",BA-003034,clip-vit-base-patch32-v2,image,ACC-4234,2026-01-03
EMB-10494,Apparel Product Flatlay - Rustic Video Still,"This graphic-design showcases a class schedule poster for a fitness studio, featuring action shots of a fitness class in session with dynamic typography and branded color overlays. Suitable for Instagram story templates and in-studio signage. Asset title: Apparel Product Flatlay - Rustic Video Still.",BA-006348,clip-vit-base-patch32-v2,graphic-design,ACC-5467,2025-12-31
EMB-10495,Menu Board Layout - Warm Illustration,"A stock photo depicting a generic open-plan office environment with natural light, collaborative workspaces, and unbranded technology equipment visible throughout. This graphic-design serves as a background asset for corporate presentations. Title: Menu Board Layout - Warm Illustration.",BA-006348,clip-vit-base-patch32-v2,graphic-design,ACC-4234,2025-12-08
EMB-10496,Spring Collection Lookbook - Minimal Collateral,"This graphic-design depicts a promotional graphic for a holiday sale event, featuring gift imagery, seasonal typography, and a discount badge overlay for email header and social media use. Asset: Spring Collection Lookbook - Minimal Collateral.",BA-001742,clip-vit-large-patch14-v1,graphic-design,ACC-1412,2026-01-30
EMB-10497,Promotional Banner - Candid Badge,"This graphic-design captures a richly styled Italian food spread featuring handmade pasta dish plated with fresh herbs and parmesan, shot in a rustic editorial style for restaurant dining promotions. The food photography highlights warm tones and texture, making it ideal for menu board and social media use. Asset reference: Promotional Banner - Candid Badge.",BA-001260,clip-vit-large-patch14-v1,graphic-design,ACC-5334,2026-03-04
EMB-10498,Case Study Visual - Branded Illustration,"This logo-vector presents a spring fashion flatlay with apparel items arranged in a minimal editorial style, featuring color-coordinated accessories and seasonal campaign visual content framing. Reference: Case Study Visual - Branded Illustration.",BA-002863,openai-ada-002-multimodal,logo-vector,ACC-4234,2025-12-10
EMB-10499,Boutique Storefront - Dynamic Poster,"A graphic-design document-visual featuring a spring collection promotional banner with pastel tones, floral motifs, and discount badge elements for e-commerce and email marketing campaigns. Title: Boutique Storefront - Dynamic Poster.",BA-002863,google-multimodal-embed-v1,document-visual,ACC-4612,2025-11-28
EMB-10500,Boutique Storefront - Branded Photo,"This logo-vector presents an abstract geometric pattern in muted blue and grey tones, generated as a background texture asset for general design library use. The composition features repeating hexagonal shapes with subtle gradient overlays. Asset title: Boutique Storefront - Branded Photo.",BA-002863,google-multimodal-embed-v1,logo-vector,ACC-4234,2025-11-30
EMB-10501,Salad Bowl Overhead - Rustic Collateral,"This graphic-design features culinary imagery of a plated salad bowl captured overhead with natural lighting and artisan styling, suitable for use in campaign visual content and point-of-sale signage across restaurant channels. Asset reference: Salad Bowl Overhead - Rustic Collateral.",BA-004475,clip-vit-large-patch14-v1,graphic-design,ACC-5212,2026-02-01
EMB-10502,Email Header Graphic - Vibrant Illustration,"A technical illustration image showing a cross-section diagram of an HVAC system installation, with labeled components and airflow direction arrows. Created for engineering documentation purposes. Reference: Email Header Graphic - Vibrant Illustration.",BA-004475,clip-vit-large-patch14-v1,image,ACC-4534,2026-03-10
EMB-10503,Virtual Tour Still - Warm Illustration,"This image captures an architectural diagram of a commercial building facade, rendered in technical line-art style with dimension annotations and material callouts. Intended for construction project documentation. Reference: Virtual Tour Still - Warm Illustration.",BA-007960,clip-vit-large-patch14-v1,image,ACC-5534,2026-01-21
EMB-10504,Email Header Graphic - Minimal Banner,"A logo-vector image featuring a simplified icon lockup for a coffee brand, rendered in scalable format for use across coffee shop signage, loyalty cards, and digital brand identity applications. Title: Email Header Graphic - Minimal Banner.",BA-007960,clip-vit-base-patch32-v2,image,ACC-3134,2025-12-11
EMB-10505,Seasonal Campaign Visual - Product-Focused Template,"A stock photo depicting a generic open-plan office environment with natural light, collaborative workspaces, and unbranded technology equipment visible throughout. This image serves as a background asset for corporate presentations. Title: Seasonal Campaign Visual - Product-Focused Template.",BA-002650,elastic-elser-v2-visual,image,ACC-3345,2025-12-11
EMB-10506,Logo Variations Sheet - Vibrant Illustration,"This graphic-design captures an architectural diagram of a commercial building facade, rendered in technical line-art style with dimension annotations and material callouts. Intended for construction project documentation. Reference: Logo Variations Sheet - Vibrant Illustration.",BA-002650,elastic-elser-v2-visual,graphic-design,ACC-4234,2025-12-11
EMB-10507,Menu Board Layout - Warm Photo,"This video-frame captures an architectural diagram of a commercial building facade, rendered in technical line-art style with dimension annotations and material callouts. Intended for construction project documentation. Reference: Menu Board Layout - Warm Photo.",BA-005436,openai-ada-002-multimodal,video-frame,ACC-4234,2026-01-08
EMB-10508,Brand Identity Collateral - Product-Focused Banner,"A document-style graphic-design presenting a menu layout with typography hierarchy, food category icons, and brand color palette. The asset supports point-of-sale and digital menu board deployment. Asset: Brand Identity Collateral - Product-Focused Banner.",BA-008749,clip-vit-large-patch14-v1,graphic-design,ACC-4312,2025-12-02
EMB-10509,Holiday Gift Display - Bold Video Still,A visual identity collateral piece featuring logo lockup variations and color palette swatches rendered as a video-frame for brand discovery and asset management workflows. The layout supports multi-channel deployment. Title: Holiday Gift Display - Bold Video Still.,BA-008749,clip-vit-large-patch14-v1,video-frame,ACC-4234,2026-02-28
EMB-10510,Salad Bowl Overhead - Soft Template,"A nature photography graphic-design featuring a mountain landscape at golden hour, with wide-angle composition and atmospheric haze effects. The image serves as a generic stock visual for travel and wellness content. Asset: Salad Bowl Overhead - Soft Template.",BA-001375,clip-vit-base-patch32-v2,graphic-design,ACC-1256,2026-01-31
EMB-10511,Brand Identity Collateral - Lifestyle Graphic,"A document-style document-visual presenting a menu layout with typography hierarchy, food category icons, and brand color palette. The asset supports point-of-sale and digital menu board deployment. Asset: Brand Identity Collateral - Lifestyle Graphic.",BA-007344,clip-vit-base-patch32-v2,document-visual,ACC-1001,2025-11-11
EMB-10512,Brand Identity Collateral - Lifestyle Banner,"This graphic-design showcases lifestyle imagery from a boutique storefront environment, capturing the ambiance and apparel display in a warm, branded editorial style. Suitable for seasonal campaign and social media use. Referenced asset: Brand Identity Collateral - Lifestyle Banner.",BA-007344,clip-vit-base-patch32-v2,graphic-design,ACC-4534,2025-12-13
EMB-10513,Fitness Class Action Shot - Saturated Logo Lockup,"This graphic-design features culinary imagery of a plated salad bowl captured overhead with natural lighting and artisan styling, suitable for use in campaign visual content and point-of-sale signage across restaurant channels. Asset reference: Fitness Class Action Shot - Saturated Logo Lockup.",BA-002400,clip-vit-base-patch32-v2,graphic-design,ACC-4234,2025-11-14
EMB-10514,Logo Variations Sheet - Dynamic Template,A visual identity collateral piece featuring logo lockup variations and color palette swatches rendered as a image for brand discovery and asset management workflows. The layout supports multi-channel deployment. Title: Logo Variations Sheet - Dynamic Template.,BA-003253,clip-vit-large-patch14-v1,image,ACC-5334,2026-01-13
EMB-10515,Espresso Bar Setup - Soft Logo Lockup,"A vibrant promotional banner graphic for a summer promotion campaign, featuring bold typography, a discount badge overlay, and lifestyle imagery of a coffee shop storefront. This image is designed as an Instagram story template and email header graphic for seasonal campaign use. See also: Espresso Bar Setup - Soft Logo Lockup.",BA-003522,elastic-elser-v2-visual,image,ACC-4234,2025-12-31
EMB-10516,Spring Fashion Flatlay - Vibrant Logo Lockup,"A product-focused video-frame featuring an espresso bar setup with branded cups, equipment, and menu board visible in the background, shot for coffee shop marketing and hospitality brand discovery. Asset: Spring Fashion Flatlay - Vibrant Logo Lockup.",BA-003522,openai-ada-002-multimodal,video-frame,ACC-3345,2026-02-23
EMB-10517,Quote Graphic Social Proof - Soft Banner,"A document-style image presenting a menu layout with typography hierarchy, food category icons, and brand color palette. The asset supports point-of-sale and digital menu board deployment. Asset: Quote Graphic Social Proof - Soft Banner.",BA-003272,clip-vit-base-patch32-v2,image,ACC-2712,2026-01-19
EMB-10518,Modern Kitchen Interior - Candid Badge,"This logo-vector presents a modern kitchen interior property photo with clean lines, natural light, and lifestyle staging. The image serves as a virtual tour still and brand identity collateral for real estate and hospitality marketing. Reference: Modern Kitchen Interior - Candid Badge.",BA-008825,clip-vit-large-patch14-v1,logo-vector,ACC-5334,2025-11-23
EMB-10519,Pasta Dish Plated - Rustic Template,"A vibrant promotional banner graphic for a summer promotion campaign, featuring bold typography, a discount badge overlay, and lifestyle imagery of a coffee shop storefront. This graphic-design is designed as an Instagram story template and email header graphic for seasonal campaign use. See also: Pasta Dish Plated - Rustic Template.",BA-008366,google-multimodal-embed-v1,graphic-design,ACC-4534,2025-12-31
EMB-10520,Menu Board Layout - Saturated Logo Lockup,"A stock photo depicting a generic open-plan office environment with natural light, collaborative workspaces, and unbranded technology equipment visible throughout. This image serves as a background asset for corporate presentations. Title: Menu Board Layout - Saturated Logo Lockup.",BA-006100,clip-vit-base-patch32-v2,image,ACC-5534,2026-01-16
EMB-10521,Promotional Banner - Rustic Badge,"A stock photo depicting a generic open-plan office environment with natural light, collaborative workspaces, and unbranded technology equipment visible throughout. This graphic-design serves as a background asset for corporate presentations. Title: Promotional Banner - Rustic Badge.",BA-004886,clip-vit-base-patch32-v2,graphic-design,ACC-5534,2026-02-10
EMB-10522,Pasta Dish Plated - Rustic Graphic,"A product-focused graphic-design featuring an espresso bar setup with branded cups, equipment, and menu board visible in the background, shot for coffee shop marketing and hospitality brand discovery. Asset: Pasta Dish Plated - Rustic Graphic.",BA-006391,clip-vit-base-patch32-v2,graphic-design,ACC-5534,2025-11-29
EMB-10523,Class Schedule Poster - Saturated Photo,"A image featuring a watercolor texture background in soft pastel tones, created as a decorative design element for greeting card and invitation templates. No brand-specific content is present. Title: Class Schedule Poster - Saturated Photo.",BA-006391,google-multimodal-embed-v1,image,ACC-2712,2026-02-11
EMB-10524,Logo Variations Sheet - Warm Template,"A lifestyle graphic-design capturing a customer testimonial scene in a coffee shop setting, with warm ambient lighting and branded environmental signage visible in the background. Reference: Logo Variations Sheet - Warm Template.",BA-006391,clip-vit-base-patch32-v2,graphic-design,ACC-4534,2025-11-15
EMB-10525,Logo Variations Sheet - Saturated Illustration,"This video-frame presents a flat-lay photograph of office stationery items including notebooks, pens, and sticky notes arranged on a white surface. Generic business lifestyle imagery for unspecified corporate use. Asset: Logo Variations Sheet - Saturated Illustration.",BA-001631,clip-vit-base-patch32-v2,video-frame,ACC-4534,2025-11-21
EMB-10526,Apparel Product Flatlay - Product-Focused Banner,A image featuring a time-lapse video still of a busy urban intersection with light trails from passing vehicles captured at night. Generic urban lifestyle content for unspecified editorial use. Reference: Apparel Product Flatlay - Product-Focused Banner.,BA-001631,clip-vit-large-patch14-v1,image,ACC-2712,2026-02-07
EMB-10527,Italian Food Spread - Rustic Video Still,"A technical illustration logo-vector showing a cross-section diagram of an HVAC system installation, with labeled components and airflow direction arrows. Created for engineering documentation purposes. Reference: Italian Food Spread - Rustic Video Still.",BA-007732,clip-vit-large-patch14-v1,logo-vector,ACC-3345,2025-12-21
EMB-10528,Boutique Storefront - Vibrant Collateral,"This video-frame depicts a data dashboard screenshot with bar charts, pie graphs, and KPI metric cards in a SaaS analytics interface. The visual is used for software product documentation and UI design reference. Title: Boutique Storefront - Vibrant Collateral.",BA-006491,clip-vit-base-patch32-v2,video-frame,ACC-3634,2025-12-13
