asset_id,asset_title,asset_description,asset_type,content_category,business_vertical,campaign_theme,color_palette_tags,file_format,owner_account_id,is_active,upload_date,reuse_count,aspect_ratio
BA-100372,Yoga Studio Event Poster - Autumn Harvest,"A high-impact Event Poster built for Fitness & Wellness marketing, showcasing Italian food and pasta imagery within a bold-red-gold visual theme. This brand asset supports menu board design, restaurant dining collateral, and promotional banner placements. The asset includes logo variations aligned with the Fall Harvest campaign and is suited for food and beverage imagery across social media graphic formats. Designed to drive engagement through loyalty program graphics and seasonal campaign messaging.",Event Poster,Brand Identity,Fitness & Wellness,Fall Harvest,"['bold-red-gold', 'bright-citrus-yellow']",PSD,ACC-1001,True,2026-02-23,3,16:9
BA-100373,SaaS Platform GIF Animation - New Arrival,"This GIF Animation was created to support SaaS & Technology marketing efforts during the Product Launch campaign period. Using a blush-rose-gold visual style, the asset functions as promotional content across digital channels. The design balances brand materials with campaign-specific visual collateral, ensuring consistency across touchpoints. It is suitable for use in business signage, social content, and marketing graphics deployments.",GIF Animation,Lifestyle & Editorial,SaaS & Technology,Product Launch,['blush-rose-gold'],PNG,ACC-1010,True,2026-01-15,10,4:5
BA-100374,App Brand Promotional Banner - New Location,This Promotional Banner represents a draft-stage design asset for SaaS & Technology stakeholders. The olive-terracotta palette was specified in the creative brief but has not been finalized. It is catalogued under New Location Launch pending further review by the brand team. Metadata fields are populated for discoverability but content may require revision before use.,Promotional Banner,Educational Content,SaaS & Technology,New Location Launch,['olive-terracotta'],SVG,ACC-1010,True,2026-01-26,8,9:16
BA-100375,Local Business Logo - Local Heroes,An archived Logo resource associated with General Small Business operations and the Community Spotlight initiative. Color tagging reflects the monochrome-black-white palette used during the original design phase. This item is retained in the catalog for historical reference and potential future reuse. No active campaign deployment is currently scheduled for this asset.,Logo,Food & Beverage Imagery,General Small Business,Community Spotlight,"['monochrome-black-white', 'deep-burgundy-cream', 'sky-blue-white']",PNG,ACC-1020,True,2025-12-11,5,16:9
BA-100376,Bookstore Video Clip - Loyalty Rewards,"This Video Clip was created to support Retail & E-commerce marketing efforts during the Loyalty Program campaign period. Using a forest-green-gold visual style, the asset functions as promotional content across digital channels. The design balances brand materials with campaign-specific visual collateral, ensuring consistency across touchpoints. It is suitable for use in business signage, social content, and marketing graphics deployments.",Video Clip,Customer Testimonial,Retail & E-commerce,Loyalty Program,"['forest-green-gold', 'bright-citrus-yellow']",PNG,ACC-1038,True,2025-12-06,7,16:9
BA-100377,Gift Shop Social Media Graphic - Fresh Spring Looks,"This Social Media Graphic was created to support Retail & E-commerce marketing efforts during the Spring Collection campaign period. Using a fresh-green-white visual style, the asset functions as promotional content across digital channels. The design balances brand materials with campaign-specific visual collateral, ensuring consistency across touchpoints. It is suitable for use in business signage, social content, and marketing graphics deployments.",Social Media Graphic,Seasonal Promotion,Retail & E-commerce,Spring Collection,['fresh-green-white'],SVG,ACC-1009,True,2025-12-26,4,4:3
BA-100378,Beauty Studio Menu Board - Today Only,A standard Menu Board asset catalogued under the Healthcare & Beauty vertical for organizational reference. Color properties follow the pastel-spring specification noted during the asset intake process. This file was uploaded as part of a batch import and assigned to the Flash Sale campaign grouping. No additional design customization was applied beyond baseline template defaults.,Menu Board,Event & Campaign,Healthcare & Beauty,Flash Sale,"['pastel-spring', 'muted-sage-taupe']",PDF,ACC-1035,True,2025-11-19,9,9:16
BA-100379,Style Studio Instagram Story Template - Local Heroes,"This Instagram Story Template is a core brand identity asset designed for Fashion & Apparel businesses, featuring blush-rose-gold color palette. It includes logo variations and menu board layouts optimized for Community Spotlight campaigns. The collateral supports food and beverage signage, loyalty program graphics, and Instagram story templates. Ideal for seasonal promotions including summer promotion and holiday sale contexts across digital and print channels.",Instagram Story Template,Social Media Content,Fashion & Apparel,Community Spotlight,"['blush-rose-gold', 'warm-earth-tones', 'sunset-orange-coral']",PNG,ACC-1002,True,2025-12-24,2,4:5
BA-100380,Tech Startup Case Study Layout - Celebrating Years,This Case Study Layout is a general-purpose design template available for SaaS & Technology use cases. The deep-burgundy-cream color configuration was selected based on internal style guide recommendations. File metadata has been validated for compliance with platform upload standards. Administrative tagging reflects the Anniversary Celebration campaign classification for archival purposes.,Case Study Layout,Brand Identity,SaaS & Technology,Anniversary Celebration,['deep-burgundy-cream'],PNG,ACC-1008,True,2025-12-12,1,9:16
BA-100381,Property Group Signage - Eco-Friendly,"Built for Real Estate brands executing a Sustainability Initiative strategy, this Signage delivers clean visual collateral with a bright-citrus-yellow palette. The asset is structured to serve as adaptable brand material for multiple marketing channels. Campaign assets like this one are designed for reuse across promotional content cycles. The layout supports both static and animated deployment as a marketing graphic or business signage piece.",Signage,Loyalty & Rewards,Real Estate,Sustainability Initiative,['bright-citrus-yellow'],JPEG,ACC-1018,True,2026-03-05,6,16:9
BA-100382,Bakery Social Media Graphic - Reviews & Praise,This Social Media Graphic is a general-purpose design template available for Food & Beverage use cases. The bold-red-gold color configuration was selected based on internal style guide recommendations. File metadata has been validated for compliance with platform upload standards. Administrative tagging reflects the Customer Testimonial Campaign campaign classification for archival purposes.,Social Media Graphic,Event & Campaign,Food & Beverage,Customer Testimonial Campaign,['bold-red-gold'],JPEG,ACC-1010,True,2025-11-19,19,1:1
BA-100383,Local Business Instagram Story Template - Summer Refresh,"Built for General Small Business brands executing a Summer Promotion strategy, this Instagram Story Template delivers clean visual collateral with a blush-rose-gold palette. The asset is structured to serve as adaptable brand material for multiple marketing channels. Campaign assets like this one are designed for reuse across promotional content cycles. The layout supports both static and animated deployment as a marketing graphic or business signage piece.",Instagram Story Template,Email Marketing,General Small Business,Summer Promotion,['blush-rose-gold'],PNG,ACC-1027,True,2026-02-28,9,1:1
BA-100384,Community Shop Event Poster - Date Night Special,"This Event Poster was created to support General Small Business marketing efforts during the Valentine's Day Special campaign period. Using a cool-blue-silver visual style, the asset functions as promotional content across digital channels. The design balances brand materials with campaign-specific visual collateral, ensuring consistency across touchpoints. It is suitable for use in business signage, social content, and marketing graphics deployments.",Event Poster,Event & Campaign,General Small Business,Valentine's Day Special,['cool-blue-silver'],AI,ACC-1045,False,2026-01-12,4,9:16
BA-100385,Law Firm Video Clip - Brunch Vibes,A standard Video Clip asset catalogued under the Professional Services vertical for organizational reference. Color properties follow the sunset-orange-coral specification noted during the asset intake process. This file was uploaded as part of a batch import and assigned to the Weekend Brunch Series campaign grouping. No additional design customization was applied beyond baseline template defaults.,Video Clip,Seasonal Promotion,Professional Services,Weekend Brunch Series,"['sunset-orange-coral', 'cool-blue-silver']",SVG,ACC-1013,True,2026-02-26,27,16:9
BA-100386,Online Store Email Template Header - Rewards Program,"This Email Template Header supports Retail & E-commerce promotional content needs within the Loyalty Program campaign framework. Rendered in a sunset-orange-coral color scheme, it provides a flexible marketing graphic that adapts to various formats. The asset functions as visual collateral for social content, email campaigns, and physical display materials. Brand materials of this type are optimized for high reuse across seasonal and evergreen campaign cycles.",Email Template Header,Email Marketing,Retail & E-commerce,Loyalty Program,"['sunset-orange-coral', 'electric-neon']",PNG,ACC-1001,True,2025-12-15,5,1.91:1
BA-100387,Boutique GIF Animation - New Look,An archived GIF Animation resource associated with Retail & E-commerce operations and the Brand Refresh initiative. Color tagging reflects the pastel-spring palette used during the original design phase. This item is retained in the catalog for historical reference and potential future reuse. No active campaign deployment is currently scheduled for this asset.,GIF Animation,Social Media Content,Retail & E-commerce,Brand Refresh,"['pastel-spring', 'cool-blue-silver', 'sky-blue-white']",PDF,ACC-1013,True,2026-02-03,2,16:9
BA-100388,Online Store Product Photo - Spring Awakening,A standard Product Photo asset catalogued under the Retail & E-commerce vertical for organizational reference. Color properties follow the lavender-lilac specification noted during the asset intake process. This file was uploaded as part of a batch import and assigned to the Spring Collection campaign grouping. No additional design customization was applied beyond baseline template defaults.,Product Photo,Seasonal Promotion,Retail & E-commerce,Spring Collection,['lavender-lilac'],JPEG,ACC-1001,True,2025-12-25,3,16:9
BA-100389,Bakery Signage - Creator Partnership,A standard Signage asset catalogued under the Food & Beverage vertical for organizational reference. Color properties follow the sky-blue-white specification noted during the asset intake process. This file was uploaded as part of a batch import and assigned to the Influencer Collab campaign grouping. No additional design customization was applied beyond baseline template defaults.,Signage,Customer Testimonial,Food & Beverage,Influencer Collab,"['sky-blue-white', 'charcoal-white-minimal']",SVG,ACC-1038,True,2025-11-13,0,1:1
BA-100390,Home Listings Email Template Header - New Year Offer,Generic Email Template Header template stored in the asset library for Real Estate account holders. The navy-gold-premium palette designation was auto-assigned during the upload workflow. This asset is classified under New Year New You for reporting and filtering purposes. Content has not been reviewed for active campaign deployment at this time.,Email Template Header,Food & Beverage Imagery,Real Estate,New Year New You,['navy-gold-premium'],JPEG,ACC-1011,True,2026-02-11,22,4:5
BA-100391,Small Business Flyer - Hot Summer Deals,"This Flyer is a core brand identity asset designed for General Small Business businesses, featuring muted-sage-taupe color palette. It includes logo variations and menu board layouts optimized for Summer Promotion campaigns. The collateral supports food and beverage signage, loyalty program graphics, and Instagram story templates. Ideal for seasonal promotions including summer promotion and holiday sale contexts across digital and print channels.",Flyer,Event & Campaign,General Small Business,Summer Promotion,"['muted-sage-taupe', 'monochrome-black-white']",PNG,ACC-1001,True,2026-02-06,6,3:2
BA-100392,Consulting Agency Social Media Graphic - Launch Day,"This Social Media Graphic was created to support Professional Services marketing efforts during the Product Launch campaign period. Using a vibrant-tropical visual style, the asset functions as promotional content across digital channels. The design balances brand materials with campaign-specific visual collateral, ensuring consistency across touchpoints. It is suitable for use in business signage, social content, and marketing graphics deployments.",Social Media Graphic,Loyalty & Rewards,Professional Services,Product Launch,['vibrant-tropical'],JPEG,ACC-1050,False,2026-02-11,8,1.91:1
BA-100393,Pizzeria Loyalty Card - Collab Drop,An archived Loyalty Card resource associated with Food & Beverage operations and the Influencer Collab initiative. Color tagging reflects the cool-blue-silver palette used during the original design phase. This item is retained in the catalog for historical reference and potential future reuse. No active campaign deployment is currently scheduled for this asset.,Loyalty Card,Brand Identity,Food & Beverage,Influencer Collab,['cool-blue-silver'],GIF,ACC-1028,True,2025-11-16,8,16:9
BA-100394,Local Business Promotional Banner - Just Launched,An archived Promotional Banner resource associated with General Small Business operations and the Product Launch initiative. Color tagging reflects the electric-neon palette used during the original design phase. This item is retained in the catalog for historical reference and potential future reuse. No active campaign deployment is currently scheduled for this asset.,Promotional Banner,Brand Identity,General Small Business,Product Launch,"['electric-neon', 'muted-sage-taupe', 'charcoal-white-minimal']",MP4,ACC-1009,True,2025-12-05,3,4:3
BA-100395,Fashion Brand Case Study Layout - Back to School,Generic Case Study Layout template stored in the asset library for Fashion & Apparel account holders. The cool-blue-silver palette designation was auto-assigned during the upload workflow. This asset is classified under Back to School for reporting and filtering purposes. Content has not been reviewed for active campaign deployment at this time.,Case Study Layout,Customer Testimonial,Fashion & Apparel,Back to School,['cool-blue-silver'],PNG,ACC-1008,False,2026-02-13,5,4:5
BA-100396,Online Store Signage - Brand Evolution,"This Signage was created to support Retail & E-commerce marketing efforts during the Brand Refresh campaign period. Using a olive-terracotta visual style, the asset functions as promotional content across digital channels. The design balances brand materials with campaign-specific visual collateral, ensuring consistency across touchpoints. It is suitable for use in business signage, social content, and marketing graphics deployments.",Signage,Event & Campaign,Retail & E-commerce,Brand Refresh,['olive-terracotta'],PNG,ACC-1015,True,2026-03-06,10,16:9
BA-100397,App Brand Case Study Layout - Reviews & Praise,A standard Case Study Layout asset catalogued under the SaaS & Technology vertical for organizational reference. Color properties follow the charcoal-white-minimal specification noted during the asset intake process. This file was uploaded as part of a batch import and assigned to the Customer Testimonial Campaign campaign grouping. No additional design customization was applied beyond baseline template defaults.,Case Study Layout,Seasonal Promotion,SaaS & Technology,Customer Testimonial Campaign,['charcoal-white-minimal'],JPEG,ACC-1032,True,2025-11-28,2,1:1
BA-100398,Coffee Shop Product Photo - Elite Perks,"Built for Food & Beverage brands executing a VIP Member Exclusive strategy, this Product Photo delivers clean visual collateral with a navy-gold-premium palette. The asset is structured to serve as adaptable brand material for multiple marketing channels. Campaign assets like this one are designed for reuse across promotional content cycles. The layout supports both static and animated deployment as a marketing graphic or business signage piece.",Product Photo,Seasonal Promotion,Food & Beverage,VIP Member Exclusive,"['navy-gold-premium', 'bold-red-gold']",SVG,ACC-1028,True,2025-12-04,1,1:1
BA-100399,Bookstore Loyalty Card - Opening Day,"Built for Retail & E-commerce brands executing a New Location Launch strategy, this Loyalty Card delivers clean visual collateral with a vibrant-tropical palette. The asset is structured to serve as adaptable brand material for multiple marketing channels. Campaign assets like this one are designed for reuse across promotional content cycles. The layout supports both static and animated deployment as a marketing graphic or business signage piece.",Loyalty Card,Social Media Content,Retail & E-commerce,New Location Launch,['vibrant-tropical'],JPEG,ACC-1013,True,2025-12-06,16,1:1
BA-100400,Boutique Business Card - Grand Opening,"A polished Business Card asset tailored for Retail & E-commerce use cases, aligned with the New Location Launch campaign narrative. The fresh-green-white color treatment gives this marketing material a distinctive look that supports brand consistency. This promotional graphic works well as campaign collateral across email, web, and print environments. The visual identity elements have been refined to suit both digital-first and physical marketing contexts.",Business Card,Food & Beverage Imagery,Retail & E-commerce,New Location Launch,['fresh-green-white'],SVG,ACC-1019,False,2026-02-07,1,1:1
BA-100401,Tech Startup Quote Graphic - Campus Ready,"This Quote Graphic was created to support SaaS & Technology marketing efforts during the Back to School campaign period. Using a navy-gold-premium visual style, the asset functions as promotional content across digital channels. The design balances brand materials with campaign-specific visual collateral, ensuring consistency across touchpoints. It is suitable for use in business signage, social content, and marketing graphics deployments.",Quote Graphic,Seasonal Promotion,SaaS & Technology,Back to School,"['navy-gold-premium', 'cool-blue-silver']",SVG,ACC-1015,True,2026-01-25,32,9:16
BA-100402,Home Goods Store Quote Graphic - Winter Cozy,"A polished Quote Graphic asset tailored for Retail & E-commerce use cases, aligned with the Winter Warmth campaign narrative. The lavender-lilac color treatment gives this marketing material a distinctive look that supports brand consistency. This promotional graphic works well as campaign collateral across email, web, and print environments. The visual identity elements have been refined to suit both digital-first and physical marketing contexts.",Quote Graphic,Brand Identity,Retail & E-commerce,Winter Warmth,"['lavender-lilac', 'pastel-spring']",JPEG,ACC-1004,True,2026-01-06,1,1:1
BA-100403,Local Business GIF Animation - Hot Summer Deals,"This GIF Animation asset serves as a foundational piece of brand identity for General Small Business operations running a Summer Promotion initiative. Featuring a warm-earth-tones color scheme, it is optimized for Instagram story template use and social media graphic deployment. The design incorporates customer testimonial elements, discount badge overlays, and email template header formats. Supports multimodal content types including video clip and product photo integrations for omnichannel campaigns.",GIF Animation,Email Marketing,General Small Business,Summer Promotion,['warm-earth-tones'],SVG,ACC-1004,True,2025-11-26,2,2:3
BA-100404,Yoga Studio Infographic - Italian Flavors,This Infographic represents a draft-stage design asset for Fitness & Wellness stakeholders. The blush-rose-gold palette was specified in the creative brief but has not been finalized. It is catalogued under Italian Cuisine Feature pending further review by the brand team. Metadata fields are populated for discoverability but content may require revision before use.,Infographic,Lifestyle & Editorial,Fitness & Wellness,Italian Cuisine Feature,"['blush-rose-gold', 'bright-citrus-yellow']",PDF,ACC-1011,True,2026-02-03,3,1.91:1
BA-100405,Yoga Studio Instagram Story Template - Back to School,"A campaign-ready Instagram Story Template developed for Fitness & Wellness businesses participating in Back to School initiatives. The sunset-orange-coral palette drives visual cohesion across this suite of promotional content and brand materials. This marketing graphic is engineered for multi-channel deployment, from social content to email marketing assets. It reflects current design standards for business signage and digital visual collateral in competitive verticals.",Instagram Story Template,Seasonal Promotion,Fitness & Wellness,Back to School,"['sunset-orange-coral', 'charcoal-white-minimal']",PNG,ACC-1041,True,2026-03-10,4,9:16
BA-100406,Wellness Center Social Media Graphic - New Year Goals,"A polished Social Media Graphic asset tailored for Fitness & Wellness use cases, aligned with the New Year New You campaign narrative. The bold-red-gold color treatment gives this marketing material a distinctive look that supports brand consistency. This promotional graphic works well as campaign collateral across email, web, and print environments. The visual identity elements have been refined to suit both digital-first and physical marketing contexts.",Social Media Graphic,Email Marketing,Fitness & Wellness,New Year New You,"['bold-red-gold', 'olive-terracotta']",PNG,ACC-1044,True,2025-12-30,1,4:5
BA-100407,Community Shop Promotional Banner - New Arrival,"A campaign-ready Promotional Banner developed for General Small Business businesses participating in Product Launch initiatives. The charcoal-white-minimal palette drives visual cohesion across this suite of promotional content and brand materials. This marketing graphic is engineered for multi-channel deployment, from social content to email marketing assets. It reflects current design standards for business signage and digital visual collateral in competitive verticals.",Promotional Banner,Seasonal Promotion,General Small Business,Product Launch,['charcoal-white-minimal'],PNG,ACC-1001,True,2025-12-21,7,9:16
BA-100408,Property Group Instagram Story Template - Fresh Spring Looks,"A high-impact Instagram Story Template built for Real Estate marketing, showcasing Italian food and pasta imagery within a forest-green-gold visual theme. This brand asset supports menu board design, restaurant dining collateral, and promotional banner placements. The asset includes logo variations aligned with the Spring Collection campaign and is suited for food and beverage imagery across social media graphic formats. Designed to drive engagement through loyalty program graphics and seasonal campaign messaging.",Instagram Story Template,Product Showcase,Real Estate,Spring Collection,['forest-green-gold'],JPEG,ACC-1002,True,2026-01-18,2,9:16
BA-100409,Clothing Boutique Quote Graphic - Happy Hour,"A campaign-ready Quote Graphic developed for Fashion & Apparel businesses participating in Happy Hour Promo initiatives. The monochrome-black-white palette drives visual cohesion across this suite of promotional content and brand materials. This marketing graphic is engineered for multi-channel deployment, from social content to email marketing assets. It reflects current design standards for business signage and digital visual collateral in competitive verticals.",Quote Graphic,Food & Beverage Imagery,Fashion & Apparel,Happy Hour Promo,"['monochrome-black-white', 'warm-earth-tones', 'charcoal-white-minimal']",SVG,ACC-1021,True,2025-12-03,19,4:5
BA-100410,Sushi Bar Promotional Banner - Celebrating Years,"A polished Promotional Banner asset tailored for Food & Beverage use cases, aligned with the Anniversary Celebration campaign narrative. The muted-sage-taupe color treatment gives this marketing material a distinctive look that supports brand consistency. This promotional graphic works well as campaign collateral across email, web, and print environments. The visual identity elements have been refined to suit both digital-first and physical marketing contexts.",Promotional Banner,Lifestyle & Editorial,Food & Beverage,Anniversary Celebration,"['muted-sage-taupe', 'charcoal-white-minimal']",PNG,ACC-1024,True,2026-01-29,9,9:16
BA-100411,Cafe Flyer - Date Night Special,This Flyer represents a draft-stage design asset for Food & Beverage stakeholders. The olive-terracotta palette was specified in the creative brief but has not been finalized. It is catalogued under Valentine's Day Special pending further review by the brand team. Metadata fields are populated for discoverability but content may require revision before use.,Flyer,Product Showcase,Food & Beverage,Valentine's Day Special,"['olive-terracotta', 'rich-chocolate-caramel']",PNG,ACC-1048,False,2026-02-06,10,16:9
BA-100412,SaaS Platform Social Media Graphic - VIP Access,"A campaign-ready Social Media Graphic developed for SaaS & Technology businesses participating in VIP Member Exclusive initiatives. The rich-chocolate-caramel palette drives visual cohesion across this suite of promotional content and brand materials. This marketing graphic is engineered for multi-channel deployment, from social content to email marketing assets. It reflects current design standards for business signage and digital visual collateral in competitive verticals.",Social Media Graphic,Email Marketing,SaaS & Technology,VIP Member Exclusive,['rich-chocolate-caramel'],SVG,ACC-1032,False,2026-01-02,18,9:16
BA-100413,Restaurant Quote Graphic - Italian Flavors,An archived Quote Graphic resource associated with Food & Beverage operations and the Italian Cuisine Feature initiative. Color tagging reflects the pastel-spring palette used during the original design phase. This item is retained in the catalog for historical reference and potential future reuse. No active campaign deployment is currently scheduled for this asset.,Quote Graphic,Customer Testimonial,Food & Beverage,Italian Cuisine Feature,"['pastel-spring', 'blush-rose-gold', 'lavender-lilac']",SVG,ACC-1028,True,2026-01-05,4,9:16
BA-100414,Small Business Menu Board - Hot Summer Deals,Generic Menu Board template stored in the asset library for General Small Business account holders. The charcoal-white-minimal palette designation was auto-assigned during the upload workflow. This asset is classified under Summer Promotion for reporting and filtering purposes. Content has not been reviewed for active campaign deployment at this time.,Menu Board,Food & Beverage Imagery,General Small Business,Summer Promotion,"['charcoal-white-minimal', 'vibrant-tropical']",PNG,ACC-1011,True,2026-01-16,6,1:1
BA-100415,Fitness Studio Logo - Today Only,An archived Logo resource associated with Fitness & Wellness operations and the Flash Sale initiative. Color tagging reflects the electric-neon palette used during the original design phase. This item is retained in the catalog for historical reference and potential future reuse. No active campaign deployment is currently scheduled for this asset.,Logo,Customer Testimonial,Fitness & Wellness,Flash Sale,['electric-neon'],PNG,ACC-1005,True,2025-12-20,15,2:3
BA-100416,Cafe Business Card - Real Stories,"This Business Card supports Food & Beverage promotional content needs within the Customer Testimonial Campaign campaign framework. Rendered in a lavender-lilac color scheme, it provides a flexible marketing graphic that adapts to various formats. The asset functions as visual collateral for social content, email campaigns, and physical display materials. Brand materials of this type are optimized for high reuse across seasonal and evergreen campaign cycles.",Business Card,Customer Testimonial,Food & Beverage,Customer Testimonial Campaign,['lavender-lilac'],MP4,ACC-1004,True,2026-03-02,12,9:16
BA-100417,Small Business Logo - Brunch Vibes,"This Logo asset serves as a foundational piece of brand identity for General Small Business operations running a Weekend Brunch Series initiative. Featuring a deep-burgundy-cream color scheme, it is optimized for Instagram story template use and social media graphic deployment. The design incorporates customer testimonial elements, discount badge overlays, and email template header formats. Supports multimodal content types including video clip and product photo integrations for omnichannel campaigns.",Logo,Email Marketing,General Small Business,Weekend Brunch Series,['deep-burgundy-cream'],PNG,ACC-1017,True,2025-12-20,13,2:3
BA-100418,Sushi Bar Signage - Creator Partnership,"Built for Food & Beverage brands executing a Influencer Collab strategy, this Signage delivers clean visual collateral with a bright-citrus-yellow palette. The asset is structured to serve as adaptable brand material for multiple marketing channels. Campaign assets like this one are designed for reuse across promotional content cycles. The layout supports both static and animated deployment as a marketing graphic or business signage piece.",Signage,Seasonal Promotion,Food & Beverage,Influencer Collab,"['bright-citrus-yellow', 'bold-red-gold']",PNG,ACC-1008,True,2025-12-23,0,4:5
BA-100419,Apparel Label Flyer - Eco-Friendly,"This Flyer supports Fashion & Apparel promotional content needs within the Sustainability Initiative campaign framework. Rendered in a monochrome-black-white color scheme, it provides a flexible marketing graphic that adapts to various formats. The asset functions as visual collateral for social content, email campaigns, and physical display materials. Brand materials of this type are optimized for high reuse across seasonal and evergreen campaign cycles.",Flyer,Seasonal Promotion,Fashion & Apparel,Sustainability Initiative,"['monochrome-black-white', 'sky-blue-white']",MP4,ACC-1005,False,2026-03-09,31,9:16
BA-100420,Home Goods Store Social Media Graphic - Real Stories,An archived Social Media Graphic resource associated with Retail & E-commerce operations and the Customer Testimonial Campaign initiative. Color tagging reflects the vibrant-tropical palette used during the original design phase. This item is retained in the catalog for historical reference and potential future reuse. No active campaign deployment is currently scheduled for this asset.,Social Media Graphic,Event & Campaign,Retail & E-commerce,Customer Testimonial Campaign,"['vibrant-tropical', 'electric-neon', 'rich-chocolate-caramel']",PDF,ACC-1032,True,2026-02-24,9,1:1
BA-100421,Bakery Instagram Story Template - Community Love,This Instagram Story Template is a general-purpose design template available for Food & Beverage use cases. The monochrome-black-white color configuration was selected based on internal style guide recommendations. File metadata has been validated for compliance with platform upload standards. Administrative tagging reflects the Community Spotlight campaign classification for archival purposes.,Instagram Story Template,Educational Content,Food & Beverage,Community Spotlight,"['monochrome-black-white', 'navy-gold-premium']",PNG,ACC-1002,True,2025-11-17,4,16:9
BA-100422,Coffee Shop Promotional Banner - Summer Sale,An archived Promotional Banner resource associated with Food & Beverage operations and the Summer Promotion initiative. Color tagging reflects the lavender-lilac palette used during the original design phase. This item is retained in the catalog for historical reference and potential future reuse. No active campaign deployment is currently scheduled for this asset.,Promotional Banner,Social Media Content,Food & Beverage,Summer Promotion,"['lavender-lilac', 'warm-earth-tones']",SVG,ACC-1006,True,2025-11-13,2,3:2
BA-100423,Property Group Email Template Header - Customer Love,Generic Email Template Header template stored in the asset library for Real Estate account holders. The blush-rose-gold palette designation was auto-assigned during the upload workflow. This asset is classified under Customer Testimonial Campaign for reporting and filtering purposes. Content has not been reviewed for active campaign deployment at this time.,Email Template Header,Email Marketing,Real Estate,Customer Testimonial Campaign,['blush-rose-gold'],PNG,ACC-1046,False,2026-02-09,26,2:3
BA-100424,Local Business Promotional Banner - Pasta Night,"This Promotional Banner was created to support General Small Business marketing efforts during the Italian Cuisine Feature campaign period. Using a muted-sage-taupe visual style, the asset functions as promotional content across digital channels. The design balances brand materials with campaign-specific visual collateral, ensuring consistency across touchpoints. It is suitable for use in business signage, social content, and marketing graphics deployments.",Promotional Banner,Event & Campaign,General Small Business,Italian Cuisine Feature,['muted-sage-taupe'],SVG,ACC-1043,True,2025-11-24,13,1:1
BA-100425,Neighborhood Store Signage - Happy Hour,"This Signage asset serves as a foundational piece of brand identity for General Small Business operations running a Happy Hour Promo initiative. Featuring a lavender-lilac color scheme, it is optimized for Instagram story template use and social media graphic deployment. The design incorporates customer testimonial elements, discount badge overlays, and email template header formats. Supports multimodal content types including video clip and product photo integrations for omnichannel campaigns.",Signage,Event & Campaign,General Small Business,Happy Hour Promo,['lavender-lilac'],PNG,ACC-1036,True,2025-11-26,14,16:9
BA-100426,Tech Startup Instagram Story Template - After Work Deals,"A high-impact Instagram Story Template built for SaaS & Technology marketing, showcasing Italian food and pasta imagery within a muted-sage-taupe visual theme. This brand asset supports menu board design, restaurant dining collateral, and promotional banner placements. The asset includes logo variations aligned with the Happy Hour Promo campaign and is suited for food and beverage imagery across social media graphic formats. Designed to drive engagement through loyalty program graphics and seasonal campaign messaging.",Instagram Story Template,Social Media Content,SaaS & Technology,Happy Hour Promo,['muted-sage-taupe'],SVG,ACC-1046,True,2025-12-02,8,4:3
BA-100427,Hotel Business Card - Authentic Italian,"This Business Card asset serves as a foundational piece of brand identity for Hospitality operations running a Italian Cuisine Feature initiative. Featuring a bright-citrus-yellow color scheme, it is optimized for Instagram story template use and social media graphic deployment. The design incorporates customer testimonial elements, discount badge overlays, and email template header formats. Supports multimodal content types including video clip and product photo integrations for omnichannel campaigns.",Business Card,Food & Beverage Imagery,Hospitality,Italian Cuisine Feature,"['bright-citrus-yellow', 'rich-chocolate-caramel']",JPEG,ACC-1002,True,2026-02-02,14,9:16
BA-100428,Community Shop Promotional Banner - Hot Summer Deals,"This Promotional Banner supports General Small Business promotional content needs within the Summer Promotion campaign framework. Rendered in a vibrant-tropical color scheme, it provides a flexible marketing graphic that adapts to various formats. The asset functions as visual collateral for social content, email campaigns, and physical display materials. Brand materials of this type are optimized for high reuse across seasonal and evergreen campaign cycles.",Promotional Banner,Email Marketing,General Small Business,Summer Promotion,"['vibrant-tropical', 'bold-red-gold', 'navy-gold-premium']",PNG,ACC-1008,True,2026-02-07,18,16:9
BA-100429,Real Estate Agency Menu Board - Study Season,Generic Menu Board template stored in the asset library for Real Estate account holders. The vibrant-tropical palette designation was auto-assigned during the upload workflow. This asset is classified under Back to School for reporting and filtering purposes. Content has not been reviewed for active campaign deployment at this time.,Menu Board,Food & Beverage Imagery,Real Estate,Back to School,"['vibrant-tropical', 'blush-rose-gold', 'bright-citrus-yellow']",MP4,ACC-1017,True,2026-02-02,0,16:9
BA-100430,Bookstore Flyer - Brunch Vibes,"A polished Flyer asset tailored for Retail & E-commerce use cases, aligned with the Weekend Brunch Series campaign narrative. The forest-green-gold color treatment gives this marketing material a distinctive look that supports brand consistency. This promotional graphic works well as campaign collateral across email, web, and print environments. The visual identity elements have been refined to suit both digital-first and physical marketing contexts.",Flyer,Food & Beverage Imagery,Retail & E-commerce,Weekend Brunch Series,"['forest-green-gold', 'muted-sage-taupe']",PNG,ACC-1003,False,2025-11-13,1,16:9
