query_id,@timestamp,host_id,application_id,query_execution_time_ms,data_scanned_gb,rows_returned,query_type,database_name,user_name,query_text
query-0000550,2025-10-31 18:54:12.390374,host-00193,app-0012,203517,169.35,3460920,SELECT,customer_db,data_scientist,CREATE TABLE customer_db.temp_results AS SELECT * FROM customer_db.source_table WHERE status = 'active'
query-0000551,2025-10-31 19:09:12.390374,host-00005,app-0097,3600,54.77,8699285,ALTER,analytics_db,reporting_svc,"INSERT INTO analytics_db.daily_summary SELECT account_id, SUM(amount) FROM analytics_db.transactions GROUP BY account_id"
query-0000552,2025-10-31 19:24:12.390374,host-00069,app-0105,102273,4.59,336134,CREATE,customer_db,etl_user,"INSERT INTO customer_db.daily_summary SELECT account_id, SUM(amount) FROM customer_db.transactions GROUP BY account_id"
query-0000553,2025-10-31 19:39:12.390374,host-00164,app-0047,140133,53.94,7154040,JOIN,trading_db,reporting_svc,"INSERT INTO trading_db.daily_summary SELECT account_id, SUM(amount) FROM trading_db.transactions GROUP BY account_id"
query-0000554,2025-10-31 19:54:12.390374,host-00057,app-0037,274841,290.31,3407900,AGGREGATE,customer_db,etl_user,SELECT * FROM customer_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000555,2025-10-31 20:09:12.390374,host-00187,app-0074,287863,466.19,8157819,ALTER,customer_db,data_scientist,"SELECT t1.*, t2.risk_score FROM customer_db.trades t1 JOIN customer_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000556,2025-10-31 20:24:12.390374,host-00074,app-0071,159536,200.48,8296974,SELECT,analytics_db,app_service,CREATE TABLE analytics_db.temp_results AS SELECT * FROM analytics_db.source_table WHERE status = 'active'
query-0000557,2025-10-31 20:39:12.390374,host-00171,app-0145,243441,226.48,575737,SELECT,reporting_db,reporting_svc,CREATE TABLE reporting_db.temp_results AS SELECT * FROM reporting_db.source_table WHERE status = 'active'
query-0000558,2025-10-31 20:54:12.390374,host-00163,app-0033,58392,324.51,8418481,SELECT,risk_db,app_service,"SELECT t1.*, t2.risk_score FROM risk_db.trades t1 JOIN risk_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000559,2025-10-31 21:09:12.390374,host-00160,app-0137,230121,458.66,7940708,JOIN,reporting_db,etl_user,"INSERT INTO reporting_db.daily_summary SELECT account_id, SUM(amount) FROM reporting_db.transactions GROUP BY account_id"
query-0000560,2025-10-31 21:24:12.390374,host-00052,app-0084,207479,64.82,9529752,JOIN,risk_db,reporting_svc,"INSERT INTO risk_db.daily_summary SELECT account_id, SUM(amount) FROM risk_db.transactions GROUP BY account_id"
query-0000561,2025-10-31 21:39:12.390374,host-00135,app-0132,90026,393.32,9947877,JOIN,trading_db,etl_user,SELECT * FROM trading_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000562,2025-10-31 21:54:12.390374,host-00127,app-0022,165737,349.41,6020162,JOIN,trading_db,data_scientist,CREATE TABLE trading_db.temp_results AS SELECT * FROM trading_db.source_table WHERE status = 'active'
query-0000563,2025-10-31 22:09:12.390374,host-00072,app-0126,260059,13.28,1266255,SELECT,trading_db,reporting_svc,CREATE TABLE trading_db.temp_results AS SELECT * FROM trading_db.source_table WHERE status = 'active'
query-0000564,2025-10-31 22:24:12.390374,host-00176,app-0008,3251,101.75,4535515,ALTER,risk_db,data_scientist,SELECT * FROM risk_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000565,2025-10-31 22:39:12.390374,host-00128,app-0120,98891,190.47,2701580,ALTER,risk_db,data_scientist,SELECT * FROM risk_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000566,2025-10-31 22:54:12.390374,host-00024,app-0023,234573,39.61,3635990,ALTER,trading_db,reporting_svc,SELECT * FROM trading_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000567,2025-10-31 23:09:12.390374,host-00052,app-0079,101995,471.71,1833131,SELECT,risk_db,analyst_user,"SELECT t1.*, t2.risk_score FROM risk_db.trades t1 JOIN risk_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000568,2025-10-31 23:24:12.390374,host-00089,app-0085,101327,240.98,7470408,CREATE,customer_db,data_scientist,"SELECT t1.*, t2.risk_score FROM customer_db.trades t1 JOIN customer_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000569,2025-10-31 23:39:12.390374,host-00019,app-0015,73517,462.25,5908846,SELECT,analytics_db,analyst_user,"INSERT INTO analytics_db.daily_summary SELECT account_id, SUM(amount) FROM analytics_db.transactions GROUP BY account_id"
query-0000570,2025-10-31 23:54:12.390374,host-00198,app-0078,163318,90.33,7517630,CREATE,trading_db,app_service,"SELECT t1.*, t2.risk_score FROM trading_db.trades t1 JOIN trading_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000571,2025-11-01 00:09:12.390374,host-00092,app-0144,16417,204.43,4781356,JOIN,reporting_db,data_scientist,SELECT * FROM reporting_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000572,2025-11-01 00:24:12.390374,host-00069,app-0014,183935,159.55,3229059,INSERT,reporting_db,data_scientist,"SELECT t1.*, t2.risk_score FROM reporting_db.trades t1 JOIN reporting_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000573,2025-11-01 00:39:12.390374,host-00156,app-0114,226576,28.16,2636412,ALTER,customer_db,app_service,"SELECT t1.*, t2.risk_score FROM customer_db.trades t1 JOIN customer_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000574,2025-11-01 00:54:12.390374,host-00051,app-0009,220544,96.07,439543,ALTER,trading_db,etl_user,"INSERT INTO trading_db.daily_summary SELECT account_id, SUM(amount) FROM trading_db.transactions GROUP BY account_id"
query-0000575,2025-11-01 01:09:12.390374,host-00072,app-0056,252036,397.85,9427745,JOIN,analytics_db,reporting_svc,"INSERT INTO analytics_db.daily_summary SELECT account_id, SUM(amount) FROM analytics_db.transactions GROUP BY account_id"
query-0000576,2025-11-01 01:24:12.390374,host-00005,app-0056,38317,241.98,5405811,ALTER,reporting_db,analyst_user,"INSERT INTO reporting_db.daily_summary SELECT account_id, SUM(amount) FROM reporting_db.transactions GROUP BY account_id"
query-0000577,2025-11-01 01:39:12.390374,host-00015,app-0087,229858,234.38,9410448,INSERT,trading_db,reporting_svc,"INSERT INTO trading_db.daily_summary SELECT account_id, SUM(amount) FROM trading_db.transactions GROUP BY account_id"
query-0000578,2025-11-01 01:54:12.390374,host-00085,app-0140,254577,103.92,2579494,SELECT,reporting_db,app_service,"INSERT INTO reporting_db.daily_summary SELECT account_id, SUM(amount) FROM reporting_db.transactions GROUP BY account_id"
query-0000579,2025-11-01 02:09:12.390374,host-00193,app-0049,43183,25.86,4699610,CREATE,reporting_db,etl_user,"INSERT INTO reporting_db.daily_summary SELECT account_id, SUM(amount) FROM reporting_db.transactions GROUP BY account_id"
query-0000580,2025-11-01 02:24:12.390374,host-00126,app-0075,183319,65.86,3552113,CREATE,trading_db,app_service,CREATE TABLE trading_db.temp_results AS SELECT * FROM trading_db.source_table WHERE status = 'active'
query-0000581,2025-11-01 02:39:12.390374,host-00087,app-0120,234959,337.17,1107178,CREATE,trading_db,data_scientist,CREATE TABLE trading_db.temp_results AS SELECT * FROM trading_db.source_table WHERE status = 'active'
query-0000582,2025-11-01 02:54:12.390374,host-00150,app-0020,139578,389.37,623910,INSERT,reporting_db,data_scientist,CREATE TABLE reporting_db.temp_results AS SELECT * FROM reporting_db.source_table WHERE status = 'active'
query-0000583,2025-11-01 03:09:12.390374,host-00140,app-0139,11778,145.37,1628297,CREATE,analytics_db,reporting_svc,CREATE TABLE analytics_db.temp_results AS SELECT * FROM analytics_db.source_table WHERE status = 'active'
query-0000584,2025-11-01 03:24:12.390374,host-00005,app-0004,286675,70.42,8759635,SELECT,customer_db,reporting_svc,"INSERT INTO customer_db.daily_summary SELECT account_id, SUM(amount) FROM customer_db.transactions GROUP BY account_id"
query-0000585,2025-11-01 03:39:12.390374,host-00027,app-0048,12254,436.53,8671992,SELECT,risk_db,app_service,SELECT * FROM risk_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000586,2025-11-01 03:54:12.390374,host-00118,app-0059,157427,83.41,3482262,SELECT,reporting_db,app_service,"SELECT t1.*, t2.risk_score FROM reporting_db.trades t1 JOIN reporting_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000587,2025-11-01 04:09:12.390374,host-00094,app-0021,68996,428.25,610290,ALTER,trading_db,etl_user,"SELECT t1.*, t2.risk_score FROM trading_db.trades t1 JOIN trading_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000588,2025-11-01 04:24:12.390374,host-00071,app-0074,38016,472.08,7898575,JOIN,analytics_db,data_scientist,CREATE TABLE analytics_db.temp_results AS SELECT * FROM analytics_db.source_table WHERE status = 'active'
query-0000589,2025-11-01 04:39:12.390374,host-00153,app-0097,19236,192.66,8393482,AGGREGATE,customer_db,etl_user,"INSERT INTO customer_db.daily_summary SELECT account_id, SUM(amount) FROM customer_db.transactions GROUP BY account_id"
query-0000590,2025-11-01 04:54:12.390374,host-00058,app-0087,269185,490.99,6810172,SELECT,analytics_db,app_service,"INSERT INTO analytics_db.daily_summary SELECT account_id, SUM(amount) FROM analytics_db.transactions GROUP BY account_id"
query-0000591,2025-11-01 05:09:12.390374,host-00031,app-0128,4204,424.17,4062774,INSERT,trading_db,reporting_svc,CREATE TABLE trading_db.temp_results AS SELECT * FROM trading_db.source_table WHERE status = 'active'
query-0000592,2025-11-01 05:24:12.390374,host-00093,app-0006,153063,81.94,2099128,CREATE,risk_db,etl_user,CREATE TABLE risk_db.temp_results AS SELECT * FROM risk_db.source_table WHERE status = 'active'
query-0000593,2025-11-01 05:39:12.390374,host-00156,app-0037,44104,52.58,1925079,CREATE,reporting_db,reporting_svc,SELECT * FROM reporting_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000594,2025-11-01 05:54:12.390374,host-00125,app-0039,99009,245.72,2177765,ALTER,analytics_db,reporting_svc,SELECT * FROM analytics_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000595,2025-11-01 06:09:12.390374,host-00049,app-0062,245109,172.71,4302573,ALTER,analytics_db,reporting_svc,"SELECT t1.*, t2.risk_score FROM analytics_db.trades t1 JOIN analytics_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000596,2025-11-01 06:24:12.390374,host-00026,app-0024,80511,277.85,1077379,CREATE,analytics_db,app_service,CREATE TABLE analytics_db.temp_results AS SELECT * FROM analytics_db.source_table WHERE status = 'active'
query-0000597,2025-11-01 06:39:12.390374,host-00054,app-0074,231386,337.13,2084676,ALTER,trading_db,analyst_user,CREATE TABLE trading_db.temp_results AS SELECT * FROM trading_db.source_table WHERE status = 'active'
query-0000598,2025-11-01 06:54:12.390374,host-00034,app-0021,252224,232.77,3520379,ALTER,analytics_db,etl_user,"SELECT t1.*, t2.risk_score FROM analytics_db.trades t1 JOIN analytics_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000599,2025-11-01 07:09:12.390374,host-00118,app-0095,42821,208.94,9879184,JOIN,customer_db,reporting_svc,SELECT * FROM customer_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000600,2025-11-01 07:24:12.390374,host-00016,app-0122,17061,410.1,8648129,ALTER,trading_db,reporting_svc,"SELECT t1.*, t2.risk_score FROM trading_db.trades t1 JOIN trading_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000601,2025-11-01 07:39:12.390374,host-00062,app-0078,119425,493.05,5168531,ALTER,risk_db,data_scientist,"SELECT t1.*, t2.risk_score FROM risk_db.trades t1 JOIN risk_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000602,2025-11-01 07:54:12.390374,host-00155,app-0138,197644,249.73,1405339,INSERT,analytics_db,analyst_user,"SELECT t1.*, t2.risk_score FROM analytics_db.trades t1 JOIN analytics_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000603,2025-11-01 08:09:12.390374,host-00158,app-0105,33851,205.36,7832955,ALTER,risk_db,data_scientist,SELECT * FROM risk_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000604,2025-11-01 08:24:12.390374,host-00155,app-0012,283147,473.89,6629327,SELECT,trading_db,data_scientist,SELECT * FROM trading_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000605,2025-11-01 08:39:12.390374,host-00168,app-0103,166775,422.89,9478011,SELECT,risk_db,etl_user,"SELECT t1.*, t2.risk_score FROM risk_db.trades t1 JOIN risk_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000606,2025-11-01 08:54:12.390374,host-00114,app-0122,281107,98.5,427359,SELECT,trading_db,data_scientist,"INSERT INTO trading_db.daily_summary SELECT account_id, SUM(amount) FROM trading_db.transactions GROUP BY account_id"
query-0000607,2025-11-01 09:09:12.390374,host-00009,app-0083,84453,127.93,5314481,CREATE,customer_db,etl_user,"SELECT t1.*, t2.risk_score FROM customer_db.trades t1 JOIN customer_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000608,2025-11-01 09:24:12.390374,host-00166,app-0006,205758,283.95,5119860,INSERT,customer_db,data_scientist,"INSERT INTO customer_db.daily_summary SELECT account_id, SUM(amount) FROM customer_db.transactions GROUP BY account_id"
query-0000609,2025-11-01 09:39:12.390374,host-00143,app-0074,174657,199.74,5309530,JOIN,risk_db,reporting_svc,"SELECT t1.*, t2.risk_score FROM risk_db.trades t1 JOIN risk_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000610,2025-11-01 09:54:12.390374,host-00028,app-0019,62017,487.33,2610914,SELECT,customer_db,app_service,"SELECT t1.*, t2.risk_score FROM customer_db.trades t1 JOIN customer_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000611,2025-11-01 10:09:12.390374,host-00114,app-0038,231280,396.22,1868235,INSERT,trading_db,data_scientist,"INSERT INTO trading_db.daily_summary SELECT account_id, SUM(amount) FROM trading_db.transactions GROUP BY account_id"
query-0000612,2025-11-01 10:24:12.390374,host-00143,app-0124,141589,106.97,5195840,JOIN,risk_db,etl_user,"INSERT INTO risk_db.daily_summary SELECT account_id, SUM(amount) FROM risk_db.transactions GROUP BY account_id"
query-0000613,2025-11-01 10:39:12.390374,host-00186,app-0072,81606,256.29,1657872,AGGREGATE,customer_db,analyst_user,SELECT * FROM customer_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000614,2025-11-01 10:54:12.390374,host-00015,app-0025,112770,376.58,3864915,AGGREGATE,customer_db,reporting_svc,SELECT * FROM customer_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000615,2025-11-01 11:09:12.390374,host-00148,app-0025,24726,57.95,1788101,SELECT,reporting_db,data_scientist,CREATE TABLE reporting_db.temp_results AS SELECT * FROM reporting_db.source_table WHERE status = 'active'
query-0000616,2025-11-01 11:24:12.390374,host-00122,app-0016,23365,328.84,7020807,JOIN,risk_db,app_service,CREATE TABLE risk_db.temp_results AS SELECT * FROM risk_db.source_table WHERE status = 'active'
query-0000617,2025-11-01 11:39:12.390374,host-00065,app-0002,5932,62.61,5330782,JOIN,analytics_db,reporting_svc,CREATE TABLE analytics_db.temp_results AS SELECT * FROM analytics_db.source_table WHERE status = 'active'
query-0000618,2025-11-01 11:54:12.390374,host-00116,app-0065,27798,73.66,6875408,ALTER,risk_db,app_service,"INSERT INTO risk_db.daily_summary SELECT account_id, SUM(amount) FROM risk_db.transactions GROUP BY account_id"
query-0000619,2025-11-01 12:09:12.390374,host-00074,app-0112,177620,440.46,7244622,INSERT,analytics_db,etl_user,"SELECT t1.*, t2.risk_score FROM analytics_db.trades t1 JOIN analytics_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000620,2025-11-01 12:24:12.390374,host-00199,app-0135,253678,300.5,7860755,AGGREGATE,customer_db,app_service,CREATE TABLE customer_db.temp_results AS SELECT * FROM customer_db.source_table WHERE status = 'active'
query-0000621,2025-11-01 12:39:12.390374,host-00094,app-0059,125633,168.91,8746910,AGGREGATE,reporting_db,analyst_user,CREATE TABLE reporting_db.temp_results AS SELECT * FROM reporting_db.source_table WHERE status = 'active'
query-0000622,2025-11-01 12:54:12.390374,host-00107,app-0093,206146,439.16,4933486,CREATE,trading_db,app_service,"SELECT t1.*, t2.risk_score FROM trading_db.trades t1 JOIN trading_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000623,2025-11-01 13:09:12.390374,host-00062,app-0062,60091,188.01,3622168,ALTER,trading_db,reporting_svc,"INSERT INTO trading_db.daily_summary SELECT account_id, SUM(amount) FROM trading_db.transactions GROUP BY account_id"
query-0000624,2025-11-01 13:24:12.390374,host-00092,app-0091,72822,483.05,2679376,ALTER,analytics_db,analyst_user,SELECT * FROM analytics_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000625,2025-11-01 13:39:12.390374,host-00181,app-0139,295733,28.0,9777556,CREATE,customer_db,app_service,CREATE TABLE customer_db.temp_results AS SELECT * FROM customer_db.source_table WHERE status = 'active'
query-0000626,2025-11-01 13:54:12.390374,host-00111,app-0018,40682,416.84,368982,SELECT,risk_db,analyst_user,SELECT * FROM risk_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000627,2025-11-01 14:09:12.390374,host-00052,app-0046,36962,343.37,3588721,CREATE,analytics_db,analyst_user,"INSERT INTO analytics_db.daily_summary SELECT account_id, SUM(amount) FROM analytics_db.transactions GROUP BY account_id"
query-0000628,2025-11-01 14:24:12.390374,host-00059,app-0108,240537,211.12,5652545,INSERT,analytics_db,analyst_user,CREATE TABLE analytics_db.temp_results AS SELECT * FROM analytics_db.source_table WHERE status = 'active'
query-0000629,2025-11-01 14:39:12.390374,host-00035,app-0125,33328,163.76,603527,AGGREGATE,analytics_db,app_service,SELECT * FROM analytics_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000630,2025-11-01 14:54:12.390374,host-00043,app-0021,82381,363.11,561580,INSERT,reporting_db,reporting_svc,"INSERT INTO reporting_db.daily_summary SELECT account_id, SUM(amount) FROM reporting_db.transactions GROUP BY account_id"
query-0000631,2025-11-01 15:09:12.390374,host-00175,app-0061,189134,38.58,7945868,SELECT,reporting_db,analyst_user,CREATE TABLE reporting_db.temp_results AS SELECT * FROM reporting_db.source_table WHERE status = 'active'
query-0000632,2025-11-01 15:24:12.390374,host-00089,app-0071,158521,100.75,7703365,ALTER,trading_db,analyst_user,CREATE TABLE trading_db.temp_results AS SELECT * FROM trading_db.source_table WHERE status = 'active'
query-0000633,2025-11-01 15:39:12.390374,host-00010,app-0123,78461,246.72,2671221,ALTER,trading_db,data_scientist,"SELECT t1.*, t2.risk_score FROM trading_db.trades t1 JOIN trading_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000634,2025-11-01 15:54:12.390374,host-00005,app-0149,143397,36.31,714230,CREATE,trading_db,etl_user,"INSERT INTO trading_db.daily_summary SELECT account_id, SUM(amount) FROM trading_db.transactions GROUP BY account_id"
query-0000635,2025-11-01 16:09:12.390374,host-00034,app-0009,187942,172.05,9241128,AGGREGATE,trading_db,app_service,"INSERT INTO trading_db.daily_summary SELECT account_id, SUM(amount) FROM trading_db.transactions GROUP BY account_id"
query-0000636,2025-11-01 16:24:12.390374,host-00169,app-0143,183342,149.89,8978157,ALTER,customer_db,app_service,"SELECT t1.*, t2.risk_score FROM customer_db.trades t1 JOIN customer_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000637,2025-11-01 16:39:12.390374,host-00080,app-0061,183712,342.82,6843115,CREATE,analytics_db,analyst_user,CREATE TABLE analytics_db.temp_results AS SELECT * FROM analytics_db.source_table WHERE status = 'active'
query-0000638,2025-11-01 16:54:12.390374,host-00026,app-0096,55620,265.21,3463914,CREATE,trading_db,app_service,SELECT * FROM trading_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000639,2025-11-01 17:09:12.390374,host-00194,app-0093,11977,65.48,2814021,SELECT,trading_db,etl_user,SELECT * FROM trading_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000640,2025-11-01 17:24:12.390374,host-00182,app-0054,33227,6.4,4341273,INSERT,trading_db,reporting_svc,"INSERT INTO trading_db.daily_summary SELECT account_id, SUM(amount) FROM trading_db.transactions GROUP BY account_id"
query-0000641,2025-11-01 17:39:12.390374,host-00098,app-0049,64002,45.92,1568180,SELECT,risk_db,app_service,SELECT * FROM risk_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000642,2025-11-01 17:54:12.390374,host-00017,app-0104,23547,92.94,2285004,SELECT,analytics_db,reporting_svc,"SELECT t1.*, t2.risk_score FROM analytics_db.trades t1 JOIN analytics_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000643,2025-11-01 18:09:12.390374,host-00074,app-0077,263219,82.14,2841222,JOIN,trading_db,data_scientist,"INSERT INTO trading_db.daily_summary SELECT account_id, SUM(amount) FROM trading_db.transactions GROUP BY account_id"
query-0000644,2025-11-01 18:24:12.390374,host-00084,app-0137,91743,101.46,2876366,CREATE,analytics_db,etl_user,CREATE TABLE analytics_db.temp_results AS SELECT * FROM analytics_db.source_table WHERE status = 'active'
query-0000645,2025-11-01 18:39:12.390374,host-00122,app-0035,166234,390.13,2663036,ALTER,risk_db,reporting_svc,"INSERT INTO risk_db.daily_summary SELECT account_id, SUM(amount) FROM risk_db.transactions GROUP BY account_id"
query-0000646,2025-11-01 18:54:12.390374,host-00133,app-0125,42207,392.78,3798859,ALTER,risk_db,etl_user,CREATE TABLE risk_db.temp_results AS SELECT * FROM risk_db.source_table WHERE status = 'active'
query-0000647,2025-11-01 19:09:12.390374,host-00001,app-0142,58348,0.62,5468969,AGGREGATE,analytics_db,app_service,CREATE TABLE analytics_db.temp_results AS SELECT * FROM analytics_db.source_table WHERE status = 'active'
query-0000648,2025-11-01 19:24:12.390374,host-00189,app-0088,63141,384.87,8683394,CREATE,reporting_db,app_service,CREATE TABLE reporting_db.temp_results AS SELECT * FROM reporting_db.source_table WHERE status = 'active'
query-0000649,2025-11-01 19:39:12.390374,host-00102,app-0106,98916,59.14,1615759,JOIN,reporting_db,etl_user,CREATE TABLE reporting_db.temp_results AS SELECT * FROM reporting_db.source_table WHERE status = 'active'
query-0000650,2025-11-01 19:54:12.390374,host-00070,app-0070,33192,488.24,9850762,CREATE,customer_db,analyst_user,"INSERT INTO customer_db.daily_summary SELECT account_id, SUM(amount) FROM customer_db.transactions GROUP BY account_id"
query-0000651,2025-11-01 20:09:12.390374,host-00052,app-0071,279061,376.02,2420425,SELECT,customer_db,data_scientist,CREATE TABLE customer_db.temp_results AS SELECT * FROM customer_db.source_table WHERE status = 'active'
query-0000652,2025-11-01 20:24:12.390374,host-00010,app-0148,175031,346.52,1499421,INSERT,trading_db,analyst_user,"SELECT t1.*, t2.risk_score FROM trading_db.trades t1 JOIN trading_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000653,2025-11-01 20:39:12.390374,host-00092,app-0062,293481,475.32,3248636,CREATE,risk_db,reporting_svc,CREATE TABLE risk_db.temp_results AS SELECT * FROM risk_db.source_table WHERE status = 'active'
query-0000654,2025-11-01 20:54:12.390374,host-00124,app-0077,212202,216.83,6762595,INSERT,risk_db,data_scientist,SELECT * FROM risk_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000655,2025-11-01 21:09:12.390374,host-00167,app-0008,61978,469.68,2657350,ALTER,customer_db,reporting_svc,SELECT * FROM customer_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000656,2025-11-01 21:24:12.390374,host-00075,app-0111,243204,143.74,3563773,CREATE,reporting_db,etl_user,SELECT * FROM reporting_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000657,2025-11-01 21:39:12.390374,host-00050,app-0062,63025,410.88,7728052,SELECT,reporting_db,data_scientist,SELECT * FROM reporting_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000658,2025-11-01 21:54:12.390374,host-00098,app-0100,43525,51.93,6039553,ALTER,risk_db,app_service,"SELECT t1.*, t2.risk_score FROM risk_db.trades t1 JOIN risk_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000659,2025-11-01 22:09:12.390374,host-00115,app-0150,114903,495.88,539955,INSERT,trading_db,etl_user,"INSERT INTO trading_db.daily_summary SELECT account_id, SUM(amount) FROM trading_db.transactions GROUP BY account_id"
query-0000660,2025-11-01 22:24:12.390374,host-00157,app-0150,213508,290.94,906443,AGGREGATE,reporting_db,app_service,CREATE TABLE reporting_db.temp_results AS SELECT * FROM reporting_db.source_table WHERE status = 'active'
query-0000661,2025-11-01 22:39:12.390374,host-00099,app-0032,180251,174.02,1420060,JOIN,reporting_db,analyst_user,SELECT * FROM reporting_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000662,2025-11-01 22:54:12.390374,host-00150,app-0133,218579,475.09,8183832,SELECT,risk_db,etl_user,"SELECT t1.*, t2.risk_score FROM risk_db.trades t1 JOIN risk_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000663,2025-11-01 23:09:12.390374,host-00149,app-0122,268781,324.5,4853049,SELECT,trading_db,etl_user,SELECT * FROM trading_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000664,2025-11-01 23:24:12.390374,host-00035,app-0141,93285,131.46,6056110,CREATE,reporting_db,data_scientist,"SELECT t1.*, t2.risk_score FROM reporting_db.trades t1 JOIN reporting_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000665,2025-11-01 23:39:12.390374,host-00183,app-0028,118006,363.51,6959948,INSERT,analytics_db,etl_user,"INSERT INTO analytics_db.daily_summary SELECT account_id, SUM(amount) FROM analytics_db.transactions GROUP BY account_id"
query-0000666,2025-11-01 23:54:12.390374,host-00069,app-0045,289189,241.04,6205926,JOIN,risk_db,data_scientist,SELECT * FROM risk_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000667,2025-11-02 00:09:12.390374,host-00004,app-0087,115194,491.28,9656185,SELECT,reporting_db,analyst_user,CREATE TABLE reporting_db.temp_results AS SELECT * FROM reporting_db.source_table WHERE status = 'active'
query-0000668,2025-11-02 00:24:12.390374,host-00091,app-0103,278128,485.39,384564,AGGREGATE,customer_db,reporting_svc,SELECT * FROM customer_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000669,2025-11-02 00:39:12.390374,host-00150,app-0001,210368,62.23,3417335,SELECT,analytics_db,etl_user,"SELECT t1.*, t2.risk_score FROM analytics_db.trades t1 JOIN analytics_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000670,2025-11-02 00:54:12.390374,host-00154,app-0074,96560,204.13,586745,SELECT,customer_db,data_scientist,CREATE TABLE customer_db.temp_results AS SELECT * FROM customer_db.source_table WHERE status = 'active'
query-0000671,2025-11-02 01:09:12.390374,host-00066,app-0060,113907,458.0,9159872,INSERT,analytics_db,reporting_svc,SELECT * FROM analytics_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000672,2025-11-02 01:24:12.390374,host-00057,app-0075,34022,70.01,4558864,SELECT,customer_db,analyst_user,CREATE TABLE customer_db.temp_results AS SELECT * FROM customer_db.source_table WHERE status = 'active'
query-0000673,2025-11-02 01:39:12.390374,host-00022,app-0053,4016,283.94,7517791,JOIN,reporting_db,analyst_user,"INSERT INTO reporting_db.daily_summary SELECT account_id, SUM(amount) FROM reporting_db.transactions GROUP BY account_id"
