@timestamp,incident_id,cell_id,enodeb_id,severity,incident_type,affected_subscribers,incident.mttd_minutes,incident.mttr_minutes,root_cause,detection_method,noc_team,vendor,region,resolved,resolution_action,incident_description
2025-10-21 03:18:01.404250,INC-00000811,CELL-000074,ENB-00128,Low,Handover Failure,1204,31.798810196651647,79.79635175949943,Capacity Limit,ML Anomaly Detection,NOC-GU,Samsung,Mid-Atlantic,True,"Remote hardware replacement performed by NOC-GU, cell service restored after 80 minutes","Handover Failure on cell CELL-000074 affecting 1204 subscribers, Low severity, detected via ML Anomaly Detection"
2025-10-21 04:03:01.404250,INC-00000812,CELL-000146,ENB-00061,Critical,Transport Issue,311,8.154582669961234,67.71444470913661,Capacity Limit,Subscriber Complaint,NOC-SW,Samsung,Gulf,True,"On-site technician dispatched, equipment reset completed, Capacity Limit addressed","Critical incident: Transport Issue in Gulf, root cause Capacity Limit, MTTD 8.2min MTTR 67.7min"
2025-10-21 04:48:01.404250,INC-00000813,CELL-000085,ENB-00114,Low,Configuration Error,770,20.27454432728695,52.00541872195034,Unknown,Threshold Alert,NOC-GL,Ericsson,Mountain,True,"Automated recovery procedure executed, traffic rerouting applied, monitoring for recurrence","Cell site CELL-000085 experiencing Configuration Error, 770 subscribers impacted, Threshold Alert detection method"
2025-10-21 05:33:01.404250,INC-00000814,CELL-000075,ENB-00130,Low,Configuration Error,109,34.43769586974558,147.04497048296093,Power Failure,Subscriber Complaint,NOC-AT,Ericsson,Southwest,True,"NOC-AT performed hardware replacement, root cause Power Failure mitigated, service normalized","Configuration Error incident (Low) affecting Southwest region, Power Failure identified, resolved"
2025-10-21 06:18:01.404250,INC-00000815,CELL-000047,ENB-00103,Medium,Configuration Error,1280,29.75906778158371,234.47417437713912,Hardware Failure,NOC Monitoring,NOC-GL,Nokia,Northeast,True,"Vendor support engaged, software patch implemented, Hardware Failure resolved permanently","Nokia equipment Configuration Error on CELL-000047, 1280 users affected, resolved via software patch"
2025-10-21 07:03:01.404250,INC-00000816,CELL-000063,ENB-00093,Low,Software Bug,711,42.95148068556576,151.60805978974554,Vendor Issue,Threshold Alert,NOC-SW,Samsung,Central,True,"Remote software patch performed by NOC-SW, cell service restored after 152 minutes","Software Bug on cell CELL-000063 affecting 711 subscribers, Low severity, detected via Threshold Alert"
2025-10-21 07:48:01.404250,INC-00000817,CELL-000122,ENB-00105,Medium,Handover Failure,1268,39.45050387877079,145.3224137512688,Power Failure,Automated Health Check,NOC-W,Ericsson,Midwest,True,"On-site technician dispatched, alarm clearance completed, Power Failure addressed","Medium incident: Handover Failure in Midwest, root cause Power Failure, MTTD 39.5min MTTR 145.3min"
2025-10-21 08:33:01.404250,INC-00000818,CELL-000106,ENB-00085,Critical,Equipment Alarm,482,19.78158957314802,49.02905948347447,Power Failure,Subscriber Complaint,NOC-C,Nokia,Pacific,True,"Automated recovery procedure executed, software patch applied, monitoring for recurrence","Cell site CELL-000106 experiencing Equipment Alarm, 482 subscribers impacted, Subscriber Complaint detection method"
2025-10-21 09:18:01.404250,INC-00000819,CELL-000145,ENB-00100,Medium,Cell Outage,1434,38.56974808405208,112.61344482026621,Configuration Error,ML Anomaly Detection,NOC-NE,Nokia,Midwest,True,"NOC-NE performed capacity upgrade, root cause Configuration Error mitigated, service normalized","Cell Outage incident (Medium) affecting Midwest region, Configuration Error identified, resolved"
2025-10-21 10:03:01.404250,INC-00000820,CELL-000150,ENB-00124,High,Cell Outage,978,11.423785168772397,17.596259510001925,Unknown,Subscriber Complaint,NOC-NE,Samsung,Mountain,True,"Vendor support engaged, capacity upgrade implemented, Unknown resolved permanently","Samsung equipment Cell Outage on CELL-000150, 978 users affected, resolved via parameter optimization"
2025-10-21 10:48:01.404250,INC-00000821,CELL-000046,ENB-00146,Medium,Equipment Alarm,12,15.756804365757043,181.31755965228467,Capacity Limit,ML Anomaly Detection,NOC-W,Nokia,Atlantic,True,"Remote software patch performed by NOC-W, cell service restored after 181 minutes","Equipment Alarm on cell CELL-000046 affecting 12 subscribers, Medium severity, detected via ML Anomaly Detection"
2025-10-21 11:33:01.404250,INC-00000822,CELL-000068,ENB-00110,Medium,Degraded Performance,255,11.881896088639069,208.76827460176926,Hardware Failure,Automated Health Check,NOC-C,Nokia,Southeast,True,"On-site technician dispatched, traffic rerouting completed, Hardware Failure addressed","Medium incident: Degraded Performance in Southeast, root cause Hardware Failure, MTTD 11.9min MTTR 208.8min"
2025-10-21 12:18:01.404250,INC-00000823,CELL-000115,ENB-00141,Medium,Equipment Alarm,1486,37.59645353668604,86.57987331412149,Capacity Limit,Threshold Alert,NOC-C,Nokia,Atlantic,True,"Automated recovery procedure executed, alarm clearance applied, monitoring for recurrence","Cell site CELL-000115 experiencing Equipment Alarm, 1486 subscribers impacted, Threshold Alert detection method"
2025-10-21 13:03:01.404250,INC-00000824,CELL-000011,ENB-00091,Medium,Transport Issue,423,2.7766276100517024,102.56390083073283,Hardware Failure,NOC Monitoring,NOC-W,Samsung,Central,True,"NOC-W performed software patch, root cause Hardware Failure mitigated, service normalized","Transport Issue incident (Medium) affecting Central region, Hardware Failure identified, resolved"
2025-10-21 13:48:01.404250,INC-00000825,CELL-000063,ENB-00141,Medium,Degraded Performance,324,31.390172683591047,180.16980020817138,Power Failure,Automated Health Check,NOC-C,Nokia,Northwest,False,"Incident investigation in progress, resolution pending","Nokia equipment Degraded Performance on CELL-000063, 324 users affected, resolved via capacity upgrade"
2025-10-21 14:33:01.404250,INC-00000826,CELL-000129,ENB-00034,Medium,Capacity Congestion,524,26.741031688897426,72.2410923745611,Unknown,NOC Monitoring,NOC-PA,Nokia,Northeast,False,"Incident investigation in progress, resolution pending","Capacity Congestion on cell CELL-000129 affecting 524 subscribers, Medium severity, detected via NOC Monitoring"
2025-10-21 15:18:01.404250,INC-00000827,CELL-000076,ENB-00076,Medium,Handover Failure,1195,39.136979538044145,166.3728798053314,Capacity Limit,Subscriber Complaint,NOC-PA,Ericsson,Northeast,False,"Incident investigation in progress, resolution pending","Medium incident: Handover Failure in Northeast, root cause Capacity Limit, MTTD 39.1min MTTR 166.4min"
2025-10-21 16:03:01.404250,INC-00000828,CELL-000085,ENB-00050,Medium,Handover Failure,640,13.495111906027995,91.01246411042995,Environmental,Automated Health Check,NOC-GU,Ericsson,South Central,True,"Automated recovery procedure executed, capacity upgrade applied, monitoring for recurrence","Cell site CELL-000085 experiencing Handover Failure, 640 subscribers impacted, Automated Health Check detection method"
2025-10-21 16:48:01.404250,INC-00000829,CELL-000090,ENB-00026,Critical,Software Bug,1391,44.96868832408026,236.68654891037076,Environmental,ML Anomaly Detection,NOC-C,Nokia,Southwest,True,"NOC-C performed configuration rollback, root cause Environmental mitigated, service normalized","Software Bug incident (Critical) affecting Southwest region, Environmental identified, resolved"
2025-10-21 17:33:01.404250,INC-00000830,CELL-000105,ENB-00033,Critical,Transport Issue,1198,33.286609275760554,82.0698239272207,Configuration Error,ML Anomaly Detection,NOC-GL,Nokia,Great Lakes,True,"Vendor support engaged, parameter optimization implemented, Configuration Error resolved permanently","Nokia equipment Transport Issue on CELL-000105, 1198 users affected, resolved via capacity upgrade"
2025-10-21 18:18:01.404250,INC-00000831,CELL-000148,ENB-00036,Critical,Handover Failure,1279,1.43449893948825,200.2867491697278,Configuration Error,NOC Monitoring,NOC-NE,Samsung,Pacific,True,"Remote alarm clearance performed by NOC-NE, cell service restored after 200 minutes","Handover Failure on cell CELL-000148 affecting 1279 subscribers, Critical severity, detected via NOC Monitoring"
2025-10-21 19:03:01.404250,INC-00000832,CELL-000095,ENB-00046,Low,Configuration Error,1013,24.020138929004844,20.43974388558766,Configuration Error,ML Anomaly Detection,NOC-MT,Nokia,Mid-Atlantic,True,"On-site technician dispatched, software patch completed, Configuration Error addressed","Low incident: Configuration Error in Mid-Atlantic, root cause Configuration Error, MTTD 24.0min MTTR 20.4min"
2025-10-21 19:48:01.404250,INC-00000833,CELL-000112,ENB-00016,Medium,Degraded Performance,1229,36.59077264910123,111.9555637601489,Software Bug,Automated Health Check,NOC-W,Ericsson,Southwest,False,"Incident investigation in progress, resolution pending","Cell site CELL-000112 experiencing Degraded Performance, 1229 subscribers impacted, Automated Health Check detection method"
2025-10-21 20:33:01.404250,INC-00000834,CELL-000046,ENB-00098,Medium,Software Bug,634,19.83847331600963,37.790288366081725,Transport Issue,ML Anomaly Detection,NOC-NE,Ericsson,West,True,"NOC-NE performed equipment reset, root cause Transport Issue mitigated, service normalized","Software Bug incident (Medium) affecting West region, Transport Issue identified, resolved"
2025-10-21 21:18:01.404250,INC-00000835,CELL-000107,ENB-00020,High,Equipment Alarm,1315,24.238680597886923,151.26043436439704,Power Failure,NOC Monitoring,NOC-GL,Samsung,Gulf,True,"Vendor support engaged, capacity upgrade implemented, Power Failure resolved permanently","Samsung equipment Equipment Alarm on CELL-000107, 1315 users affected, resolved via software patch"
2025-10-21 22:03:01.404250,INC-00000836,CELL-000034,ENB-00116,High,Cell Outage,704,22.871417427418,145.95416812443207,Environmental,Threshold Alert,NOC-MW,Samsung,Gulf,True,"Remote capacity upgrade performed by NOC-MW, cell service restored after 146 minutes","Cell Outage on cell CELL-000034 affecting 704 subscribers, High severity, detected via Threshold Alert"
2025-10-21 22:48:01.404250,INC-00000837,CELL-000028,ENB-00018,Critical,Handover Failure,469,14.15675282358778,117.84209260182666,Capacity Limit,ML Anomaly Detection,NOC-GL,Nokia,North Central,True,"On-site technician dispatched, parameter optimization completed, Capacity Limit addressed","Critical incident: Handover Failure in North Central, root cause Capacity Limit, MTTD 14.2min MTTR 117.8min"
2025-10-21 23:33:01.404250,INC-00000838,CELL-000024,ENB-00141,Critical,Equipment Alarm,913,38.071242062257355,139.08061476749484,Transport Issue,NOC Monitoring,NOC-MT,Nokia,West,True,"Automated recovery procedure executed, software patch applied, monitoring for recurrence","Cell site CELL-000024 experiencing Equipment Alarm, 913 subscribers impacted, NOC Monitoring detection method"
2025-10-22 00:18:01.404250,INC-00000839,CELL-000103,ENB-00067,Medium,Degraded Performance,1493,42.62780509871962,232.6298468351298,Vendor Issue,Threshold Alert,NOC-NC,Samsung,Northwest,True,"NOC-NC performed equipment reset, root cause Vendor Issue mitigated, service normalized","Degraded Performance incident (Medium) affecting Northwest region, Vendor Issue identified, resolved"
2025-10-22 01:03:01.404250,INC-00000840,CELL-000115,ENB-00124,Medium,Handover Failure,363,16.06475209461783,144.88251174113407,Hardware Failure,Vendor Alarm,NOC-SE,Ericsson,Central,True,"Vendor support engaged, parameter optimization implemented, Hardware Failure resolved permanently","Ericsson equipment Handover Failure on CELL-000115, 363 users affected, resolved via configuration rollback"
2025-10-22 01:48:01.404250,INC-00000841,CELL-000121,ENB-00148,Low,Equipment Alarm,364,8.842120032691883,113.420470306056,Software Bug,ML Anomaly Detection,NOC-NW,Samsung,Mountain,True,"Remote traffic rerouting performed by NOC-NW, cell service restored after 113 minutes","Equipment Alarm on cell CELL-000121 affecting 364 subscribers, Low severity, detected via ML Anomaly Detection"
2025-10-22 02:33:01.404250,INC-00000842,CELL-000098,ENB-00053,High,Equipment Alarm,1270,36.09684644132716,238.63723417032506,Software Bug,Automated Health Check,NOC-MA,Samsung,Atlantic,True,"On-site technician dispatched, equipment reset completed, Software Bug addressed","High incident: Equipment Alarm in Atlantic, root cause Software Bug, MTTD 36.1min MTTR 238.6min"
2025-10-22 03:18:01.404250,INC-00000843,CELL-000048,ENB-00074,Medium,Equipment Alarm,980,11.082518679614243,101.38546224875155,Capacity Limit,Threshold Alert,NOC-SE,Samsung,Southeast,True,"Automated recovery procedure executed, parameter optimization applied, monitoring for recurrence","Cell site CELL-000048 experiencing Equipment Alarm, 980 subscribers impacted, Threshold Alert detection method"
2025-10-22 04:03:01.404250,INC-00000844,CELL-000076,ENB-00073,Low,Configuration Error,192,9.152145626494374,94.31715810927169,Configuration Error,NOC Monitoring,NOC-AT,Nokia,Northeast,True,"NOC-AT performed equipment reset, root cause Configuration Error mitigated, service normalized","Configuration Error incident (Low) affecting Northeast region, Configuration Error identified, resolved"
2025-10-22 04:48:01.404250,INC-00000845,CELL-000149,ENB-00046,High,Cell Outage,276,31.107901337891022,130.68713618860218,Software Bug,NOC Monitoring,NOC-GU,Nokia,Mid-Atlantic,False,"Incident investigation in progress, resolution pending","Nokia equipment Cell Outage on CELL-000149, 276 users affected, resolved via parameter optimization"
2025-10-22 05:33:01.404250,INC-00000846,CELL-000004,ENB-00059,Low,Equipment Alarm,70,15.431342740291335,107.22849396941992,Power Failure,Threshold Alert,NOC-SE,Samsung,South Central,True,"Remote configuration rollback performed by NOC-SE, cell service restored after 107 minutes","Equipment Alarm on cell CELL-000004 affecting 70 subscribers, Low severity, detected via Threshold Alert"
2025-10-22 06:18:01.404250,INC-00000847,CELL-000049,ENB-00085,High,Configuration Error,502,23.727891383585472,191.40845951037338,Vendor Issue,Threshold Alert,NOC-GU,Nokia,West,True,"On-site technician dispatched, hardware replacement completed, Vendor Issue addressed","High incident: Configuration Error in West, root cause Vendor Issue, MTTD 23.7min MTTR 191.4min"
2025-10-22 07:03:01.404250,INC-00000848,CELL-000148,ENB-00116,High,Degraded Performance,173,21.88783614228927,64.02133628339298,Configuration Error,NOC Monitoring,NOC-MW,Ericsson,Pacific,True,"Automated recovery procedure executed, software patch applied, monitoring for recurrence","Cell site CELL-000148 experiencing Degraded Performance, 173 subscribers impacted, NOC Monitoring detection method"
2025-10-22 07:48:01.404250,INC-00000849,CELL-000032,ENB-00118,Medium,Degraded Performance,1016,18.73549901450985,162.22755998800758,Software Bug,ML Anomaly Detection,NOC-PA,Samsung,North Central,True,"NOC-PA performed configuration rollback, root cause Software Bug mitigated, service normalized","Degraded Performance incident (Medium) affecting North Central region, Software Bug identified, resolved"
2025-10-22 08:33:01.404250,INC-00000850,CELL-000098,ENB-00110,Critical,Configuration Error,809,35.69211976838903,64.65012224806613,Software Bug,Subscriber Complaint,NOC-NC,Samsung,West,True,"Vendor support engaged, parameter optimization implemented, Software Bug resolved permanently","Samsung equipment Configuration Error on CELL-000098, 809 users affected, resolved via parameter optimization"
2025-10-22 09:18:01.404250,INC-00000851,CELL-000034,ENB-00123,Low,Handover Failure,587,19.68595781833328,219.0226356796612,Unknown,NOC Monitoring,NOC-SW,Samsung,Central,True,"Remote hardware replacement performed by NOC-SW, cell service restored after 219 minutes","Handover Failure on cell CELL-000034 affecting 587 subscribers, Low severity, detected via NOC Monitoring"
2025-10-22 10:03:01.404250,INC-00000852,CELL-000145,ENB-00037,High,Handover Failure,1265,31.91090552763661,179.84657606860947,Configuration Error,ML Anomaly Detection,NOC-GU,Samsung,Gulf,True,"On-site technician dispatched, alarm clearance completed, Configuration Error addressed","High incident: Handover Failure in Gulf, root cause Configuration Error, MTTD 31.9min MTTR 179.8min"
2025-10-22 10:48:01.404250,INC-00000853,CELL-000111,ENB-00016,Critical,Software Bug,552,30.287681115583922,32.915687038344046,Power Failure,NOC Monitoring,NOC-PA,Samsung,Pacific,True,"Automated recovery procedure executed, configuration rollback applied, monitoring for recurrence","Cell site CELL-000111 experiencing Software Bug, 552 subscribers impacted, NOC Monitoring detection method"
2025-10-22 11:33:01.404250,INC-00000854,CELL-000133,ENB-00020,Critical,Capacity Congestion,780,29.98481780386911,76.9696938935964,Environmental,ML Anomaly Detection,NOC-MT,Ericsson,West,True,"NOC-MT performed hardware replacement, root cause Environmental mitigated, service normalized","Capacity Congestion incident (Critical) affecting West region, Environmental identified, resolved"
2025-10-22 12:18:01.404250,INC-00000855,CELL-000035,ENB-00105,Low,Capacity Congestion,438,16.70702691373644,95.45692913842649,Software Bug,Subscriber Complaint,NOC-MT,Nokia,Northeast,True,"Vendor support engaged, configuration rollback implemented, Software Bug resolved permanently","Nokia equipment Capacity Congestion on CELL-000035, 438 users affected, resolved via software patch"
2025-10-22 13:03:01.404250,INC-00000856,CELL-000124,ENB-00001,Medium,Configuration Error,45,19.136391555004575,16.84014461831791,Software Bug,NOC Monitoring,NOC-SW,Nokia,West,True,"Remote capacity upgrade performed by NOC-SW, cell service restored after 17 minutes","Configuration Error on cell CELL-000124 affecting 45 subscribers, Medium severity, detected via NOC Monitoring"
2025-10-22 13:48:01.404250,INC-00000857,CELL-000070,ENB-00072,Medium,Configuration Error,758,11.176050803245696,22.967977288218332,Configuration Error,Subscriber Complaint,NOC-MT,Ericsson,Pacific,True,"On-site technician dispatched, equipment reset completed, Configuration Error addressed","Medium incident: Configuration Error in Pacific, root cause Configuration Error, MTTD 11.2min MTTR 23.0min"
2025-10-22 14:33:01.404250,INC-00000858,CELL-000128,ENB-00002,Medium,Transport Issue,978,17.55467588470462,229.7660344955744,Environmental,Threshold Alert,NOC-W,Samsung,Southeast,True,"Automated recovery procedure executed, capacity upgrade applied, monitoring for recurrence","Cell site CELL-000128 experiencing Transport Issue, 978 subscribers impacted, Threshold Alert detection method"
2025-10-22 15:18:01.404250,INC-00000859,CELL-000075,ENB-00045,High,Capacity Congestion,26,38.34693893990851,191.62967423514652,Environmental,NOC Monitoring,NOC-W,Nokia,Northeast,True,"NOC-W performed capacity upgrade, root cause Environmental mitigated, service normalized","Capacity Congestion incident (High) affecting Northeast region, Environmental identified, resolved"
2025-10-22 16:03:01.404250,INC-00000860,CELL-000096,ENB-00117,Low,Handover Failure,48,33.8468475006271,29.318223067600975,Environmental,Threshold Alert,NOC-SW,Ericsson,Atlantic,True,"Vendor support engaged, equipment reset implemented, Environmental resolved permanently","Ericsson equipment Handover Failure on CELL-000096, 48 users affected, resolved via equipment reset"
2025-10-22 16:48:01.404250,INC-00000861,CELL-000016,ENB-00078,Medium,Degraded Performance,1028,32.67865915851004,198.27822958575385,Vendor Issue,Vendor Alarm,NOC-W,Nokia,Mountain,True,"Remote traffic rerouting performed by NOC-W, cell service restored after 198 minutes","Degraded Performance on cell CELL-000016 affecting 1028 subscribers, Medium severity, detected via Vendor Alarm"
2025-10-22 17:33:01.404250,INC-00000862,CELL-000094,ENB-00129,Medium,Configuration Error,596,2.2158477102282435,198.3607551008716,Configuration Error,Vendor Alarm,NOC-SW,Ericsson,Mid-Atlantic,True,"On-site technician dispatched, capacity upgrade completed, Configuration Error addressed","Medium incident: Configuration Error in Mid-Atlantic, root cause Configuration Error, MTTD 2.2min MTTR 198.4min"
2025-10-22 18:18:01.404250,INC-00000863,CELL-000133,ENB-00094,Low,Degraded Performance,507,43.938109185654405,220.8156509065617,Transport Issue,ML Anomaly Detection,NOC-GL,Nokia,North Central,True,"Automated recovery procedure executed, software patch applied, monitoring for recurrence","Cell site CELL-000133 experiencing Degraded Performance, 507 subscribers impacted, ML Anomaly Detection detection method"
2025-10-22 19:03:01.404250,INC-00000864,CELL-000126,ENB-00020,Critical,Degraded Performance,1465,41.74819762764737,171.9246079609208,Unknown,ML Anomaly Detection,NOC-NC,Ericsson,South Central,True,"NOC-NC performed traffic rerouting, root cause Unknown mitigated, service normalized","Degraded Performance incident (Critical) affecting South Central region, Unknown identified, resolved"
2025-10-22 19:48:01.404250,INC-00000865,CELL-000093,ENB-00044,Low,Software Bug,533,1.2252226129972308,90.57481278220914,Vendor Issue,ML Anomaly Detection,NOC-MT,Ericsson,Pacific,True,"Vendor support engaged, traffic rerouting implemented, Vendor Issue resolved permanently","Ericsson equipment Software Bug on CELL-000093, 533 users affected, resolved via alarm clearance"
2025-10-22 20:33:01.404250,INC-00000866,CELL-000015,ENB-00069,Critical,Cell Outage,303,21.933143238369333,134.33952757904174,Environmental,ML Anomaly Detection,NOC-SC,Ericsson,Atlantic,True,"Remote traffic rerouting performed by NOC-SC, cell service restored after 134 minutes","Cell Outage on cell CELL-000015 affecting 303 subscribers, Critical severity, detected via ML Anomaly Detection"
2025-10-22 21:18:01.404250,INC-00000867,CELL-000035,ENB-00010,Low,Capacity Congestion,955,17.63241761479372,69.73497258446626,Capacity Limit,Subscriber Complaint,NOC-MW,Samsung,Mountain,True,"On-site technician dispatched, parameter optimization completed, Capacity Limit addressed","Low incident: Capacity Congestion in Mountain, root cause Capacity Limit, MTTD 17.6min MTTR 69.7min"
2025-10-22 22:03:01.404250,INC-00000868,CELL-000123,ENB-00036,High,Cell Outage,30,12.349368188354,203.79108295844046,Hardware Failure,ML Anomaly Detection,NOC-NW,Ericsson,North Central,False,"Incident investigation in progress, resolution pending","Cell site CELL-000123 experiencing Cell Outage, 30 subscribers impacted, ML Anomaly Detection detection method"
2025-10-22 22:48:01.404250,INC-00000869,CELL-000070,ENB-00084,High,Transport Issue,1273,41.6783206392105,50.95349344034972,Configuration Error,Automated Health Check,NOC-NE,Samsung,Mid-Atlantic,True,"NOC-NE performed equipment reset, root cause Configuration Error mitigated, service normalized","Transport Issue incident (High) affecting Mid-Atlantic region, Configuration Error identified, resolved"
2025-10-22 23:33:01.404250,INC-00000870,CELL-000023,ENB-00116,High,Equipment Alarm,995,28.00629997849813,27.62778265009458,Power Failure,Automated Health Check,NOC-PA,Samsung,Midwest,True,"Vendor support engaged, alarm clearance implemented, Power Failure resolved permanently","Samsung equipment Equipment Alarm on CELL-000023, 995 users affected, resolved via alarm clearance"
2025-10-23 00:18:01.404250,INC-00000871,CELL-000097,ENB-00091,Medium,Capacity Congestion,241,9.741815154538552,136.83447498102612,Environmental,Automated Health Check,NOC-PA,Ericsson,Pacific,True,"Remote configuration rollback performed by NOC-PA, cell service restored after 137 minutes","Capacity Congestion on cell CELL-000097 affecting 241 subscribers, Medium severity, detected via Automated Health Check"
2025-10-23 01:03:01.404250,INC-00000872,CELL-000052,ENB-00041,Medium,Transport Issue,315,18.061859942250454,93.17219216793471,Capacity Limit,Subscriber Complaint,NOC-GU,Samsung,Great Lakes,True,"On-site technician dispatched, alarm clearance completed, Capacity Limit addressed","Medium incident: Transport Issue in Great Lakes, root cause Capacity Limit, MTTD 18.1min MTTR 93.2min"
2025-10-23 01:48:01.404250,INC-00000873,CELL-000135,ENB-00092,Low,Capacity Congestion,196,34.34646609420087,131.24140445913352,Unknown,Threshold Alert,NOC-NE,Samsung,Midwest,True,"Automated recovery procedure executed, capacity upgrade applied, monitoring for recurrence","Cell site CELL-000135 experiencing Capacity Congestion, 196 subscribers impacted, Threshold Alert detection method"
2025-10-23 02:33:01.404250,INC-00000874,CELL-000141,ENB-00046,Medium,Capacity Congestion,81,2.1789017927117724,223.70540752200043,Environmental,ML Anomaly Detection,NOC-AT,Nokia,Northwest,True,"NOC-AT performed hardware replacement, root cause Environmental mitigated, service normalized","Capacity Congestion incident (Medium) affecting Northwest region, Environmental identified, resolved"
2025-10-23 03:18:01.404250,INC-00000875,CELL-000034,ENB-00055,Medium,Software Bug,1113,14.37930951281615,208.51249622274327,Unknown,ML Anomaly Detection,NOC-SE,Ericsson,Gulf,True,"Vendor support engaged, configuration rollback implemented, Unknown resolved permanently","Ericsson equipment Software Bug on CELL-000034, 1113 users affected, resolved via alarm clearance"
2025-10-23 04:03:01.404250,INC-00000876,CELL-000089,ENB-00109,High,Degraded Performance,548,8.18786833124779,85.48295126305237,Unknown,Subscriber Complaint,NOC-MT,Samsung,Midwest,True,"Remote software patch performed by NOC-MT, cell service restored after 85 minutes","Degraded Performance on cell CELL-000089 affecting 548 subscribers, High severity, detected via Subscriber Complaint"
2025-10-23 04:48:01.404250,INC-00000877,CELL-000035,ENB-00001,High,Software Bug,489,8.738948401554998,139.64110971839088,Vendor Issue,NOC Monitoring,NOC-PA,Ericsson,Atlantic,True,"On-site technician dispatched, hardware replacement completed, Vendor Issue addressed","High incident: Software Bug in Atlantic, root cause Vendor Issue, MTTD 8.7min MTTR 139.6min"
2025-10-23 05:33:01.404250,INC-00000878,CELL-000033,ENB-00141,Critical,Degraded Performance,443,25.69774144241559,72.88917973380026,Environmental,Subscriber Complaint,NOC-NE,Nokia,Southeast,True,"Automated recovery procedure executed, hardware replacement applied, monitoring for recurrence","Cell site CELL-000033 experiencing Degraded Performance, 443 subscribers impacted, Subscriber Complaint detection method"
2025-10-23 06:18:01.404250,INC-00000879,CELL-000069,ENB-00114,Low,Cell Outage,564,43.66645736864829,203.46033462027518,Configuration Error,Threshold Alert,NOC-SC,Samsung,Great Lakes,False,"Incident investigation in progress, resolution pending","Cell Outage incident (Low) affecting Great Lakes region, Configuration Error identified, ongoing"
2025-10-23 07:03:01.404250,INC-00000880,CELL-000115,ENB-00092,Medium,Equipment Alarm,62,3.989584255873066,110.36890807406387,Hardware Failure,ML Anomaly Detection,NOC-SE,Samsung,Southeast,True,"Vendor support engaged, configuration rollback implemented, Hardware Failure resolved permanently","Samsung equipment Equipment Alarm on CELL-000115, 62 users affected, resolved via software patch"
2025-10-23 07:48:01.404250,INC-00000881,CELL-000145,ENB-00101,Critical,Software Bug,787,20.979534416541295,110.61661678805332,Environmental,NOC Monitoring,NOC-C,Ericsson,Midwest,True,"Remote software patch performed by NOC-C, cell service restored after 111 minutes","Software Bug on cell CELL-000145 affecting 787 subscribers, Critical severity, detected via NOC Monitoring"
2025-10-23 08:33:01.404250,INC-00000882,CELL-000029,ENB-00009,Medium,Configuration Error,1461,40.05546414920258,85.52780615093978,Unknown,ML Anomaly Detection,NOC-NW,Samsung,Atlantic,True,"On-site technician dispatched, equipment reset completed, Unknown addressed","Medium incident: Configuration Error in Atlantic, root cause Unknown, MTTD 40.1min MTTR 85.5min"
2025-10-23 09:18:01.404250,INC-00000883,CELL-000079,ENB-00011,Medium,Handover Failure,607,13.162359791404926,219.13077049153844,Power Failure,ML Anomaly Detection,NOC-MT,Ericsson,Atlantic,True,"Automated recovery procedure executed, capacity upgrade applied, monitoring for recurrence","Cell site CELL-000079 experiencing Handover Failure, 607 subscribers impacted, ML Anomaly Detection detection method"
2025-10-23 10:03:01.404250,INC-00000884,CELL-000100,ENB-00106,Medium,Equipment Alarm,707,24.0799819773262,166.25095581988043,Capacity Limit,Threshold Alert,NOC-SE,Nokia,Pacific,True,"NOC-SE performed alarm clearance, root cause Capacity Limit mitigated, service normalized","Equipment Alarm incident (Medium) affecting Pacific region, Capacity Limit identified, resolved"
2025-10-23 10:48:01.404250,INC-00000885,CELL-000095,ENB-00134,Medium,Transport Issue,472,26.50996097792293,118.98150924464491,Environmental,NOC Monitoring,NOC-PA,Samsung,Northeast,True,"Vendor support engaged, configuration rollback implemented, Environmental resolved permanently","Samsung equipment Transport Issue on CELL-000095, 472 users affected, resolved via software patch"
2025-10-23 11:33:01.404250,INC-00000886,CELL-000150,ENB-00140,Medium,Equipment Alarm,1018,3.5439323680054633,172.77844402971564,Hardware Failure,Threshold Alert,NOC-NE,Samsung,South Central,True,"Remote software patch performed by NOC-NE, cell service restored after 173 minutes","Equipment Alarm on cell CELL-000150 affecting 1018 subscribers, Medium severity, detected via Threshold Alert"
2025-10-23 12:18:01.404250,INC-00000887,CELL-000066,ENB-00021,Critical,Degraded Performance,907,23.024938092465476,86.42574218907585,Transport Issue,NOC Monitoring,NOC-SW,Nokia,Central,True,"On-site technician dispatched, software patch completed, Transport Issue addressed","Critical incident: Degraded Performance in Central, root cause Transport Issue, MTTD 23.0min MTTR 86.4min"
2025-10-23 13:03:01.404250,INC-00000888,CELL-000022,ENB-00058,Medium,Capacity Congestion,764,14.76025317461153,87.27972790286324,Capacity Limit,Threshold Alert,NOC-NC,Nokia,Great Lakes,False,"Incident investigation in progress, resolution pending","Cell site CELL-000022 experiencing Capacity Congestion, 764 subscribers impacted, Threshold Alert detection method"
2025-10-23 13:48:01.404250,INC-00000889,CELL-000062,ENB-00027,High,Degraded Performance,963,2.1968447966204434,16.35426690594385,Power Failure,ML Anomaly Detection,NOC-NW,Nokia,Northeast,True,"NOC-NW performed software patch, root cause Power Failure mitigated, service normalized","Degraded Performance incident (High) affecting Northeast region, Power Failure identified, resolved"
