content_id,title,description,content_type,genre,subgenres,themes,narrative_complexity,tone,release_year,runtime_minutes,rating,cast,director,studio,availability
CONTENT-000907, Dark Chronicles,A compelling thriller that explores themes of addiction recovery with intense storytelling and memorable characters,Series,Thriller,"Legal,Conspiracy","Addiction recovery,Survival,Class struggle,Corporate intrigue",Moderate,Light,2020,90,G,"Lisa Brown,David Brown,Sarah Williams,Emily Brown",Emily Johnson,Amazon Studios,On-demand
CONTENT-000908,A First Journey,A compelling scifi that explores themes of mental health with nuanced storytelling and complex characters,Series,SciFi,"Space opera,Cyberpunk","Mental health,Moral ambiguity",Moderate,Dark,2015,45,PG,"Jennifer Johnson,James Davis,Jennifer Garcia,Jennifer Smith,Lisa Smith",James Johnson,Warner Bros,Live
CONTENT-000909,An Dark Empire,A compelling family that explores themes of identity crisis with powerful storytelling and dynamic characters,Series,Family,Contemporary,"Survival,Addiction recovery,Post-apocalyptic,Parallel universes",Simple,Dark,2021,60,PG-13,"Michael Davis,James Davis,James Williams",Emily Garcia,Amazon Studios,Live
CONTENT-000910,The Rising Saga,A compelling mystery that explores themes of friendship bonds with nuanced storytelling and dynamic characters,Sports,Mystery,General,"Mental health,Survival,Historical drama",Moderate,Gritty,2024,90,G,"Jennifer Miller,Michael Garcia,Emily Miller",Michael Smith,Netflix Studios,Premium
CONTENT-000911,A Last Saga,A compelling animation that explores themes of moral ambiguity with gripping storytelling and layered characters,Series,Animation,General,"Mental health,Redemption arc,Coming of age",Moderate,Intense,2021,60,PG,"James Smith,Robert Miller,Jennifer Jones",Jennifer Brown,Paramount,Live
CONTENT-000912,An Lost Journey,A compelling documentary that explores themes of friendship bonds with nuanced storytelling and memorable characters,Movie,Documentary,General,"Family dynamics,Artificial intelligence,Moral ambiguity,Historical drama",Complex,Uplifting,2022,120,R,"David Miller,Sarah Johnson,Jennifer Jones",Emily Brown,Warner Bros,On-demand
CONTENT-000913,A Last Destiny,A compelling family that explores themes of betrayal with heartfelt storytelling and dynamic characters,Series,Family,Contemporary,"Family dynamics,Survival",Moderate,Whimsical,2016,90,PG,"Jennifer Brown,Michael Johnson,David Garcia",Emily Brown,Netflix Studios,Live
CONTENT-000914,An Final Journey,A compelling adventure that explores themes of coming of age with gripping storytelling and layered characters,Movie,Adventure,Contemporary,"Political power,Good vs evil,Post-apocalyptic,Love triangle",Moderate,Uplifting,2024,45,PG-13,"Michael Brown,David Brown,Emily Miller,Sarah Jones",Jennifer Johnson,Universal,On-demand
CONTENT-000915,A Fallen Saga,A compelling comedy that explores themes of coming of age with intense storytelling and dynamic characters,Movie,Comedy,"Sitcom,Satire","Family dynamics,Coming of age",Complex,Uplifting,2021,45,R,"David Miller,Lisa Garcia,Emily Brown,Emily Garcia,Robert Davis",Emily Smith,Universal,Basic
CONTENT-000916,A Hidden Chronicles,A compelling drama that explores themes of family dynamics with gripping storytelling and memorable characters,Documentary,Drama,"Historical,Medical","Generational conflict,Mental health",Moderate,Whimsical,2018,45,TV-14,"Emily Brown,Robert Garcia,Michael Brown",David Williams,Amazon Studios,Basic
CONTENT-000917,An Dark Empire,A compelling horror that explores themes of betrayal with gripping storytelling and dynamic characters,Movie,Horror,General,"Moral ambiguity,Coming of age,Addiction recovery,Betrayal",Moderate,Uplifting,2023,45,TV-14,"Lisa Smith,Jennifer Jones,Jennifer Smith,Robert Brown",Michael Davis,Apple TV+,Premium
CONTENT-000918,An Final City,A compelling romance that explores themes of friendship bonds with gripping storytelling and dynamic characters,Special,Romance,Contemporary,"Post-apocalyptic,Family dynamics,Generational conflict,Class struggle",Very Complex,Uplifting,2015,60,TV-14,"Lisa Brown,Sarah Jones,James Miller,Emily Williams,James Johnson",David Jones,Amazon Studios,On-demand
CONTENT-000919,An Hidden Chronicles,A compelling documentary that explores themes of class struggle with powerful storytelling and memorable characters,Series,Documentary,Contemporary,"Post-apocalyptic,Parallel universes",Simple,Light,2024,150,G,"David Miller,Sarah Garcia,Michael Davis,Robert Garcia",David Johnson,Universal,On-demand
CONTENT-000920,An Dark City,A compelling crime that explores themes of social justice with gripping storytelling and dynamic characters,Movie,Crime,Contemporary,"Redemption arc,Time travel,Identity crisis",Complex,Dark,2023,120,PG-13,"Lisa Smith,Jennifer Miller,Michael Williams,Jennifer Williams",David Miller,Warner Bros,On-demand
CONTENT-000921,An Last Chronicles,A compelling action that explores themes of class struggle with gripping storytelling and memorable characters,Series,Action,"Superhero,Military","Artificial intelligence,Redemption arc,Mental health",Complex,Gritty,2019,60,TV-14,"Michael Williams,Sarah Johnson,Jennifer Jones,James Davis,Jennifer Brown",Michael Johnson,HBO Max,On-demand
CONTENT-000922, Hidden Legacy,A compelling documentary that explores themes of friendship bonds with powerful storytelling and dynamic characters,Movie,Documentary,General,"Generational conflict,Political power",Moderate,Serious,2019,90,G,"Michael Johnson,Lisa Brown,Lisa Garcia",David Williams,Universal,On-demand
CONTENT-000923,An Rising City,A compelling horror that explores themes of survival with nuanced storytelling and layered characters,Series,Horror,General,"Good vs evil,Addiction recovery,Family dynamics",Simple,Dark,2021,150,PG,"Michael Jones,Emily Williams,David Brown",Emily Brown,Apple TV+,On-demand
CONTENT-000924,A Final Saga,A compelling romance that explores themes of political power with nuanced storytelling and layered characters,Movie,Romance,General,"Coming of age,Family dynamics,Moral ambiguity,Addiction recovery",Complex,Whimsical,2017,45,R,"David Johnson,Jennifer Jones,Jennifer Miller,James Miller,James Smith",Lisa Smith,Warner Bros,Premium
CONTENT-000925,The Dark Destiny,A compelling drama that explores themes of time travel with powerful storytelling and memorable characters,Series,Drama,"Legal,Historical","Survival,Coming of age,Political power",Simple,Serious,2015,120,PG,"Michael Brown,James Davis,Sarah Williams",Emily Brown,Paramount,On-demand
CONTENT-000926,A Hidden Empire,A compelling comedy that explores themes of mental health with nuanced storytelling and dynamic characters,Series,Comedy,"Slapstick,Dark","Betrayal,Friendship bonds,Addiction recovery,Post-apocalyptic",Moderate,Dark,2023,45,R,"David Williams,Lisa Johnson,James Williams",Lisa Johnson,Sony,On-demand
CONTENT-000927, Hidden City,A compelling thriller that explores themes of moral ambiguity with heartfelt storytelling and memorable characters,Series,Thriller,"Political,Conspiracy","Family dynamics,Moral ambiguity",Very Complex,Light,2016,45,TV-14,"David Williams,Michael Davis,Michael Smith",Sarah Williams,HBO Max,Premium
CONTENT-000928,An Last City,A compelling drama that explores themes of historical drama with gripping storytelling and layered characters,Movie,Drama,"Political,Medical","Good vs evil,Class struggle,Identity crisis,Parallel universes",Simple,Serious,2024,45,PG-13,"Emily Garcia,Lisa Smith,David Smith,Emily Williams",James Johnson,NBC Universal,On-demand
CONTENT-000929,An Dark Kingdom,A compelling mystery that explores themes of political power with heartfelt storytelling and layered characters,Series,Mystery,Contemporary,"Revenge quest,Historical drama",Complex,Dark,2023,60,PG,"Sarah Johnson,Jennifer Johnson,Lisa Williams,James Williams,Robert Johnson",Emily Williams,Amazon Studios,Premium
CONTENT-000930,An Last Legacy,A compelling mystery that explores themes of moral ambiguity with powerful storytelling and complex characters,Movie,Mystery,Contemporary,"Artificial intelligence,Redemption arc",Complex,Whimsical,2016,60,PG-13,"Emily Williams,James Williams,David Johnson",Emily Miller,Universal,On-demand
CONTENT-000931,A Dark Kingdom,A compelling family that explores themes of identity crisis with intense storytelling and memorable characters,Movie,Family,Contemporary,"Identity crisis,Corporate intrigue",Moderate,Light,2015,45,PG,"Emily Garcia,Michael Jones,Jennifer Williams,James Johnson",Jennifer Williams,Disney,On-demand
CONTENT-000932,A Last Kingdom,A compelling drama that explores themes of friendship bonds with intense storytelling and layered characters,Movie,Drama,"Medical,Political","Coming of age,Post-apocalyptic,Historical drama,Class struggle",Simple,Intense,2015,60,PG,"Jennifer Brown,Sarah Miller,Sarah Jones,Lisa Smith,Jennifer Jones",David Brown,Sony,On-demand
CONTENT-000933,The Rising Legacy,A compelling fantasy that explores themes of mental health with heartfelt storytelling and layered characters,Movie,Fantasy,Contemporary,"Post-apocalyptic,Revenge quest,Artificial intelligence,Class struggle",Very Complex,Dark,2021,60,TV-MA,"Michael Smith,David Williams,Sarah Brown,Lisa Brown,Robert Miller",Robert Miller,Paramount,On-demand
CONTENT-000934, Final City,A compelling scifi that explores themes of love triangle with powerful storytelling and dynamic characters,Series,SciFi,"Hard sci-fi,Time travel","Political power,Redemption arc",Moderate,Dark,2016,45,R,"Sarah Williams,Sarah Smith,Sarah Brown,James Miller",Jennifer Miller,Netflix Studios,Live
CONTENT-000935,A Last Journey,A compelling mystery that explores themes of friendship bonds with gripping storytelling and complex characters,Documentary,Mystery,General,"Post-apocalyptic,Coming of age,Parallel universes",Complex,Intense,2021,90,TV-MA,"Michael Garcia,James Garcia,Jennifer Smith,Robert Davis,James Williams",Robert Jones,Disney,Premium
CONTENT-000936,The Rising Empire,A compelling comedy that explores themes of coming of age with heartfelt storytelling and dynamic characters,Movie,Comedy,"Romantic,Dark","Parallel universes,Betrayal,Love triangle,Post-apocalyptic",Moderate,Uplifting,2020,45,PG-13,"Emily Smith,Robert Davis,Jennifer Miller,Jennifer Johnson",David Garcia,Netflix Studios,Premium
CONTENT-000937,A First Saga,A compelling scifi that explores themes of parallel universes with gripping storytelling and memorable characters,Series,SciFi,"Time travel,Hard sci-fi","Addiction recovery,Historical drama",Moderate,Whimsical,2019,45,PG,"Lisa Garcia,Emily Jones,Robert Garcia",Emily Brown,Sony,Live
CONTENT-000938, Dark Legacy,A compelling animation that explores themes of parallel universes with gripping storytelling and layered characters,Movie,Animation,General,"Time travel,Corporate intrigue,Good vs evil,Post-apocalyptic",Simple,Dark,2024,45,TV-14,"David Jones,Robert Garcia,Michael Smith,James Davis",Robert Davis,Apple TV+,On-demand
CONTENT-000939,An Hidden Chronicles,A compelling thriller that explores themes of betrayal with heartfelt storytelling and complex characters,Sports,Thriller,"Crime,Political","Family dynamics,Moral ambiguity",Simple,Dark,2020,90,TV-14,"Michael Miller,James Johnson,Sarah Brown,David Garcia,Robert Johnson",David Johnson,NBC Universal,On-demand
CONTENT-000940,A Final Legacy,A compelling adventure that explores themes of redemption arc with gripping storytelling and memorable characters,Series,Adventure,General,"Political power,Identity crisis,Addiction recovery,Mental health",Complex,Gritty,2023,45,PG-13,"David Miller,Lisa Smith,Robert Miller,David Jones",David Brown,Sony,Basic
CONTENT-000941,An Last Legacy,A compelling horror that explores themes of revenge quest with powerful storytelling and complex characters,Movie,Horror,General,"Moral ambiguity,Friendship bonds",Simple,Uplifting,2024,90,G,"Emily Davis,Sarah Miller,Robert Jones",David Garcia,Universal,Premium
CONTENT-000942, Fallen Empire,A compelling animation that explores themes of survival with gripping storytelling and complex characters,Movie,Animation,Contemporary,"Artificial intelligence,Post-apocalyptic",Simple,Serious,2024,120,PG,"Jennifer Jones,Robert Miller,Emily Brown,Michael Smith,James Davis",Robert Davis,Warner Bros,On-demand
CONTENT-000943,The Fallen Journey,A compelling horror that explores themes of mental health with powerful storytelling and complex characters,Special,Horror,General,"Class struggle,Artificial intelligence",Complex,Dark,2024,45,PG,"Sarah Johnson,Lisa Davis,David Jones,Jennifer Jones",Sarah Davis,Paramount,On-demand
CONTENT-000944,An Hidden Empire,A compelling thriller that explores themes of friendship bonds with heartfelt storytelling and layered characters,Series,Thriller,"Psychological,Political","Class struggle,Friendship bonds,Political power",Moderate,Light,2023,60,TV-14,"Michael Garcia,Michael Smith,Lisa Jones,Lisa Jones",James Brown,Disney,On-demand
CONTENT-000945,An Dark Destiny,A compelling comedy that explores themes of addiction recovery with intense storytelling and complex characters,Series,Comedy,"Romantic,Sitcom","Addiction recovery,Friendship bonds,Post-apocalyptic,Corporate intrigue",Moderate,Intense,2021,90,TV-MA,"Lisa Williams,David Davis,Robert Smith,Jennifer Miller,Jennifer Williams",Emily Brown,Warner Bros,Live
CONTENT-000946, Fallen Journey,A compelling comedy that explores themes of addiction recovery with gripping storytelling and layered characters,Movie,Comedy,"Romantic,Slapstick","Family dynamics,Generational conflict,Post-apocalyptic,Social justice",Moderate,Light,2020,120,G,"Sarah Brown,Robert Garcia,Lisa Johnson,Robert Miller,David Smith",Emily Garcia,NBC Universal,On-demand
CONTENT-000947,A First Chronicles,A compelling animation that explores themes of love triangle with heartfelt storytelling and layered characters,Series,Animation,Contemporary,"Revenge quest,Artificial intelligence,Survival,Betrayal",Moderate,Intense,2020,60,PG,"Sarah Garcia,Jennifer Johnson,Robert Williams",Lisa Davis,Disney,Basic
CONTENT-000948, Last City,A compelling drama that explores themes of good vs evil with nuanced storytelling and complex characters,Movie,Drama,"Psychological,Medical","Time travel,Survival,Historical drama,Betrayal",Very Complex,Gritty,2023,60,PG-13,"David Brown,Emily Smith,James Williams,James Williams,Emily Miller",Emily Johnson,Amazon Studios,On-demand
CONTENT-000949,An Lost City,A compelling mystery that explores themes of corporate intrigue with gripping storytelling and memorable characters,Movie,Mystery,General,"Time travel,Friendship bonds,Good vs evil,Social justice",Complex,Serious,2023,45,PG,"James Miller,Lisa Miller,David Williams,Jennifer Williams",Sarah Williams,Disney,On-demand
CONTENT-000950,An Rising Destiny,A compelling animation that explores themes of good vs evil with nuanced storytelling and memorable characters,Special,Animation,Contemporary,"Corporate intrigue,Betrayal,Addiction recovery,Parallel universes",Simple,Light,2022,90,TV-MA,"Lisa Smith,Emily Brown,Emily Miller,Emily Williams,Lisa Miller",David Williams,Amazon Studios,On-demand
CONTENT-000951,An Rising Empire,A compelling romance that explores themes of addiction recovery with intense storytelling and layered characters,Sports,Romance,Contemporary,"Class struggle,Redemption arc,Corporate intrigue",Complex,Dark,2017,60,PG,"David Smith,Sarah Brown,David Garcia",David Miller,HBO Max,Premium
CONTENT-000952,An Fallen Journey,A compelling horror that explores themes of class struggle with powerful storytelling and dynamic characters,Movie,Horror,Contemporary,"Post-apocalyptic,Revenge quest,Redemption arc",Moderate,Serious,2016,45,TV-14,"David Brown,James Jones,Lisa Brown,Lisa Jones",Robert Brown,Warner Bros,Premium
CONTENT-000953,A Last Destiny,A compelling animation that explores themes of betrayal with intense storytelling and complex characters,Series,Animation,Contemporary,"Friendship bonds,Time travel",Moderate,Gritty,2023,60,PG-13,"Lisa Johnson,Robert Jones,Emily Brown,Michael Garcia",James Williams,Disney,Premium
CONTENT-000954, Last Destiny,A compelling documentary that explores themes of time travel with intense storytelling and layered characters,Series,Documentary,Contemporary,"Moral ambiguity,Class struggle",Moderate,Serious,2015,60,TV-MA,"Michael Smith,Robert Davis,Lisa Smith",Jennifer Jones,Paramount,On-demand
CONTENT-000955,An Final Kingdom,A compelling romance that explores themes of redemption arc with gripping storytelling and dynamic characters,Series,Romance,Contemporary,"Coming of age,Family dynamics",Moderate,Intense,2024,45,PG-13,"Emily Davis,Sarah Davis,Emily Davis",David Williams,Apple TV+,On-demand
CONTENT-000956,The Lost City,A compelling scifi that explores themes of historical drama with heartfelt storytelling and dynamic characters,Movie,SciFi,"Cyberpunk,Space opera","Coming of age,Time travel",Moderate,Whimsical,2020,60,TV-14,"Robert Davis,Jennifer Garcia,Robert Brown,David Jones,Jennifer Johnson",Sarah Williams,Universal,Premium
CONTENT-000957,An Last Legacy,A compelling family that explores themes of parallel universes with gripping storytelling and memorable characters,Movie,Family,Contemporary,"Family dynamics,Parallel universes,Addiction recovery",Moderate,Light,2018,120,PG-13,"David Johnson,Robert Jones,James Miller,Sarah Miller,James Davis",James Jones,Sony,Live
CONTENT-000958, Last Legacy,A compelling drama that explores themes of historical drama with intense storytelling and memorable characters,Special,Drama,"Political,Legal","Friendship bonds,Post-apocalyptic,Family dynamics,Revenge quest",Moderate,Serious,2022,45,TV-MA,"Lisa Jones,James Davis,David Garcia,James Miller",David Davis,HBO Max,Basic
CONTENT-000959,An Final City,A compelling family that explores themes of family dynamics with powerful storytelling and complex characters,Series,Family,General,"Good vs evil,Identity crisis,Moral ambiguity,Social justice",Very Complex,Serious,2023,45,PG,"Robert Davis,Michael Garcia,Robert Smith,Emily Miller,David Garcia",Sarah Miller,Universal,On-demand
CONTENT-000960,The First Chronicles,A compelling documentary that explores themes of corporate intrigue with powerful storytelling and dynamic characters,Series,Documentary,Contemporary,"Betrayal,Mental health,Class struggle",Simple,Dark,2016,60,TV-MA,"Jennifer Brown,Michael Brown,James Johnson",Lisa Garcia,NBC Universal,Premium
CONTENT-000961, Fallen Empire,A compelling romance that explores themes of time travel with powerful storytelling and dynamic characters,Movie,Romance,Contemporary,"Good vs evil,Coming of age,Historical drama",Simple,Serious,2023,45,PG-13,"Michael Davis,Robert Williams,David Smith,Jennifer Garcia",David Smith,Universal,Premium
CONTENT-000962,An Lost Saga,A compelling adventure that explores themes of love triangle with gripping storytelling and layered characters,Series,Adventure,General,"Good vs evil,Generational conflict",Complex,Uplifting,2020,45,PG-13,"Sarah Johnson,Lisa Smith,Emily Jones,Michael Williams",Jennifer Smith,Disney,Basic
CONTENT-000963,A First Empire,A compelling documentary that explores themes of political power with nuanced storytelling and layered characters,Series,Documentary,Contemporary,"Good vs evil,Social justice",Complex,Gritty,2015,120,PG,"Sarah Miller,Lisa Davis,Sarah Garcia",Sarah Brown,NBC Universal,On-demand
CONTENT-000964,An First Journey,A compelling fantasy that explores themes of love triangle with nuanced storytelling and layered characters,Movie,Fantasy,General,"Identity crisis,Historical drama,Betrayal,Political power",Simple,Uplifting,2020,45,PG,"Michael Davis,David Smith,Emily Smith",James Davis,Universal,Premium
CONTENT-000965,An Lost Legacy,A compelling action that explores themes of social justice with intense storytelling and layered characters,Series,Action,"Heist,Military","Post-apocalyptic,Friendship bonds",Complex,Intense,2019,90,TV-MA,"Lisa Smith,Robert Miller,Sarah Johnson",Michael Garcia,Warner Bros,Basic
CONTENT-000966, First City,A compelling action that explores themes of mental health with intense storytelling and complex characters,Documentary,Action,"Heist,Military","Social justice,Generational conflict,Identity crisis,Family dynamics",Moderate,Light,2019,120,R,"Sarah Jones,Robert Smith,Lisa Miller,David Garcia,James Miller",David Jones,Universal,Premium
CONTENT-000967,A First Journey,A compelling fantasy that explores themes of social justice with gripping storytelling and memorable characters,Special,Fantasy,Contemporary,"Generational conflict,Social justice,Parallel universes",Very Complex,Whimsical,2015,60,TV-14,"Jennifer Smith,James Smith,Sarah Jones",James Jones,Universal,Basic
CONTENT-000968, Rising Kingdom,A compelling crime that explores themes of time travel with heartfelt storytelling and dynamic characters,Series,Crime,Contemporary,"Revenge quest,Generational conflict,Post-apocalyptic,Identity crisis",Moderate,Intense,2022,45,TV-14,"David Jones,Emily Garcia,Michael Davis",David Johnson,Sony,On-demand
CONTENT-000969, Hidden Destiny,A compelling romance that explores themes of moral ambiguity with gripping storytelling and memorable characters,Documentary,Romance,Contemporary,"Moral ambiguity,Friendship bonds,Love triangle",Complex,Intense,2020,45,PG,"Michael Smith,Robert Brown,Lisa Brown",Emily Jones,Sony,Premium
CONTENT-000970,A Hidden Empire,A compelling comedy that explores themes of mental health with gripping storytelling and layered characters,Special,Comedy,"Satire,Slapstick","Friendship bonds,Betrayal,Love triangle,Historical drama",Very Complex,Serious,2021,90,TV-14,"David Davis,Michael Jones,Emily Williams,James Smith",Jennifer Brown,Netflix Studios,Basic
CONTENT-000971,The Last Saga,A compelling romance that explores themes of revenge quest with nuanced storytelling and complex characters,Sports,Romance,Contemporary,"Corporate intrigue,Family dynamics,Love triangle,Moral ambiguity",Moderate,Dark,2017,45,TV-14,"David Johnson,Michael Miller,Sarah Smith,Robert Davis,David Jones",Robert Brown,Sony,Basic
CONTENT-000972,An Hidden Kingdom,A compelling action that explores themes of artificial intelligence with gripping storytelling and layered characters,Series,Action,"Martial arts,Superhero","Coming of age,Family dynamics,Artificial intelligence,Historical drama",Moderate,Light,2021,45,PG-13,"Lisa Miller,Lisa Smith,Robert Jones,James Davis,Robert Garcia",Robert Johnson,Warner Bros,On-demand
CONTENT-000973,An Hidden Journey,A compelling romance that explores themes of survival with gripping storytelling and memorable characters,Series,Romance,Contemporary,"Post-apocalyptic,Friendship bonds,Time travel",Very Complex,Gritty,2019,60,R,"Lisa Jones,Michael Miller,Jennifer Williams,Robert Johnson,Robert Williams",James Jones,Apple TV+,On-demand
CONTENT-000974, Rising Journey,A compelling thriller that explores themes of political power with nuanced storytelling and dynamic characters,Movie,Thriller,"Political,Legal","Redemption arc,Love triangle,Identity crisis,Generational conflict",Complex,Uplifting,2018,90,PG-13,"David Garcia,Robert Davis,Michael Miller,James Brown,Robert Garcia",James Jones,Amazon Studios,On-demand
CONTENT-000975, Lost Chronicles,A compelling mystery that explores themes of coming of age with intense storytelling and layered characters,Movie,Mystery,General,"Good vs evil,Love triangle",Moderate,Light,2016,60,G,"Emily Garcia,Michael Davis,Michael Jones",Robert Brown,Netflix Studios,On-demand
CONTENT-000976, Rising Destiny,A compelling thriller that explores themes of identity crisis with heartfelt storytelling and dynamic characters,Series,Thriller,"Psychological,Legal","Parallel universes,Survival",Moderate,Whimsical,2017,60,R,"James Garcia,Jennifer Garcia,Emily Brown,James Miller,Emily Miller",James Brown,Disney,On-demand
CONTENT-000977,An Fallen Legacy,A compelling adventure that explores themes of parallel universes with gripping storytelling and dynamic characters,Movie,Adventure,Contemporary,"Survival,Generational conflict,Moral ambiguity,Time travel",Moderate,Uplifting,2024,120,TV-14,"Emily Davis,Jennifer Davis,Sarah Brown,Emily Johnson",Sarah Williams,Paramount,Live
CONTENT-000978, First Kingdom,A compelling fantasy that explores themes of parallel universes with powerful storytelling and dynamic characters,Movie,Fantasy,General,"Parallel universes,Class struggle",Simple,Serious,2024,45,PG,"Emily Williams,Lisa Smith,Lisa Miller,Sarah Williams",Lisa Williams,Apple TV+,On-demand
CONTENT-000979, Hidden Kingdom,A compelling crime that explores themes of class struggle with powerful storytelling and memorable characters,Movie,Crime,Contemporary,"Artificial intelligence,Family dynamics,Class struggle,Coming of age",Very Complex,Intense,2022,45,G,"Michael Johnson,Michael Williams,Emily Miller,David Davis",David Johnson,Netflix Studios,Live
CONTENT-000980,A Lost City,A compelling horror that explores themes of survival with powerful storytelling and layered characters,Documentary,Horror,Contemporary,"Addiction recovery,Identity crisis,Artificial intelligence,Social justice",Moderate,Serious,2023,45,TV-MA,"Emily Davis,Sarah Johnson,Sarah Garcia",David Smith,Warner Bros,On-demand
CONTENT-000981,An Hidden Chronicles,A compelling family that explores themes of artificial intelligence with intense storytelling and layered characters,Movie,Family,Contemporary,"Good vs evil,Post-apocalyptic,Class struggle,Survival",Complex,Dark,2018,150,R,"Lisa Williams,James Garcia,Sarah Johnson,Jennifer Miller,Emily Garcia",Sarah Garcia,Warner Bros,On-demand
CONTENT-000982,The Rising Saga,A compelling scifi that explores themes of betrayal with powerful storytelling and layered characters,Movie,SciFi,"Dystopian,Hard sci-fi","Moral ambiguity,Redemption arc,Coming of age",Complex,Intense,2021,45,PG,"Michael Brown,Lisa Garcia,Lisa Johnson",Jennifer Miller,Universal,On-demand
CONTENT-000983,The Dark Chronicles,A compelling animation that explores themes of political power with heartfelt storytelling and memorable characters,Movie,Animation,General,"Revenge quest,Coming of age",Moderate,Intense,2024,45,PG,"Robert Smith,Robert Jones,Robert Davis,David Smith,Michael Davis",Michael Johnson,NBC Universal,On-demand
CONTENT-000984, Hidden Empire,A compelling fantasy that explores themes of social justice with gripping storytelling and dynamic characters,Movie,Fantasy,General,"Moral ambiguity,Time travel",Simple,Dark,2018,90,R,"Robert Brown,Sarah Davis,Michael Johnson,Robert Brown",David Jones,Universal,Live
CONTENT-000985, Fallen Legacy,A compelling fantasy that explores themes of historical drama with powerful storytelling and memorable characters,Movie,Fantasy,General,"Political power,Survival",Complex,Whimsical,2022,120,TV-MA,"Jennifer Davis,David Brown,James Miller,Jennifer Johnson,Emily Jones",James Jones,Sony,On-demand
CONTENT-000986, Rising City,A compelling drama that explores themes of generational conflict with powerful storytelling and dynamic characters,Series,Drama,"Historical,Political","Generational conflict,Political power,Social justice",Complex,Intense,2021,60,G,"Jennifer Williams,James Smith,Lisa Johnson,James Brown,Jennifer Miller",Lisa Garcia,Disney,Live
CONTENT-000987,The Final Destiny,A compelling animation that explores themes of artificial intelligence with powerful storytelling and memorable characters,Documentary,Animation,Contemporary,"Betrayal,Love triangle",Moderate,Uplifting,2020,90,G,"Lisa Garcia,Lisa Brown,James Smith,David Johnson,Lisa Jones",Robert Jones,Netflix Studios,Basic
CONTENT-000988,The First Saga,A compelling mystery that explores themes of betrayal with gripping storytelling and memorable characters,Movie,Mystery,General,"Survival,Family dynamics,Good vs evil,Love triangle",Complex,Serious,2023,90,G,"Lisa Davis,Emily Miller,Emily Johnson,Jennifer Miller",James Davis,Universal,Live
CONTENT-000989,The Last Journey,A compelling romance that explores themes of post-apocalyptic with heartfelt storytelling and memorable characters,Documentary,Romance,General,"Political power,Redemption arc,Parallel universes",Moderate,Gritty,2024,45,R,"Sarah Johnson,Sarah Miller,James Miller,Robert Garcia",Robert Miller,Sony,Live
CONTENT-000990,The First Chronicles,A compelling horror that explores themes of class struggle with powerful storytelling and complex characters,Series,Horror,Contemporary,"Historical drama,Redemption arc,Parallel universes,Coming of age",Simple,Intense,2022,60,PG,"Robert Brown,David Johnson,Lisa Garcia,James Johnson",Emily Miller,Amazon Studios,On-demand
CONTENT-000991,An Rising Kingdom,A compelling animation that explores themes of generational conflict with intense storytelling and layered characters,Series,Animation,Contemporary,"Social justice,Revenge quest,Artificial intelligence,Betrayal",Moderate,Uplifting,2022,45,G,"Sarah Davis,Michael Johnson,Jennifer Johnson,Emily Johnson",Sarah Williams,Disney,Premium
CONTENT-000992,A Dark Empire,A compelling family that explores themes of good vs evil with intense storytelling and complex characters,Series,Family,General,"Historical drama,Parallel universes,Post-apocalyptic",Complex,Intense,2020,60,TV-14,"James Johnson,Lisa Miller,Emily Williams,James Brown,David Jones",Lisa Jones,Sony,Premium
CONTENT-000993,A Rising Kingdom,A compelling horror that explores themes of revenge quest with powerful storytelling and layered characters,Movie,Horror,General,"Friendship bonds,Class struggle",Complex,Dark,2023,45,TV-14,"Michael Johnson,David Davis,David Brown,Lisa Williams,Lisa Miller",Robert Johnson,Netflix Studios,Premium
CONTENT-000994,An Final Legacy,A compelling documentary that explores themes of good vs evil with heartfelt storytelling and dynamic characters,Series,Documentary,Contemporary,"Parallel universes,Generational conflict,Love triangle,Historical drama",Moderate,Gritty,2016,60,PG,"Jennifer Brown,David Johnson,Sarah Jones,Jennifer Jones",Emily Williams,Universal,On-demand
CONTENT-000995,A Hidden Kingdom,A compelling romance that explores themes of family dynamics with gripping storytelling and memorable characters,Movie,Romance,General,"Love triangle,Redemption arc,Parallel universes,Artificial intelligence",Complex,Uplifting,2023,60,PG,"Michael Jones,Sarah Brown,Robert Smith,Emily Miller,Jennifer Johnson",Lisa Williams,Universal,On-demand
CONTENT-000996, Dark Legacy,A compelling romance that explores themes of survival with nuanced storytelling and memorable characters,Special,Romance,Contemporary,"Class struggle,Good vs evil,Political power",Moderate,Gritty,2015,90,TV-MA,"Jennifer Miller,James Garcia,Jennifer Davis,Robert Garcia,Robert Jones",James Johnson,Universal,On-demand
CONTENT-000997, Last Chronicles,A compelling romance that explores themes of class struggle with powerful storytelling and layered characters,Special,Romance,General,"Love triangle,Family dynamics,Moral ambiguity,Redemption arc",Moderate,Intense,2019,60,TV-MA,"Sarah Johnson,James Miller,Jennifer Davis,Michael Miller",Jennifer Smith,Universal,On-demand
CONTENT-000998, Dark Empire,A compelling mystery that explores themes of redemption arc with nuanced storytelling and layered characters,Movie,Mystery,General,"Corporate intrigue,Identity crisis,Love triangle",Very Complex,Light,2023,45,G,"Jennifer Johnson,David Miller,Robert Brown,James Jones,Jennifer Johnson",Robert Johnson,HBO Max,Live
