@timestamp,event_id,event_title,event_description,alert_message,node_id,node_role,cluster_id,network_region,severity,event_type,consensus_state,affected_peers,score
2026-01-04 20:00:16.497579,EVT-AE552E331C,Split Brain - MME-02 - CENTRAL,Core cluster CLUSTER-WEST-2 detected split-brain condition; nodes MME-02 and peer lost quorum consensus in region CENTRAL. Automatic failover initiated.,ALERT: Split-brain condition on cluster CLUSTER-WEST-2 in CENTRAL requires immediate operator intervention.,MME-02,HSS-SECONDARY,CLUSTER-WEST-2,CENTRAL,HIGH,SPLIT-BRAIN,FOLLOWER,2,46.82
2026-01-15 11:10:24.497579,EVT-69C2B0EBD3,Mme Crash - HSS-04 - WEST,Node HSS-04 on CLUSTER-WEST-1 in WEST entered fault state. MME watchdog triggered process restart after unresponsive health check.,ALERT: MME process crash on HSS-04 in CLUSTER-WEST-1 (WEST). Subscriber failover in progress.,HSS-04,HSS-PRIMARY,CLUSTER-WEST-1,WEST,HIGH,MME-CRASH,LEADER,1,58.3
2025-12-12 14:02:07.497579,EVT-B078EFC638,Mme Crash - MME-08 - CENTRAL,Node MME-08 on CLUSTER-EAST-1 in CENTRAL entered fault state. MME watchdog triggered process restart after unresponsive health check.,ALERT: MME process crash on MME-08 in CLUSTER-EAST-1 (CENTRAL). Subscriber failover in progress.,MME-08,MME-PRIMARY,CLUSTER-EAST-1,CENTRAL,CRITICAL,MME-CRASH,FOLLOWER,1,58.77
2025-12-23 00:41:55.497579,EVT-90418389B6,Mme Crash - HSS-03 - SOUTH,MME node HSS-03 in cluster CLUSTER-WEST-2 (SOUTH) crashed unexpectedly. Core dump captured. Subscribers migrating to standby MME.,ALERT: MME process crash on HSS-03 in CLUSTER-WEST-2 (SOUTH). Subscriber failover in progress.,HSS-03,HSS-SECONDARY,CLUSTER-WEST-2,SOUTH,LOW,MME-CRASH,FOLLOWER,5,86.97
2026-03-05 03:40:00.497579,EVT-6234FADC9F,Mme Crash - MME-06 - CENTRAL,Node MME-06 on CLUSTER-WEST-2 in CENTRAL entered fault state. MME watchdog triggered process restart after unresponsive health check.,ALERT: MME process crash on MME-06 in CLUSTER-WEST-2 (CENTRAL). Subscriber failover in progress.,MME-06,HSS-PRIMARY,CLUSTER-WEST-2,CENTRAL,MEDIUM,MME-CRASH,CANDIDATE,1,15.01
2025-12-22 22:32:47.497579,EVT-681554FA7B,Mme Crash - HSS-05 - SOUTH,Node HSS-05 on CLUSTER-WEST-2 in SOUTH entered fault state. MME watchdog triggered process restart after unresponsive health check.,ALERT: MME process crash on HSS-05 in CLUSTER-WEST-2 (SOUTH). Subscriber failover in progress.,HSS-05,MME-PRIMARY,CLUSTER-WEST-2,SOUTH,HIGH,MME-CRASH,CANDIDATE,3,57.84
2026-01-31 11:18:56.497579,EVT-2C7E97D8F3,Paging Overload - HSS-03 - CENTRAL,MME paging storm detected on CLUSTER-WEST-1 in CENTRAL. Node HSS-03 processing abnormal volume of S1AP paging requests.,ALERT: Paging overload on HSS-03 in CENTRAL. Reduce paging load or increase capacity.,HSS-03,MME-PRIMARY,CLUSTER-WEST-1,CENTRAL,LOW,PAGING-OVERLOAD,SPLIT,2,27.87
2026-01-01 13:41:57.497579,EVT-65D7F762FC,Mme Crash - HSS-03 - CENTRAL,"Process restart detected on HSS-03 in CLUSTER-WEST-1, CENTRAL. S1AP handler terminated with SIGSEGV. Automatic recovery in progress.",ALERT: MME process crash on HSS-03 in CLUSTER-WEST-1 (CENTRAL). Subscriber failover in progress.,HSS-03,PGW,CLUSTER-WEST-1,CENTRAL,LOW,MME-CRASH,FOLLOWER,0,14.06
2025-12-12 14:05:31.497579,EVT-ED975B3423,Mme Crash - MME-04 - CENTRAL,"Process restart detected on MME-04 in CLUSTER-EAST-1, CENTRAL. S1AP handler terminated with SIGSEGV. Automatic recovery in progress.",ALERT: MME process crash on MME-04 in CLUSTER-EAST-1 (CENTRAL). Subscriber failover in progress.,MME-04,SGW,CLUSTER-EAST-1,CENTRAL,CRITICAL,MME-CRASH,SPLIT,5,32.05
2025-12-25 05:34:21.497579,EVT-FAF7641D94,Normal Operation - MME-03 - NORTH,"Scheduled maintenance window completed on MME-03 in CLUSTER-CENTRAL-1, NORTH. All services restored.",INFO: No active alerts for MME-03 in CLUSTER-CENTRAL-1 (NORTH). System nominal.,MME-03,HSS-PRIMARY,CLUSTER-CENTRAL-1,NORTH,INFO,NORMAL-OPERATION,UNKNOWN,3,20.45
2026-01-15 08:51:58.497579,EVT-2C012891EB,Mme Crash - MME-03 - WEST,Node MME-03 on CLUSTER-WEST-1 in WEST entered fault state. MME watchdog triggered process restart after unresponsive health check.,ALERT: MME process crash on MME-03 in CLUSTER-WEST-1 (WEST). Subscriber failover in progress.,MME-03,MME-SECONDARY,CLUSTER-WEST-1,WEST,MEDIUM,MME-CRASH,FOLLOWER,4,56.75
2025-12-12 14:52:55.497579,EVT-13642C6E8B,Mme Crash - HSS-03 - CENTRAL,"Process restart detected on HSS-03 in CLUSTER-EAST-1, CENTRAL. S1AP handler terminated with SIGSEGV. Automatic recovery in progress.",ALERT: MME process crash on HSS-03 in CLUSTER-EAST-1 (CENTRAL). Subscriber failover in progress.,HSS-03,SGW,CLUSTER-EAST-1,CENTRAL,CRITICAL,MME-CRASH,CANDIDATE,4,54.33
2025-12-24 17:08:56.497579,EVT-F1BB4EA509,Resource Exhaustion - MME-05 - NORTH,"File descriptor exhaustion on MME-05 in CLUSTER-WEST-1, NORTH. S1AP connections being refused due to OS resource limits.",ALERT: Resource exhaustion on MME-05 in CLUSTER-WEST-1 (NORTH). Capacity intervention required.,MME-05,MME-PRIMARY,CLUSTER-WEST-1,NORTH,CRITICAL,RESOURCE-EXHAUSTION,FOLLOWER,1,17.61
2025-12-20 21:20:33.497579,EVT-AE9337438E,Mme Crash - HSS-03 - NORTH,Node HSS-03 on CLUSTER-EAST-2 in NORTH entered fault state. MME watchdog triggered process restart after unresponsive health check.,ALERT: MME process crash on HSS-03 in CLUSTER-EAST-2 (NORTH). Subscriber failover in progress.,HSS-03,SGW,CLUSTER-EAST-2,NORTH,HIGH,MME-CRASH,LEADER,5,4.04
2026-01-31 15:38:38.497579,EVT-777216B92A,Auth Failure Burst - MME-03 - WEST,HSS returning repeated authentication failures for subscribers homed on MME-03 in WEST. Cluster CLUSTER-WEST-1 flagged for investigation.,ALERT: Mass auth failure detected on CLUSTER-WEST-1 in WEST. Check HSS health and S6a connectivity.,MME-03,MME-SECONDARY,CLUSTER-WEST-1,WEST,MEDIUM,AUTH-FAILURE-BURST,LEADER,1,57.24
2026-01-06 23:28:54.497579,EVT-86FFB28405,Paging Overload - MME-03 - SOUTH,Paging channel saturation on MME-03 in SOUTH. Cluster CLUSTER-WEST-2 applying paging rate limiting to protect RAN interface.,ALERT: Paging overload on MME-03 in SOUTH. Reduce paging load or increase capacity.,MME-03,MME-SECONDARY,CLUSTER-WEST-2,SOUTH,LOW,PAGING-OVERLOAD,LEADER,1,39.94
2026-01-04 20:25:05.497579,EVT-515462E612,Ss7 Attack - MME-08 - CENTRAL,Suspected SS7 MAP attack detected on MME-08 in CENTRAL. Cluster CLUSTER-WEST-1 logging abnormal MAP-SendRoutingInfo flood from foreign PLMN.,ALERT: SS7 security attack suspected on MME-08 in CENTRAL. Engage security team immediately.,MME-08,HSS-SECONDARY,CLUSTER-WEST-1,CENTRAL,CRITICAL,SS7-ATTACK,FOLLOWER,3,67.6
2026-01-15 07:53:22.497579,EVT-2C2215DEE1,Mme Crash - HSS-05 - WEST,"Process restart detected on HSS-05 in CLUSTER-WEST-1, WEST. S1AP handler terminated with SIGSEGV. Automatic recovery in progress.",ALERT: MME process crash on HSS-05 in CLUSTER-WEST-1 (WEST). Subscriber failover in progress.,HSS-05,PGW,CLUSTER-WEST-1,WEST,MEDIUM,MME-CRASH,FOLLOWER,2,68.58
2025-12-23 00:54:31.497579,EVT-C60FCFAA1E,Mme Crash - MME-08 - SOUTH,"Process restart detected on MME-08 in CLUSTER-WEST-2, SOUTH. S1AP handler terminated with SIGSEGV. Automatic recovery in progress.",ALERT: MME process crash on MME-08 in CLUSTER-WEST-2 (SOUTH). Subscriber failover in progress.,MME-08,MME-PRIMARY,CLUSTER-WEST-2,SOUTH,HIGH,MME-CRASH,LEADER,0,68.43
2025-12-20 21:58:44.497579,EVT-C1F0515C9B,Mme Crash - HSS-05 - NORTH,Node HSS-05 on CLUSTER-EAST-2 in NORTH entered fault state. MME watchdog triggered process restart after unresponsive health check.,ALERT: MME process crash on HSS-05 in CLUSTER-EAST-2 (NORTH). Subscriber failover in progress.,HSS-05,MME-PRIMARY,CLUSTER-EAST-2,NORTH,HIGH,MME-CRASH,FOLLOWER,0,67.21
2026-02-19 17:52:19.497579,EVT-F3681837EE,Resource Exhaustion - HSS-02 - SOUTH,Memory pressure on HSS-02 in SOUTH. Cluster CLUSTER-CENTRAL-1 reporting heap utilization above 90% on MME process.,ALERT: Resource exhaustion on HSS-02 in CLUSTER-CENTRAL-1 (SOUTH). Capacity intervention required.,HSS-02,HSS-PRIMARY,CLUSTER-CENTRAL-1,SOUTH,HIGH,RESOURCE-EXHAUSTION,CANDIDATE,3,22.04
2026-01-31 13:58:37.497579,EVT-A81929DD08,Auth Failure Burst - HSS-01 - WEST,Mass authentication failure burst detected on CLUSTER-WEST-1 in WEST. Node HSS-01 logging elevated HSS reject rate over past 15 minutes.,ALERT: Mass auth failure detected on CLUSTER-WEST-1 in WEST. Check HSS health and S6a connectivity.,HSS-01,HSS-SECONDARY,CLUSTER-WEST-1,WEST,CRITICAL,AUTH-FAILURE-BURST,FOLLOWER,4,60.33
2026-02-09 12:46:01.497579,EVT-D8BE1AD7EE,Resource Exhaustion - HSS-02 - SOUTH,"Resource exhaustion on HSS-02 in CLUSTER-CENTRAL-1 (SOUTH): CPU at critical threshold, NAS processing queue backing up.",ALERT: Resource exhaustion on HSS-02 in CLUSTER-CENTRAL-1 (SOUTH). Capacity intervention required.,HSS-02,HSS-SECONDARY,CLUSTER-CENTRAL-1,SOUTH,LOW,RESOURCE-EXHAUSTION,FOLLOWER,0,22.62
2026-01-04 19:15:50.497579,EVT-FB249FA414,Ss7 Attack - MME-01 - CENTRAL,SS7 security alert: node MME-01 in CLUSTER-WEST-1 (CENTRAL) receiving unsolicited MAP location update requests from unregistered network.,ALERT: SS7 security attack suspected on MME-01 in CENTRAL. Engage security team immediately.,MME-01,MME-SECONDARY,CLUSTER-WEST-1,CENTRAL,CRITICAL,SS7-ATTACK,LEADER,2,55.4
2025-12-22 23:42:39.497579,EVT-32E6D16114,Mme Crash - MME-05 - SOUTH,MME node MME-05 in cluster CLUSTER-WEST-2 (SOUTH) crashed unexpectedly. Core dump captured. Subscribers migrating to standby MME.,ALERT: MME process crash on MME-05 in CLUSTER-WEST-2 (SOUTH). Subscriber failover in progress.,MME-05,MME-PRIMARY,CLUSTER-WEST-2,SOUTH,CRITICAL,MME-CRASH,FOLLOWER,3,77.8
2026-01-15 09:26:47.497579,EVT-42F2836F2C,Mme Crash - HSS-02 - WEST,Node HSS-02 on CLUSTER-WEST-1 in WEST entered fault state. MME watchdog triggered process restart after unresponsive health check.,ALERT: MME process crash on HSS-02 in CLUSTER-WEST-1 (WEST). Subscriber failover in progress.,HSS-02,MME-PRIMARY,CLUSTER-WEST-1,WEST,CRITICAL,MME-CRASH,FOLLOWER,3,79.75
2026-01-01 11:44:57.497579,EVT-CE090D73B9,Resource Exhaustion - MME-05 - CENTRAL,Memory pressure on MME-05 in CENTRAL. Cluster CLUSTER-WEST-1 reporting heap utilization above 90% on MME process.,ALERT: Resource exhaustion on MME-05 in CLUSTER-WEST-1 (CENTRAL). Capacity intervention required.,MME-05,MME-PRIMARY,CLUSTER-WEST-1,CENTRAL,LOW,RESOURCE-EXHAUSTION,CANDIDATE,1,51.15
2026-01-28 16:03:47.497579,EVT-88413FA46F,Split Brain - MME-05 - CENTRAL,"Network partition detected on CLUSTER-EAST-2 in CENTRAL. Node MME-05 isolated from cluster majority, triggering emergency re-election.",ALERT: Split-brain condition on cluster CLUSTER-EAST-2 in CENTRAL requires immediate operator intervention.,MME-05,SGW,CLUSTER-EAST-2,CENTRAL,MEDIUM,SPLIT-BRAIN,FOLLOWER,4,36.21
2025-12-12 15:27:34.497579,EVT-999674D305,Mme Crash - MME-05 - CENTRAL,Node MME-05 on CLUSTER-EAST-1 in CENTRAL entered fault state. MME watchdog triggered process restart after unresponsive health check.,ALERT: MME process crash on MME-05 in CLUSTER-EAST-1 (CENTRAL). Subscriber failover in progress.,MME-05,MME-PRIMARY,CLUSTER-EAST-1,CENTRAL,MEDIUM,MME-CRASH,LEADER,0,82.33
2026-02-28 02:40:10.497579,EVT-D5A2B0D5F6,Auth Failure Burst - HSS-05 - NORTH,Mass authentication failure burst detected on CLUSTER-EAST-2 in NORTH. Node HSS-05 logging elevated HSS reject rate over past 15 minutes.,ALERT: Mass auth failure detected on CLUSTER-EAST-2 in NORTH. Check HSS health and S6a connectivity.,HSS-05,MME-PRIMARY,CLUSTER-EAST-2,NORTH,MEDIUM,AUTH-FAILURE-BURST,FOLLOWER,0,1.01
2025-12-20 18:09:33.497579,EVT-BC1B9A37AA,Mme Crash - HSS-02 - NORTH,Node HSS-02 on CLUSTER-EAST-2 in NORTH entered fault state. MME watchdog triggered process restart after unresponsive health check.,ALERT: MME process crash on HSS-02 in CLUSTER-EAST-2 (NORTH). Subscriber failover in progress.,HSS-02,MME-PRIMARY,CLUSTER-EAST-2,NORTH,HIGH,MME-CRASH,CANDIDATE,3,83.99
2026-01-21 23:43:47.497579,EVT-0AEB64999F,Hss Sync Failure - MME-02 - NORTH,HSS database synchronization failure on CLUSTER-EAST-2 in NORTH. Node MME-02 reporting inconsistent subscriber profile data.,ALERT: HSS sync failure on CLUSTER-EAST-2 in NORTH. Authentication service may be degraded.,MME-02,SGW,CLUSTER-EAST-2,NORTH,MEDIUM,HSS-SYNC-FAILURE,FOLLOWER,0,72.92
2026-03-05 04:02:55.497579,EVT-374153F980,Rogue Access - MME-03 - EAST,Rogue network access attempt detected at MME-03 in EAST. Cluster CLUSTER-EAST-2 blocking unauthorized PLMN attach request.,ALERT: Rogue access attempt on CLUSTER-EAST-2 in EAST. Review firewall and roaming policy.,MME-03,MME-SECONDARY,CLUSTER-EAST-2,EAST,MEDIUM,ROGUE-ACCESS,LEADER,5,49.76
2026-01-28 15:53:30.497579,EVT-28CEA4E665,Split Brain - HSS-05 - CENTRAL,Core cluster CLUSTER-EAST-2 detected split-brain condition; nodes HSS-05 and peer lost quorum consensus in region CENTRAL. Automatic failover initiated.,ALERT: Split-brain condition on cluster CLUSTER-EAST-2 in CENTRAL requires immediate operator intervention.,HSS-05,MME-PRIMARY,CLUSTER-EAST-2,CENTRAL,HIGH,SPLIT-BRAIN,FOLLOWER,3,59.24
2025-12-22 23:36:50.497579,EVT-D0261C1E4D,Mme Crash - MME-06 - SOUTH,"Process restart detected on MME-06 in CLUSTER-WEST-2, SOUTH. S1AP handler terminated with SIGSEGV. Automatic recovery in progress.",ALERT: MME process crash on MME-06 in CLUSTER-WEST-2 (SOUTH). Subscriber failover in progress.,MME-06,SGW,CLUSTER-WEST-2,SOUTH,CRITICAL,MME-CRASH,CANDIDATE,4,39.7
2026-02-26 22:25:15.497579,EVT-B4E72FDBF4,Handover Cascade - MME-06 - EAST,Cell tower handoff cascade detected on MME-06 in EAST. Cluster CLUSTER-WEST-1 logging sequential inter-frequency handover failures.,ALERT: Handover cascade failure on CLUSTER-WEST-1 in EAST. RAN coordination required.,MME-06,HSS-PRIMARY,CLUSTER-WEST-1,EAST,MEDIUM,HANDOVER-CASCADE,FOLLOWER,0,21.27
2026-01-31 14:11:38.497579,EVT-EB963C603F,Auth Failure Burst - MME-06 - WEST,HSS returning repeated authentication failures for subscribers homed on MME-06 in WEST. Cluster CLUSTER-WEST-1 flagged for investigation.,ALERT: Mass auth failure detected on CLUSTER-WEST-1 in WEST. Check HSS health and S6a connectivity.,MME-06,HSS-SECONDARY,CLUSTER-WEST-1,WEST,HIGH,AUTH-FAILURE-BURST,FOLLOWER,5,63.92
2026-01-02 22:55:00.497579,EVT-3C0FA41BDD,Auth Failure Burst - MME-05 - CENTRAL,Authentication failure spike on CLUSTER-EAST-1: node MME-05 in CENTRAL recording abnormal EAP-AKA failure rate. Possible HSS sync issue.,ALERT: Mass auth failure detected on CLUSTER-EAST-1 in CENTRAL. Check HSS health and S6a connectivity.,MME-05,PGW,CLUSTER-EAST-1,CENTRAL,HIGH,AUTH-FAILURE-BURST,LEADER,2,21.83
2026-03-02 18:48:19.497579,EVT-4C61F45B9A,Rogue Access - MME-02 - CENTRAL,Security alert on MME-02 in CLUSTER-EAST-2 (CENTRAL): abnormal international roaming pattern suggests misconfig or active attack.,ALERT: Rogue access attempt on CLUSTER-EAST-2 in CENTRAL. Review firewall and roaming policy.,MME-02,HSS-PRIMARY,CLUSTER-EAST-2,CENTRAL,INFO,ROGUE-ACCESS,FOLLOWER,4,17.6
2025-12-20 21:45:32.497579,EVT-F38614B709,Mme Crash - HSS-02 - NORTH,"Process restart detected on HSS-02 in CLUSTER-EAST-2, NORTH. S1AP handler terminated with SIGSEGV. Automatic recovery in progress.",ALERT: MME process crash on HSS-02 in CLUSTER-EAST-2 (NORTH). Subscriber failover in progress.,HSS-02,SGW,CLUSTER-EAST-2,NORTH,CRITICAL,MME-CRASH,FOLLOWER,0,79.94
2026-01-28 17:32:34.497579,EVT-5EEF075854,Split Brain - MME-02 - CENTRAL,Core cluster CLUSTER-EAST-2 detected split-brain condition; nodes MME-02 and peer lost quorum consensus in region CENTRAL. Automatic failover initiated.,ALERT: Split-brain condition on cluster CLUSTER-EAST-2 in CENTRAL requires immediate operator intervention.,MME-02,SGW,CLUSTER-EAST-2,CENTRAL,HIGH,SPLIT-BRAIN,LEADER,5,39.8
2026-02-08 09:28:43.497579,EVT-7E7EFFD167,Ss7 Attack - MME-02 - WEST,Suspected SS7 MAP attack detected on MME-02 in WEST. Cluster CLUSTER-EAST-2 logging abnormal MAP-SendRoutingInfo flood from foreign PLMN.,ALERT: SS7 security attack suspected on MME-02 in WEST. Engage security team immediately.,MME-02,MME-SECONDARY,CLUSTER-EAST-2,WEST,HIGH,SS7-ATTACK,FOLLOWER,2,7.76
2026-01-04 20:36:38.497579,EVT-1E8FD9C6A0,Ss7 Attack - MME-08 - CENTRAL,Rogue SS7 signaling detected targeting MME-08 on CLUSTER-WEST-1 in CENTRAL. Possible subscriber tracking or interception attempt.,ALERT: SS7 security attack suspected on MME-08 in CENTRAL. Engage security team immediately.,MME-08,MME-PRIMARY,CLUSTER-WEST-1,CENTRAL,CRITICAL,SS7-ATTACK,FOLLOWER,1,86.69
2026-01-21 20:33:12.497579,EVT-F790F14D00,Hss Sync Failure - HSS-06 - NORTH,HSS database synchronization failure on CLUSTER-EAST-2 in NORTH. Node HSS-06 reporting inconsistent subscriber profile data.,ALERT: HSS sync failure on CLUSTER-EAST-2 in NORTH. Authentication service may be degraded.,HSS-06,MME-PRIMARY,CLUSTER-EAST-2,NORTH,HIGH,HSS-SYNC-FAILURE,SPLIT,5,94.53
2026-01-22 05:21:14.497579,EVT-16A00E9B9A,Resource Exhaustion - MME-02 - CENTRAL,"File descriptor exhaustion on MME-02 in CLUSTER-EAST-1, CENTRAL. S1AP connections being refused due to OS resource limits.",ALERT: Resource exhaustion on MME-02 in CLUSTER-EAST-1 (CENTRAL). Capacity intervention required.,MME-02,SGW,CLUSTER-EAST-1,CENTRAL,LOW,RESOURCE-EXHAUSTION,FOLLOWER,0,20.18
2026-01-04 19:50:34.497579,EVT-DC11A548FF,Ss7 Attack - MME-07 - CENTRAL,SS7 security alert: node MME-07 in CLUSTER-WEST-1 (CENTRAL) receiving unsolicited MAP location update requests from unregistered network.,ALERT: SS7 security attack suspected on MME-07 in CENTRAL. Engage security team immediately.,MME-07,PGW,CLUSTER-WEST-1,CENTRAL,HIGH,SS7-ATTACK,FOLLOWER,5,20.0
2026-01-21 21:54:39.497579,EVT-600FD73B69,Hss Sync Failure - HSS-01 - NORTH,HSS database synchronization failure on CLUSTER-EAST-2 in NORTH. Node HSS-01 reporting inconsistent subscriber profile data.,ALERT: HSS sync failure on CLUSTER-EAST-2 in NORTH. Authentication service may be degraded.,HSS-01,HSS-SECONDARY,CLUSTER-EAST-2,NORTH,CRITICAL,HSS-SYNC-FAILURE,SPLIT,0,57.38
2025-12-12 18:59:13.497579,EVT-EC4D7E8FC1,Mme Crash - HSS-06 - CENTRAL,Node HSS-06 on CLUSTER-EAST-1 in CENTRAL entered fault state. MME watchdog triggered process restart after unresponsive health check.,ALERT: MME process crash on HSS-06 in CLUSTER-EAST-1 (CENTRAL). Subscriber failover in progress.,HSS-06,MME-SECONDARY,CLUSTER-EAST-1,CENTRAL,INFO,MME-CRASH,SPLIT,5,21.35
2026-01-15 12:50:35.497579,EVT-13F374CD79,Mme Crash - HSS-04 - WEST,MME node HSS-04 in cluster CLUSTER-WEST-1 (WEST) crashed unexpectedly. Core dump captured. Subscribers migrating to standby MME.,ALERT: MME process crash on HSS-04 in CLUSTER-WEST-1 (WEST). Subscriber failover in progress.,HSS-04,MME-PRIMARY,CLUSTER-WEST-1,WEST,MEDIUM,MME-CRASH,CANDIDATE,5,30.97
2026-01-28 16:56:20.497579,EVT-0660D2C266,Split Brain - MME-02 - CENTRAL,Split-brain event on CLUSTER-EAST-2: node MME-02 in CENTRAL cannot reach majority peers. Consensus state transitioned to CANDIDATE.,ALERT: Split-brain condition on cluster CLUSTER-EAST-2 in CENTRAL requires immediate operator intervention.,MME-02,MME-PRIMARY,CLUSTER-EAST-2,CENTRAL,LOW,SPLIT-BRAIN,UNKNOWN,3,65.78
2025-12-12 13:52:43.497579,EVT-3C28A1D1F7,Mme Crash - HSS-04 - CENTRAL,Node HSS-04 on CLUSTER-EAST-1 in CENTRAL entered fault state. MME watchdog triggered process restart after unresponsive health check.,ALERT: MME process crash on HSS-04 in CLUSTER-EAST-1 (CENTRAL). Subscriber failover in progress.,HSS-04,HSS-SECONDARY,CLUSTER-EAST-1,CENTRAL,MEDIUM,MME-CRASH,UNKNOWN,3,40.04
2026-01-15 09:53:33.497579,EVT-3A3C900515,Mme Crash - MME-06 - WEST,Node MME-06 on CLUSTER-WEST-1 in WEST entered fault state. MME watchdog triggered process restart after unresponsive health check.,ALERT: MME process crash on MME-06 in CLUSTER-WEST-1 (WEST). Subscriber failover in progress.,MME-06,HSS-PRIMARY,CLUSTER-WEST-1,WEST,MEDIUM,MME-CRASH,LEADER,2,63.31
2025-12-12 17:41:38.497579,EVT-08F4268A6F,Mme Crash - MME-04 - CENTRAL,Node MME-04 on CLUSTER-EAST-1 in CENTRAL entered fault state. MME watchdog triggered process restart after unresponsive health check.,ALERT: MME process crash on MME-04 in CLUSTER-EAST-1 (CENTRAL). Subscriber failover in progress.,MME-04,PGW,CLUSTER-EAST-1,CENTRAL,MEDIUM,MME-CRASH,LEADER,0,66.73
2026-02-15 23:35:00.497579,EVT-518A06DEB9,Auth Failure Burst - HSS-04 - SOUTH,Mass authentication failure burst detected on CLUSTER-CENTRAL-1 in SOUTH. Node HSS-04 logging elevated HSS reject rate over past 15 minutes.,ALERT: Mass auth failure detected on CLUSTER-CENTRAL-1 in SOUTH. Check HSS health and S6a connectivity.,HSS-04,MME-SECONDARY,CLUSTER-CENTRAL-1,SOUTH,HIGH,AUTH-FAILURE-BURST,FOLLOWER,3,54.65
2026-01-15 13:02:47.497579,EVT-C7A6F441EE,Mme Crash - HSS-03 - WEST,"Process restart detected on HSS-03 in CLUSTER-WEST-1, WEST. S1AP handler terminated with SIGSEGV. Automatic recovery in progress.",ALERT: MME process crash on HSS-03 in CLUSTER-WEST-1 (WEST). Subscriber failover in progress.,HSS-03,MME-SECONDARY,CLUSTER-WEST-1,WEST,CRITICAL,MME-CRASH,CANDIDATE,5,74.3
2025-12-12 19:27:17.497579,EVT-DACBF13545,Mme Crash - HSS-04 - CENTRAL,"Process restart detected on HSS-04 in CLUSTER-EAST-1, CENTRAL. S1AP handler terminated with SIGSEGV. Automatic recovery in progress.",ALERT: MME process crash on HSS-04 in CLUSTER-EAST-1 (CENTRAL). Subscriber failover in progress.,HSS-04,MME-PRIMARY,CLUSTER-EAST-1,CENTRAL,CRITICAL,MME-CRASH,FOLLOWER,4,62.52
2026-01-28 18:22:54.497579,EVT-E233875134,Normal Operation - MME-01 - NORTH,"Routine status update from MME-01 in NORTH: cluster CLUSTER-WEST-1 nominal, no active alarms.",INFO: No active alerts for MME-01 in CLUSTER-WEST-1 (NORTH). System nominal.,MME-01,HSS-SECONDARY,CLUSTER-WEST-1,NORTH,MEDIUM,NORMAL-OPERATION,FOLLOWER,5,59.24
2026-01-15 09:20:25.497579,EVT-D850E1AC2D,Mme Crash - MME-04 - WEST,MME node MME-04 in cluster CLUSTER-WEST-1 (WEST) crashed unexpectedly. Core dump captured. Subscribers migrating to standby MME.,ALERT: MME process crash on MME-04 in CLUSTER-WEST-1 (WEST). Subscriber failover in progress.,MME-04,MME-SECONDARY,CLUSTER-WEST-1,WEST,HIGH,MME-CRASH,CANDIDATE,2,65.74
2026-01-28 19:58:24.497579,EVT-A87174064F,Split Brain - MME-05 - CENTRAL,Split-brain event on CLUSTER-EAST-2: node MME-05 in CENTRAL cannot reach majority peers. Consensus state transitioned to CANDIDATE.,ALERT: Split-brain condition on cluster CLUSTER-EAST-2 in CENTRAL requires immediate operator intervention.,MME-05,PGW,CLUSTER-EAST-2,CENTRAL,HIGH,SPLIT-BRAIN,FOLLOWER,0,74.55
2026-01-04 20:10:25.497579,EVT-4E4A9D2B9A,Ss7 Attack - MME-06 - CENTRAL,SS7 security alert: node MME-06 in CLUSTER-WEST-1 (CENTRAL) receiving unsolicited MAP location update requests from unregistered network.,ALERT: SS7 security attack suspected on MME-06 in CENTRAL. Engage security team immediately.,MME-06,HSS-PRIMARY,CLUSTER-WEST-1,CENTRAL,CRITICAL,SS7-ATTACK,FOLLOWER,3,87.51
2026-03-01 15:13:46.497579,EVT-979963BF47,Mme Crash - MME-05 - CENTRAL,"Process restart detected on MME-05 in CLUSTER-EAST-1, CENTRAL. S1AP handler terminated with SIGSEGV. Automatic recovery in progress.",ALERT: MME process crash on MME-05 in CLUSTER-EAST-1 (CENTRAL). Subscriber failover in progress.,MME-05,SGW,CLUSTER-EAST-1,CENTRAL,LOW,MME-CRASH,LEADER,4,55.2
2026-02-15 18:18:22.497579,EVT-6E9AFBADBD,Normal Operation - MME-01 - EAST,"Scheduled maintenance window completed on MME-01 in CLUSTER-WEST-1, EAST. All services restored.",INFO: No active alerts for MME-01 in CLUSTER-WEST-1 (EAST). System nominal.,MME-01,SGW,CLUSTER-WEST-1,EAST,LOW,NORMAL-OPERATION,UNKNOWN,0,16.84
2025-12-22 23:31:19.497579,EVT-7EB4B9A284,Mme Crash - MME-02 - SOUTH,MME node MME-02 in cluster CLUSTER-WEST-2 (SOUTH) crashed unexpectedly. Core dump captured. Subscribers migrating to standby MME.,ALERT: MME process crash on MME-02 in CLUSTER-WEST-2 (SOUTH). Subscriber failover in progress.,MME-02,MME-SECONDARY,CLUSTER-WEST-2,SOUTH,INFO,MME-CRASH,FOLLOWER,5,70.11
2025-12-25 16:29:51.497579,EVT-F88AC3BACF,Auth Failure Burst - MME-05 - NORTH,Mass authentication failure burst detected on CLUSTER-WEST-1 in NORTH. Node MME-05 logging elevated HSS reject rate over past 15 minutes.,ALERT: Mass auth failure detected on CLUSTER-WEST-1 in NORTH. Check HSS health and S6a connectivity.,MME-05,HSS-SECONDARY,CLUSTER-WEST-1,NORTH,HIGH,AUTH-FAILURE-BURST,SPLIT,1,45.31
