asset_id,asset_name,asset_description,asset_type,brand_name,customer_account_id,tags,file_format,created_date,last_modified,usage_count,approval_status,content_category
ASSET00001802,Campaign Banner 1802,Eye-catching campaign banner optimized for web and mobile platforms,document,Brand Alpha,CUST000018,"brand,digital,campaign",psd,2025-09-25 06:39:59.853910,2025-10-12 21:24:02.853910,187,approved,internal
ASSET00001803,Event Poster 1803,Email header design optimized for various email clients and devices,video,Brand Gamma,CUST000183,"campaign,digital",svg,2025-08-03 15:51:55.853910,2025-10-19 05:01:59.853910,365,draft,internal
ASSET00001804,Video Ad 1804,Customizable marketing template with brand colors and typography,template,Brand Gamma,CUST000058,"campaign,digital",jpg,2025-07-15 22:17:14.853910,2025-09-12 06:15:45.853910,52,approved,product
ASSET00001805,Campaign Banner 1805,Professional product photography showcasing key features and benefits,image,Brand Gamma,CUST000005,"social,product",pdf,2025-09-20 12:50:15.853910,2025-11-06 07:09:59.853910,449,approved,campaign
ASSET00001806,Social Post 1806,"Complete brand identity guidelines including logos, colors, and usage rules",template,Brand Alpha,CUST000191,brand,pdf,2025-09-28 12:39:13.853910,2025-07-29 12:09:11.853910,105,pending,campaign
ASSET00001807,Email Header 1807,Dynamic video advertisement highlighting product value proposition,document,Brand Beta,CUST000152,"product,campaign",pdf,2025-08-15 06:53:49.853910,2025-10-17 12:47:35.853910,267,approved,campaign
ASSET00001808,Product Demo 1808,Professional product photography showcasing key features and benefits,template,Brand Omega,CUST000039,social,mp4,2025-09-08 10:19:33.853910,2025-07-30 06:40:29.853910,275,approved,brand_guidelines
ASSET00001809,Brand Guidelines 1809,Email header design optimized for various email clients and devices,logo,Brand Alpha,CUST000127,"marketing,social,product",png,2025-10-17 12:00:06.853910,2025-10-26 18:48:58.853910,239,draft,brand_guidelines
ASSET00001810,Product Demo 1810,Professional product photography showcasing key features and benefits,image,Brand Gamma,CUST000184,"campaign,marketing",ai,2025-08-19 12:18:40.853910,2025-07-20 11:18:02.853910,411,rejected,internal
ASSET00001811,Social Post 1811,"Complete brand identity guidelines including logos, colors, and usage rules",logo,Brand Omega,CUST000050,"brand,campaign",pdf,2025-09-03 06:16:09.853910,2025-09-30 01:49:00.853910,112,approved,marketing
ASSET00001812,Email Header 1812,Professional product photography showcasing key features and benefits,document,Brand Beta,CUST000062,social,pdf,2025-09-13 23:46:06.853910,2025-08-14 07:27:39.853910,426,approved,marketing
ASSET00001813,Product Shot 1813,Engaging social media content designed for maximum audience engagement,video,Brand Beta,CUST000034,campaign,psd,2025-08-04 15:39:27.853910,2025-08-07 12:10:47.853910,494,approved,internal
ASSET00001814,Email Header 1814,Comprehensive product demonstration video with detailed feature walkthrough,audio,Brand Delta,CUST000197,"marketing,campaign,digital",svg,2025-10-09 02:50:01.853910,2025-07-25 11:28:58.853910,163,rejected,social
ASSET00001815,Product Shot 1815,Email header design optimized for various email clients and devices,audio,Brand Delta,CUST000132,"brand,digital",png,2025-11-07 02:22:37.853910,2025-09-25 22:34:04.853910,219,approved,product
ASSET00001816,Campaign Banner 1816,Professional product photography showcasing key features and benefits,template,Brand Delta,CUST000027,"digital,social,product",png,2025-10-28 06:20:21.853910,2025-07-16 21:25:09.853910,462,pending,internal
ASSET00001817,Video Ad 1817,Dynamic video advertisement highlighting product value proposition,image,Brand Beta,CUST000139,"social,marketing,campaign",ai,2025-09-01 16:36:07.853910,2025-11-10 06:35:13.853910,412,pending,product
ASSET00001818,Social Post 1818,Professional product photography showcasing key features and benefits,template,Brand Delta,CUST000146,"campaign,brand,digital",png,2025-10-08 02:53:55.853910,2025-10-11 16:12:11.853910,339,draft,marketing
ASSET00001819,Email Header 1819,Email header design optimized for various email clients and devices,image,Brand Gamma,CUST000119,brand,mp3,2025-07-15 16:19:10.853910,2025-09-12 11:05:28.853910,260,approved,social
ASSET00001820,Social Post 1820,Comprehensive product demonstration video with detailed feature walkthrough,video,Brand Beta,CUST000188,social,svg,2025-09-13 22:18:55.853910,2025-08-06 21:43:52.853910,364,draft,product
ASSET00001821,Event Poster 1821,Event promotional poster with compelling visuals and clear call-to-action,template,Brand Alpha,CUST000200,"campaign,marketing,social",svg,2025-08-24 00:22:51.853910,2025-08-04 11:19:39.853910,58,approved,social
ASSET00001822,Video Ad 1822,"Complete brand identity guidelines including logos, colors, and usage rules",audio,Brand Gamma,CUST000017,product,mp3,2025-11-11 03:12:58.853910,2025-10-22 03:02:43.853910,259,pending,brand_guidelines
ASSET00001823,Email Header 1823,Engaging social media content designed for maximum audience engagement,audio,Brand Alpha,CUST000091,"campaign,product",jpg,2025-08-11 17:07:22.853910,2025-09-20 16:06:25.853910,108,approved,marketing
ASSET00001824,Product Demo 1824,"Complete brand identity guidelines including logos, colors, and usage rules",document,Brand Beta,CUST000181,"brand,digital,marketing",svg,2025-09-12 05:55:10.853910,2025-09-06 00:52:19.853910,314,rejected,marketing
ASSET00001825,Social Post 1825,"Complete brand identity guidelines including logos, colors, and usage rules",video,Brand Beta,CUST000112,"campaign,marketing",pdf,2025-08-28 02:24:02.853910,2025-11-10 06:06:03.853910,129,pending,marketing
ASSET00001826,Product Shot 1826,Engaging social media content designed for maximum audience engagement,document,Brand Alpha,CUST000160,"brand,product",jpg,2025-10-31 05:34:44.853910,2025-08-27 08:52:14.853910,467,draft,marketing
ASSET00001827,Product Demo 1827,Email header design optimized for various email clients and devices,logo,Brand Alpha,CUST000078,"campaign,digital,brand",ai,2025-07-25 17:22:09.853910,2025-07-31 23:50:33.853910,80,pending,social
ASSET00001828,Product Shot 1828,High-resolution brand logo for digital and print use with transparent background,audio,Brand Gamma,CUST000062,social,ai,2025-10-19 19:15:34.853910,2025-09-22 09:11:44.853910,127,approved,product
ASSET00001829,Brand Guidelines 1829,Customizable marketing template with brand colors and typography,image,Brand Gamma,CUST000102,digital,pdf,2025-09-06 08:24:18.853910,2025-08-12 05:19:12.853910,91,approved,social
ASSET00001830,Marketing Template 1830,Email header design optimized for various email clients and devices,document,Brand Beta,CUST000005,product,jpg,2025-10-28 20:46:36.853910,2025-10-26 09:01:36.853910,15,draft,marketing
ASSET00001831,Campaign Banner 1831,Eye-catching campaign banner optimized for web and mobile platforms,audio,Brand Alpha,CUST000044,"product,marketing,social",png,2025-08-21 16:41:24.853910,2025-11-11 21:47:54.853910,462,approved,marketing
ASSET00001832,Product Shot 1832,"Complete brand identity guidelines including logos, colors, and usage rules",image,Brand Omega,CUST000187,social,pdf,2025-09-02 04:32:50.853910,2025-07-23 05:41:37.853910,373,approved,internal
ASSET00001833,Email Header 1833,Customizable marketing template with brand colors and typography,template,Brand Beta,CUST000071,"brand,social,product",mp3,2025-09-11 21:21:09.853910,2025-10-25 04:50:01.853910,498,approved,internal
ASSET00001834,Social Post 1834,Email header design optimized for various email clients and devices,template,Brand Alpha,CUST000030,"brand,marketing,product",mp4,2025-09-19 12:04:16.853910,2025-09-08 21:45:30.853910,133,rejected,marketing
ASSET00001835,Product Demo 1835,Event promotional poster with compelling visuals and clear call-to-action,logo,Brand Gamma,CUST000122,"marketing,campaign,social",svg,2025-09-16 04:31:56.853910,2025-09-16 00:16:04.853910,307,rejected,internal
ASSET00001836,Email Header 1836,Eye-catching campaign banner optimized for web and mobile platforms,audio,Brand Gamma,CUST000109,"social,brand,product",jpg,2025-07-24 20:17:09.853910,2025-10-31 12:19:15.853910,298,approved,brand_guidelines
ASSET00001837,Video Ad 1837,Email header design optimized for various email clients and devices,audio,Brand Alpha,CUST000004,campaign,pdf,2025-09-16 07:13:40.853910,2025-10-11 03:07:09.853910,212,pending,internal
ASSET00001838,Campaign Banner 1838,Engaging social media content designed for maximum audience engagement,logo,Brand Delta,CUST000137,"campaign,digital,brand",png,2025-11-03 00:56:17.853910,2025-11-02 04:38:46.853910,43,rejected,internal
ASSET00001839,Campaign Banner 1839,"Complete brand identity guidelines including logos, colors, and usage rules",video,Brand Omega,CUST000175,social,psd,2025-10-20 07:10:13.853910,2025-08-27 08:30:04.853910,204,approved,product
ASSET00001840,Video Ad 1840,Dynamic video advertisement highlighting product value proposition,logo,Brand Gamma,CUST000154,"brand,marketing,campaign",mp3,2025-08-25 21:18:36.853910,2025-08-20 04:02:52.853910,445,approved,brand_guidelines
ASSET00001841,Product Shot 1841,Engaging social media content designed for maximum audience engagement,image,Brand Beta,CUST000074,"social,product,brand",png,2025-07-23 23:15:30.853910,2025-09-10 17:50:57.853910,65,pending,brand_guidelines
ASSET00001842,Product Demo 1842,High-resolution brand logo for digital and print use with transparent background,video,Brand Omega,CUST000145,campaign,svg,2025-10-08 07:08:36.853910,2025-09-13 14:19:56.853910,108,approved,product
ASSET00001843,Video Ad 1843,Dynamic video advertisement highlighting product value proposition,video,Brand Beta,CUST000088,digital,png,2025-09-30 19:41:08.853910,2025-07-17 06:31:21.853910,494,approved,internal
ASSET00001844,Brand Logo 1844,Email header design optimized for various email clients and devices,video,Brand Omega,CUST000110,brand,jpg,2025-07-27 07:43:31.853910,2025-08-10 16:26:33.853910,363,draft,campaign
ASSET00001845,Social Post 1845,"Complete brand identity guidelines including logos, colors, and usage rules",video,Brand Alpha,CUST000154,"product,marketing,digital",mp4,2025-08-17 23:28:06.853910,2025-08-03 17:44:54.853910,18,draft,product
ASSET00001846,Marketing Template 1846,Engaging social media content designed for maximum audience engagement,video,Brand Beta,CUST000182,"digital,marketing",mp4,2025-08-13 12:35:13.853910,2025-08-27 21:08:24.853910,47,pending,product
ASSET00001847,Campaign Banner 1847,Event promotional poster with compelling visuals and clear call-to-action,audio,Brand Gamma,CUST000076,"brand,campaign,product",svg,2025-10-12 23:03:11.853910,2025-09-11 18:04:28.853910,114,pending,marketing
ASSET00001848,Event Poster 1848,"Complete brand identity guidelines including logos, colors, and usage rules",image,Brand Delta,CUST000047,brand,mp4,2025-10-29 21:16:14.853910,2025-10-01 09:10:52.853910,12,approved,marketing
ASSET00001849,Social Post 1849,Email header design optimized for various email clients and devices,logo,Brand Gamma,CUST000051,product,svg,2025-09-06 20:17:36.853910,2025-08-21 07:30:15.853910,178,approved,campaign
ASSET00001850,Marketing Template 1850,Eye-catching campaign banner optimized for web and mobile platforms,image,Brand Alpha,CUST000115,marketing,pdf,2025-08-30 16:36:55.853910,2025-09-08 15:07:01.853910,286,approved,brand_guidelines
ASSET00001851,Social Post 1851,Comprehensive product demonstration video with detailed feature walkthrough,audio,Brand Beta,CUST000165,"brand,digital,product",png,2025-09-04 02:09:04.853910,2025-09-03 11:25:17.853910,246,approved,brand_guidelines
ASSET00001852,Marketing Template 1852,Engaging social media content designed for maximum audience engagement,template,Brand Alpha,CUST000185,"campaign,marketing",png,2025-09-28 17:43:57.853910,2025-07-22 06:56:28.853910,37,approved,marketing
ASSET00001853,Event Poster 1853,Email header design optimized for various email clients and devices,logo,Brand Omega,CUST000164,social,mp4,2025-09-07 15:42:40.853910,2025-10-08 04:30:19.853910,0,draft,campaign
ASSET00001854,Campaign Banner 1854,Comprehensive product demonstration video with detailed feature walkthrough,image,Brand Gamma,CUST000125,"social,brand",png,2025-07-27 21:55:09.853910,2025-07-19 11:02:12.853910,190,approved,product
ASSET00001855,Campaign Banner 1855,Comprehensive product demonstration video with detailed feature walkthrough,logo,Brand Gamma,CUST000016,"campaign,marketing,social",pdf,2025-08-19 03:25:51.853910,2025-08-05 12:08:19.853910,142,draft,internal
ASSET00001856,Email Header 1856,High-resolution brand logo for digital and print use with transparent background,video,Brand Alpha,CUST000078,"product,social,campaign",pdf,2025-09-02 20:05:45.853910,2025-08-26 13:51:43.853910,450,pending,product
ASSET00001857,Marketing Template 1857,"Complete brand identity guidelines including logos, colors, and usage rules",audio,Brand Alpha,CUST000199,"product,digital",psd,2025-07-28 11:47:18.853910,2025-08-20 10:13:56.853910,121,approved,marketing
ASSET00001858,Social Post 1858,High-resolution brand logo for digital and print use with transparent background,audio,Brand Gamma,CUST000021,campaign,jpg,2025-09-28 12:32:20.853910,2025-08-26 04:28:09.853910,231,approved,social
ASSET00001859,Product Shot 1859,Comprehensive product demonstration video with detailed feature walkthrough,template,Brand Gamma,CUST000158,campaign,mp4,2025-10-10 07:26:49.853910,2025-07-30 20:17:45.853910,361,pending,internal
ASSET00001860,Brand Logo 1860,Customizable marketing template with brand colors and typography,video,Brand Alpha,CUST000019,social,jpg,2025-07-24 22:38:39.853910,2025-08-30 13:19:26.853910,51,approved,marketing
ASSET00001861,Marketing Template 1861,Eye-catching campaign banner optimized for web and mobile platforms,audio,Brand Omega,CUST000148,"social,product,brand",png,2025-10-13 14:56:33.853910,2025-10-30 00:24:51.853910,167,approved,brand_guidelines
ASSET00001862,Brand Logo 1862,High-resolution brand logo for digital and print use with transparent background,video,Brand Beta,CUST000182,"social,digital",psd,2025-07-22 01:07:31.853910,2025-08-15 11:39:33.853910,331,approved,product
ASSET00001863,Event Poster 1863,Eye-catching campaign banner optimized for web and mobile platforms,template,Brand Gamma,CUST000035,"brand,marketing",psd,2025-10-28 11:57:32.853910,2025-09-14 01:58:30.853910,330,pending,brand_guidelines
ASSET00001864,Brand Guidelines 1864,High-resolution brand logo for digital and print use with transparent background,document,Brand Alpha,CUST000109,"digital,social,campaign",png,2025-09-30 10:24:59.853910,2025-08-25 23:45:51.853910,232,draft,product
ASSET00001865,Video Ad 1865,Eye-catching campaign banner optimized for web and mobile platforms,image,Brand Gamma,CUST000163,marketing,ai,2025-10-23 19:02:12.853910,2025-08-07 14:41:57.853910,74,pending,product
ASSET00001866,Campaign Banner 1866,Comprehensive product demonstration video with detailed feature walkthrough,template,Brand Alpha,CUST000162,"digital,brand",svg,2025-07-27 13:40:00.853910,2025-09-16 11:16:06.853910,293,approved,social
ASSET00001867,Marketing Template 1867,Customizable marketing template with brand colors and typography,template,Brand Delta,CUST000022,"social,brand,marketing",psd,2025-10-09 22:02:20.853910,2025-08-08 09:23:23.853910,325,pending,internal
ASSET00001868,Product Shot 1868,Professional product photography showcasing key features and benefits,document,Brand Beta,CUST000072,marketing,mp3,2025-07-18 21:00:41.853910,2025-10-27 05:23:48.853910,474,pending,internal
ASSET00001869,Product Demo 1869,High-resolution brand logo for digital and print use with transparent background,logo,Brand Delta,CUST000090,product,jpg,2025-11-11 00:28:24.853910,2025-08-22 03:03:11.853910,134,rejected,campaign
ASSET00001870,Brand Guidelines 1870,High-resolution brand logo for digital and print use with transparent background,image,Brand Omega,CUST000172,brand,jpg,2025-10-31 23:33:47.853910,2025-09-19 12:53:08.853910,399,approved,brand_guidelines
ASSET00001871,Video Ad 1871,Professional product photography showcasing key features and benefits,template,Brand Delta,CUST000036,marketing,mp3,2025-10-28 23:55:17.853910,2025-07-17 09:08:20.853910,122,approved,product
ASSET00001872,Email Header 1872,"Complete brand identity guidelines including logos, colors, and usage rules",video,Brand Alpha,CUST000120,campaign,ai,2025-07-18 09:19:19.853910,2025-08-19 23:58:22.853910,76,draft,internal
ASSET00001873,Brand Logo 1873,"Complete brand identity guidelines including logos, colors, and usage rules",document,Brand Omega,CUST000088,social,svg,2025-08-12 16:08:59.853910,2025-10-05 15:55:35.853910,337,approved,product
ASSET00001874,Event Poster 1874,Event promotional poster with compelling visuals and clear call-to-action,audio,Brand Alpha,CUST000100,"campaign,digital",ai,2025-09-22 09:31:35.853910,2025-10-05 22:31:31.853910,359,pending,campaign
ASSET00001875,Product Shot 1875,Comprehensive product demonstration video with detailed feature walkthrough,logo,Brand Alpha,CUST000070,"digital,product,brand",png,2025-07-27 18:58:02.853910,2025-10-31 03:46:15.853910,88,approved,brand_guidelines
ASSET00001876,Event Poster 1876,Dynamic video advertisement highlighting product value proposition,audio,Brand Gamma,CUST000004,marketing,png,2025-09-02 16:01:28.853910,2025-08-24 09:03:53.853910,361,draft,brand_guidelines
ASSET00001877,Email Header 1877,Customizable marketing template with brand colors and typography,template,Brand Omega,CUST000166,social,psd,2025-08-16 05:41:21.853910,2025-10-20 17:48:53.853910,151,pending,campaign
ASSET00001878,Video Ad 1878,Customizable marketing template with brand colors and typography,logo,Brand Gamma,CUST000037,"social,marketing,digital",psd,2025-08-01 15:08:32.853910,2025-10-09 13:50:01.853910,453,pending,internal
ASSET00001879,Brand Logo 1879,Event promotional poster with compelling visuals and clear call-to-action,image,Brand Alpha,CUST000011,campaign,jpg,2025-10-16 06:00:50.853910,2025-09-14 11:34:28.853910,24,draft,internal
ASSET00001880,Social Post 1880,Eye-catching campaign banner optimized for web and mobile platforms,image,Brand Alpha,CUST000122,"brand,product,social",mp4,2025-08-14 11:05:21.853910,2025-11-07 14:50:04.853910,5,approved,social
ASSET00001881,Social Post 1881,Email header design optimized for various email clients and devices,document,Brand Delta,CUST000060,"social,campaign,marketing",svg,2025-08-26 15:35:42.853910,2025-11-04 07:43:08.853910,215,rejected,campaign
ASSET00001882,Brand Guidelines 1882,Comprehensive product demonstration video with detailed feature walkthrough,document,Brand Alpha,CUST000122,"product,digital",psd,2025-10-26 13:26:56.853910,2025-09-22 11:39:36.853910,110,approved,campaign
ASSET00001883,Product Shot 1883,High-resolution brand logo for digital and print use with transparent background,logo,Brand Alpha,CUST000140,marketing,mp4,2025-09-10 03:13:28.853910,2025-10-03 08:09:59.853910,444,rejected,social
ASSET00001884,Campaign Banner 1884,Customizable marketing template with brand colors and typography,template,Brand Delta,CUST000012,"digital,marketing",psd,2025-09-26 10:24:33.853910,2025-08-15 05:54:32.853910,277,approved,internal
ASSET00001885,Marketing Template 1885,Customizable marketing template with brand colors and typography,image,Brand Gamma,CUST000036,marketing,png,2025-10-27 20:59:13.853910,2025-07-30 15:48:08.853910,336,approved,product
ASSET00001886,Brand Logo 1886,Professional product photography showcasing key features and benefits,audio,Brand Delta,CUST000024,brand,pdf,2025-08-13 03:39:33.853910,2025-08-21 03:53:55.853910,303,approved,internal
ASSET00001887,Product Shot 1887,Comprehensive product demonstration video with detailed feature walkthrough,audio,Brand Gamma,CUST000027,"brand,campaign,product",ai,2025-09-27 06:09:50.853910,2025-10-17 13:06:59.853910,157,approved,brand_guidelines
ASSET00001888,Event Poster 1888,Engaging social media content designed for maximum audience engagement,image,Brand Delta,CUST000051,"product,digital,marketing",mp4,2025-10-22 22:32:18.853910,2025-08-09 12:29:40.853910,224,approved,brand_guidelines
ASSET00001889,Campaign Banner 1889,Engaging social media content designed for maximum audience engagement,template,Brand Omega,CUST000076,"campaign,product",mp3,2025-07-21 16:31:49.853910,2025-07-20 15:25:25.853910,87,approved,brand_guidelines
ASSET00001890,Brand Guidelines 1890,Customizable marketing template with brand colors and typography,logo,Brand Beta,CUST000121,social,mp3,2025-07-29 13:45:11.853910,2025-09-25 01:28:34.853910,132,approved,brand_guidelines
ASSET00001891,Brand Guidelines 1891,Comprehensive product demonstration video with detailed feature walkthrough,template,Brand Omega,CUST000200,"brand,marketing",pdf,2025-10-14 06:09:02.853910,2025-11-10 23:51:33.853910,69,approved,social
ASSET00001892,Social Post 1892,Event promotional poster with compelling visuals and clear call-to-action,document,Brand Alpha,CUST000092,"campaign,social",ai,2025-11-05 14:09:59.853910,2025-11-07 06:07:00.853910,56,approved,social
ASSET00001893,Product Demo 1893,"Complete brand identity guidelines including logos, colors, and usage rules",template,Brand Delta,CUST000136,social,svg,2025-11-05 01:31:25.853910,2025-11-03 08:30:02.853910,311,draft,brand_guidelines
ASSET00001894,Brand Guidelines 1894,Professional product photography showcasing key features and benefits,logo,Brand Gamma,CUST000142,"campaign,social",png,2025-10-09 20:57:58.853910,2025-10-12 21:56:03.853910,338,rejected,social
ASSET00001895,Video Ad 1895,Dynamic video advertisement highlighting product value proposition,template,Brand Alpha,CUST000016,social,jpg,2025-08-13 12:14:43.853910,2025-10-02 12:51:47.853910,414,pending,marketing
ASSET00001896,Brand Logo 1896,"Complete brand identity guidelines including logos, colors, and usage rules",video,Brand Alpha,CUST000057,"brand,marketing",psd,2025-08-05 21:27:32.853910,2025-07-22 06:18:32.853910,198,approved,brand_guidelines
ASSET00001897,Email Header 1897,Dynamic video advertisement highlighting product value proposition,logo,Brand Gamma,CUST000138,"digital,product,campaign",jpg,2025-08-26 06:30:59.853910,2025-10-23 21:19:21.853910,54,approved,internal
ASSET00001898,Product Shot 1898,High-resolution brand logo for digital and print use with transparent background,image,Brand Alpha,CUST000199,brand,ai,2025-07-21 00:24:44.853910,2025-10-17 11:20:18.853910,101,approved,social
ASSET00001899,Product Shot 1899,"Complete brand identity guidelines including logos, colors, and usage rules",image,Brand Beta,CUST000101,social,ai,2025-09-03 03:00:25.853910,2025-08-12 12:17:25.853910,87,approved,product
ASSET00001900,Product Shot 1900,Email header design optimized for various email clients and devices,logo,Brand Delta,CUST000081,digital,mp3,2025-10-05 04:12:18.853910,2025-09-18 13:01:09.853910,64,pending,marketing
ASSET00001901,Marketing Template 1901,Engaging social media content designed for maximum audience engagement,template,Brand Alpha,CUST000033,"brand,marketing,social",jpg,2025-10-31 21:55:28.853910,2025-08-20 22:50:16.853910,198,pending,campaign
ASSET00001902,Social Post 1902,Comprehensive product demonstration video with detailed feature walkthrough,image,Brand Delta,CUST000176,"product,campaign,social",svg,2025-08-27 07:47:40.853910,2025-10-18 20:10:08.853910,206,pending,internal
ASSET00001903,Brand Logo 1903,Engaging social media content designed for maximum audience engagement,logo,Brand Beta,CUST000150,"brand,campaign",png,2025-08-06 09:55:35.853910,2025-08-12 21:01:55.853910,104,approved,campaign
ASSET00001904,Brand Logo 1904,Comprehensive product demonstration video with detailed feature walkthrough,video,Brand Omega,CUST000103,digital,mp3,2025-09-16 15:07:55.853910,2025-08-11 10:45:20.853910,407,approved,brand_guidelines
ASSET00001905,Product Shot 1905,"Complete brand identity guidelines including logos, colors, and usage rules",audio,Brand Gamma,CUST000005,"marketing,brand,product",mp4,2025-09-16 12:13:08.853910,2025-09-22 16:32:26.853910,444,approved,product
ASSET00001906,Event Poster 1906,High-resolution brand logo for digital and print use with transparent background,image,Brand Alpha,CUST000091,brand,psd,2025-09-06 17:26:07.853910,2025-08-01 09:52:56.853910,163,approved,internal
ASSET00001907,Email Header 1907,Customizable marketing template with brand colors and typography,audio,Brand Gamma,CUST000152,social,mp4,2025-10-29 11:31:39.853910,2025-10-07 21:24:37.853910,405,pending,brand_guidelines
ASSET00001908,Email Header 1908,"Complete brand identity guidelines including logos, colors, and usage rules",video,Brand Alpha,CUST000091,"digital,social",jpg,2025-07-20 09:00:22.853910,2025-09-01 14:10:59.853910,280,approved,social
ASSET00001909,Campaign Banner 1909,Eye-catching campaign banner optimized for web and mobile platforms,template,Brand Gamma,CUST000187,brand,png,2025-09-07 09:33:23.853910,2025-08-25 16:07:10.853910,4,approved,product
ASSET00001910,Product Demo 1910,"Complete brand identity guidelines including logos, colors, and usage rules",audio,Brand Beta,CUST000156,"social,product,digital",svg,2025-08-24 12:56:46.853910,2025-09-25 01:27:00.853910,198,draft,brand_guidelines
ASSET00001911,Event Poster 1911,Engaging social media content designed for maximum audience engagement,template,Brand Omega,CUST000188,"digital,social,marketing",psd,2025-08-29 03:48:24.853910,2025-09-17 01:37:23.853910,417,approved,social
ASSET00001912,Brand Guidelines 1912,High-resolution brand logo for digital and print use with transparent background,template,Brand Omega,CUST000017,"product,social,brand",pdf,2025-08-24 01:37:47.853910,2025-08-21 00:47:01.853910,343,draft,social
ASSET00001913,Brand Logo 1913,Customizable marketing template with brand colors and typography,image,Brand Beta,CUST000138,marketing,mp4,2025-11-07 13:45:14.853910,2025-07-21 12:21:37.853910,324,approved,product
ASSET00001914,Event Poster 1914,Eye-catching campaign banner optimized for web and mobile platforms,template,Brand Omega,CUST000110,"brand,campaign,product",mp4,2025-10-21 00:24:58.853910,2025-08-11 04:34:23.853910,124,rejected,campaign
ASSET00001915,Product Shot 1915,Email header design optimized for various email clients and devices,video,Brand Gamma,CUST000165,"campaign,product",mp3,2025-11-08 10:33:55.853910,2025-08-11 02:06:14.853910,254,pending,social
ASSET00001916,Marketing Template 1916,Dynamic video advertisement highlighting product value proposition,document,Brand Alpha,CUST000053,"product,brand,marketing",pdf,2025-08-17 22:04:11.853910,2025-10-23 18:54:22.853910,283,approved,brand_guidelines
ASSET00001917,Marketing Template 1917,Comprehensive product demonstration video with detailed feature walkthrough,logo,Brand Delta,CUST000110,campaign,png,2025-09-12 12:57:57.853910,2025-08-31 18:56:00.853910,217,approved,product
ASSET00001918,Product Shot 1918,Customizable marketing template with brand colors and typography,document,Brand Delta,CUST000166,"campaign,marketing,digital",psd,2025-07-16 02:57:11.853910,2025-07-20 21:02:54.853910,277,pending,marketing
ASSET00001919,Event Poster 1919,Comprehensive product demonstration video with detailed feature walkthrough,audio,Brand Omega,CUST000013,digital,ai,2025-10-10 06:11:33.853910,2025-08-20 04:55:03.853910,188,approved,social
ASSET00001920,Product Demo 1920,Engaging social media content designed for maximum audience engagement,image,Brand Gamma,CUST000148,"product,brand,digital",svg,2025-07-16 15:54:49.853910,2025-10-20 23:33:13.853910,27,rejected,internal
ASSET00001921,Brand Guidelines 1921,High-resolution brand logo for digital and print use with transparent background,document,Brand Gamma,CUST000194,"product,campaign",psd,2025-10-24 20:40:12.853910,2025-11-07 19:04:39.853910,396,approved,product
ASSET00001922,Campaign Banner 1922,High-resolution brand logo for digital and print use with transparent background,document,Brand Beta,CUST000197,"digital,brand,social",mp4,2025-09-03 08:51:12.853910,2025-11-02 16:36:04.853910,401,approved,internal
ASSET00001923,Marketing Template 1923,Email header design optimized for various email clients and devices,logo,Brand Alpha,CUST000159,"brand,social,product",pdf,2025-11-11 12:58:29.853910,2025-08-06 10:38:33.853910,149,approved,internal
ASSET00001924,Product Demo 1924,Event promotional poster with compelling visuals and clear call-to-action,logo,Brand Omega,CUST000162,"campaign,marketing,digital",png,2025-10-12 04:37:12.853910,2025-08-22 10:45:24.853910,254,pending,product
ASSET00001925,Product Demo 1925,Event promotional poster with compelling visuals and clear call-to-action,audio,Brand Omega,CUST000185,digital,mp4,2025-11-08 02:47:01.853910,2025-10-24 08:41:24.853910,248,rejected,internal
ASSET00001926,Brand Guidelines 1926,Dynamic video advertisement highlighting product value proposition,audio,Brand Omega,CUST000131,social,svg,2025-08-09 11:21:17.853910,2025-08-04 09:43:17.853910,475,approved,product
ASSET00001927,Marketing Template 1927,"Complete brand identity guidelines including logos, colors, and usage rules",template,Brand Alpha,CUST000022,"social,campaign",jpg,2025-09-26 12:51:04.853910,2025-10-03 02:41:58.853910,490,approved,campaign
ASSET00001928,Social Post 1928,Comprehensive product demonstration video with detailed feature walkthrough,template,Brand Beta,CUST000017,"social,marketing,product",jpg,2025-08-27 17:38:27.853910,2025-11-04 20:49:54.853910,164,approved,social
ASSET00001929,Event Poster 1929,Event promotional poster with compelling visuals and clear call-to-action,logo,Brand Gamma,CUST000078,campaign,pdf,2025-10-04 08:20:55.853910,2025-08-02 23:36:50.853910,105,approved,marketing
ASSET00001930,Product Demo 1930,Email header design optimized for various email clients and devices,logo,Brand Beta,CUST000067,"digital,social,marketing",mp3,2025-07-25 17:55:15.853910,2025-08-25 05:55:58.853910,394,approved,product
ASSET00001931,Event Poster 1931,Engaging social media content designed for maximum audience engagement,video,Brand Gamma,CUST000165,"digital,product,social",jpg,2025-11-10 06:48:25.853910,2025-08-16 16:36:54.853910,309,approved,campaign
ASSET00001932,Social Post 1932,Dynamic video advertisement highlighting product value proposition,audio,Brand Omega,CUST000073,"campaign,brand,marketing",ai,2025-09-10 23:53:45.853910,2025-08-26 08:45:10.853910,296,approved,campaign
ASSET00001933,Brand Logo 1933,Engaging social media content designed for maximum audience engagement,image,Brand Delta,CUST000052,campaign,ai,2025-10-02 02:46:23.853910,2025-08-21 12:13:36.853910,218,approved,campaign
ASSET00001934,Social Post 1934,Eye-catching campaign banner optimized for web and mobile platforms,template,Brand Omega,CUST000011,"marketing,product",jpg,2025-10-09 05:20:13.853910,2025-09-08 12:38:55.853910,336,approved,brand_guidelines
